,source,title_desc,publishedAt,title_desc_sent_1
32,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Keystone XL pipeline wins green light from U.S. to go ahead with key stretch of construction. Construction authorized across a swath of federal land in Montana,2020-01-22,0
33,CBC,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in",2020-01-17,1
34,CBC,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'",2020-01-16,0
35,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit. Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up",2020-01-09,0
36,CBC,HBC shares up on news of likely takeover deal. Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price,2020-01-06,1
37,CBC,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,1
38,CBC,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,0
39,CBC,Canfor privatization deal called off after failing to win shareholder support. Jim Pattison Group's $16-per-share offer had just 45% support from lumber producer's minority shareholders,2019-12-17,-1
40,CBC,"Brand new TCHC residence opens in Regent Park just in time for the holidays. Tenants will begin moving in this week, mayor says",2019-12-15,0
41,CBC,The small change that meant big losses for lobstermen. Americans upped the minimum allowable size of lobster for import in 1989,2019-12-13,0
42,CBC,U.S. stocks reach new highs after rumours of 50% cut on Chinese tariffs. President Donald Trump says U.S. is 'very close' to nailing down trade deal with China,2019-12-12,1
43,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Saudi Aramco overtakes Microsoft, Apple in debut to hit market value of $1.88 trillion. World's most valuable listed company",2019-12-10,0
44,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Royal Bank of Canada misses expectations in tough times for investment banking. Royal Bank of Canada’s record-breaking profit engine may be running out of steam,2019-12-04,-1
45,CBC,"Canadian families will pay nearly $500 more in 2020 for food, report says. Canada's Food Price Report 2020 cites changing weather patterns, 'elephant in the room,' as big factor",2019-12-04,0
46,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations,2019-12-03,1
47,CBC,Cabbage rolls by the thousand: Peg's Kitchen's success lies in bringing 'down-home' Sask. cooking to the city. Local foodie eats his way through Regina to share his take on what‚Äôs good,2019-11-28,0
48,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","RBC sees stock turbulence ahead as S&P 500 pushes toward 3,350. The U.S. stock market's record-setting rally will lose some steam in 2020, with the risk of a pullback increasing in the next few months",2019-11-27,-1
49,Bloomberg News,"Old stock exchange buildings are being turned into swanky hotels. Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York.",2019-11-27,0
50,CBC,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,1
51,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","CIBC’s 'day late and a dollar short' missteps turn investors off. Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years",2019-11-19,-1
52,CBC,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,1
53,CBC,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,1
54,CBC,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot",2019-11-06,0
55,Bloomberg News,"Branson ready for his biggest test yet as space shot beckons. Richard Branson plucks a dried grasshopper from a jar, takes a bite, and pronounces the insect surprisingly tasty before slurping down a vegan yogurt and offering to trial the concoction on Virgin Atlantic Airways flights.",2019-10-28,0
56,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Cannabis earnings confound analysts after sector's horrible year. During a year in which pot stocks have cratered, the outlook for earnings has become hazier than almost any other sector",2019-10-25,-1
57,CBC,WeWork co-founder pushed aside in $5B SoftBank takeover. Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter',2019-10-23,-1
58,CBC,Sweetened bid for HBC by Baker-led shareholder group gets board's approval. Group has agreed to pay $10.30 per share in cash to take the company private,2019-10-21,0
59,CBC,"Alberta cannabis industry readies for edibles, but details still murky. Tight regulations have unintended consequences, create waste, retailers and producers say",2019-10-17,0
60,CBC,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December,2019-10-16,-1
61,CBC,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
62,Bloomberg News,"Actually, the stock market has barely moved in the two years under Trump. It’s like a gravitational field the S&P 500 can’t get free from, the place to which all rallies must return. And it was back in force Wednesday, eliciting angry notice from President Donald Trump as waves of selling dragged the benchmark within points of where it stood 21 months ago.",2019-10-02,-1
63,CBC,Peter Mansbridge on the federal election and his new CBC documentary. The veteran CBC News correspondent took calls from Checkup listeners,2019-09-30,0
64,CBC,Job hunting advice: Tips for how to be effective today. Experts weigh in on refining your search and getting your profiles right,2019-09-24,0
65,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Home Capital gives Canada’s mortgage-backed market a boost. Lender is considering issuing two residential mortgage-backed securities each year, helping to establish private RMBS market in Canada",2019-09-24,0
66,CBC,"TSX falls from record high after a week of gains, U.S. markets mixed. I think this kind of a catch-your-breath moment for the markets, analyst said",2019-09-23,-1
67,CBC,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
68,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","After stellar September, stock bulls now see choppy markets ahead for Canada. Things are about to get interesting",2019-09-16,0
69,CBC,European Central Bank introduces aggressive stimulus package to revive ailing economy. Chief Mario Draghi pledge indefinite stimulus Thursday,2019-09-12,0
70,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Processors, not ranchers, bearing the brunt of China's ban on Canadian meat. Before China suspended Canadian shipments a, companies like Maple Leaf Foods were enjoying a windfall from surging Chinese demand and prices",2019-09-03,-1
71,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear. Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever",2019-08-26,-1
72,CBC,NHL free agency: Plenty of talented players still up for grabs. With training camps fast approaching these valued vets are worth watching,2019-08-14,0
73,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Stocks get hammered as bond market’s warning spooks investors. Dow tumbles 800 points; TSX down 300,2019-08-14,-1
74,CBC,OPINION | Greens' climate plan adds up to Mission: Improbable. Kicking the tires on the federal party's new energy and environment plan,2019-08-12,0
75,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","'The genie is out of the bottle': Gold is having its best week in 3 years after breaching $1,500. Gold has risen 4.3 per cent this week, the largest increase since April 2016",2019-08-09,0
76,CBC,Uber loses $5.24B in Q2 after post-IPO stock payouts. Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter,2019-08-08,-1
77,CBC,Rising Vanier house prices spark gentrification fears. Average selling price of a home has risen 11% in last 12 months,2019-08-08,0
78,CBC,"Chinese yuan falls to 11-year low amid trade tensions. After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs",2019-08-05,0
79,CBC,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices",2019-07-31,0
80,CBC,New Molson Coors CEO to address flat beer market with spiked seltzers. Gavin Hattersley will replace Mark Hunter as Molson Coors Brewing Co. CEO who retires next month,2019-07-31,-1
81,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Meghan Markle’s favourite affordable Canadian brand is defying the trend of retail decline. As competitors shut down locations and slash costs, Aritzia's strategy of affordable luxury is working",2019-07-30,0
82,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","With the Bank of Canada on hold, watch our $2.19 trillion household debt load grow. Spending on big ticket items is about to resume, says strategist",2019-07-26,0
83,CBC,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,1
84,CBC,"CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing. Company cautions consumers to expect shortages, analyst warns of financial impact",2019-07-08,-1
85,CBC,SaskEnergy to launch rebate program for high-efficiency furnaces. Crown corporation's annual report released Thursday,2019-07-04,0
86,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,0
87,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,1
88,CBC,"Office buildings turn to apartments, bring downtown Calgary back to life. Calgary and Edmonton's young demographics make it a good fit for creating new rental units",2019-06-18,0
89,CBC,"Oilpatch pushes for construction to start immediately on green-lit Trans Mountain pipeline. Federal cabinet approved controversial project Tuesday, but hurdles remain",2019-06-18,0
90,Bloomberg News,"Trump warns of epic stock market crash if he's not re-elected. President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected.",2019-06-15,0
91,CBC,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,0
92,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Are tech's glory days over? This US$442 billion money manager thinks so. 'You have to be very, very brave to call the top for the tech sector'",2019-06-05,-1
93,CBC,"U.S. Congress launches antitrust probe into big tech companies. Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall",2019-06-04,-1
94,CBC,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here. From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it",2019-06-04,0
95,CBC,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power",2019-05-29,0
96,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","With two tweets, Trump shatters historic calm in global markets. Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well",2019-05-06,-1
97,Bloomberg News,"Poloz inverts Canada’s yield curve by removing rate-hike bias. Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt.",2019-04-24,-1
98,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’",2019-04-15,0
99,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,1
100,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Saudi Aramco to buy $69 billion Sabic stake in biggest ever Middle East deal. Aramco plans to invest US$500 billion over the next decade, and much of that will be on refineries and chemical plants",2019-03-27,0
101,Bloomberg News,"Levi’s IPO shows denim is back in the war against yoga pants. Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game.",2019-03-11,0
102,Bloomberg News,"Norway deals a blow to an oil industry that's quickly losing friends. The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors.",2019-03-08,-1
103,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing. Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere",2019-02-20,0
104,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Recession risk looks elevated, says Nobel economist Robert Shiller. Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'",2019-02-12,-1
105,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Mortgage growth, the bread and butter of Canadian banks, has shrunk to 17-year low. Investors urged to ‘recalibrate’ their expectations to what is arguably one of the most important trends in the industry in years",2019-02-05,-1
106,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,-1
107,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
108,Bloomberg News,"Slack is planning for direct share listing instead of an IPO. Slack Technologies Inc. plans to forgo a traditional initial public offering and instead intends to sell its shares to bidders in a direct listing, a person familiar with the matter.",2019-01-11,0
109,Bloomberg News,"‘Completely bizarre’ stock moves leave traders scratching heads. As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year.",2018-12-27,-1
110,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",China accuses Canada of violating bilateral agreement in Huawei arrest. Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately,2018-12-10,0
111,Bloomberg News,Trump hasn’t tweeted about the stock market since Nov. 12. Stocks go south and President Donald Trump goes quiet.,2018-12-06,-1
112,Bloomberg News,"Apple bulls see long-term potential despite recent ‘horror show’. Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",2018-11-28,-1
113,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Brookfield in talks to invest in Dubai property developer Meraas. Brookfield is weighing options that would give it control of some retail properties from Meraas, including entering into a joint venture for those developments, sources say",2018-11-27,1
114,Bloomberg News,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,1
115,Bloomberg News,"Here are the reasons China's equity rout is getting even worse. Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading.",2018-10-26,-1
116,Bloomberg News,China’s stock rout puts US$613B of share pledges at risk. The rout in Chinese equities is throwing the spotlight on US$613 billion of shares pledged as collateral for loans.,2018-10-16,-1
117,Bloomberg News,"The world's worst stock market is still not cheap enough to buy. For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market.",2018-10-03,0
118,Bloomberg News,"U.S. stocks weather quad witching to cap record week. U.S. stocks dropped from early session highs to cap a record-breaking week with something of a whimper. Declines in tech giants including Apple Inc. (AAPL.O), Amazon.com Inc. (AMZN.O) and Facebook Inc. (FB.O) dragged on benchmarks as quarterly rebalancing spurred trading.",2018-09-20,-1
119,Bloomberg News,"Hype around pot stocks has echoes of crypto craze. Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?",2018-09-19,0
120,Bloomberg News,"A low-cost airline is planning a rare IPO. While Europe’s second-tier airlines collapse or wrestle with stretched finances, Wow Air plans to sell shares to the public.",2018-09-19,0
