,source,title_desc,publishedAt,title_desc_sent_1
20,Bloomberg News,"U.S. housing starts fall from 13-year high, while permits surge. Residential starts slipped 3.6 per cent to a 1.57 million annualized rate, still the second-fastest pace of the expansion, after an upwardly revised 1.63 million pace in the prior month, according to government figures released Wednesday. January starts exceeded the median estimate in a Bloomberg survey of economists. Permits, a proxy for future construction, advanced 9.2 per cent to a 1.55 million rate, the highest since March 2007.",2020-02-19,0
21,CBC,Councillor pushes for micro-structure homeless solution. A request for a Conestoga Hut pilot project will be put forward to a city committee today,2020-02-19,1
22,CBC,Details scarce on NB Power plan to begin building solar-powered neighbourhood this year. Utility to spend millions on 100 solar-powered houses in Halls Creek area of Moncton,2020-02-19,0
23,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Vancouver’s 1 per cent face hefty tax hike as B.C. seeks to quell outrage over the sky-high cost of living. Vancouver is one of the continent's most unaffordable housing markets with San Francisco-like home prices on Omaha-level incomes,2020-02-18,-1
24,CBC,How produce stickers contribute to climate change. Also: The biggest players in battery storage,2020-02-14,0
25,Bloomberg News,Condo gains push Canadian housing starts to a 4-month high. Canadian builders began 2020 with a strong rebound in housing starts that is good news for the nation’s increasingly tight real estate markets.,2020-02-10,1
26,CBC,"As London's homeless problem grows, so do attempts to find solutions. Representatives of churches, charities, shelters and aid agencies met to cook up ideas for the cause",2020-01-29,0
27,Bloomberg News,This could be America's priciest home ever — if it can find a buyer. America's priciest home is finally getting its finishing touches.,2020-01-29,0
28,CBC,"This paramedic commutes 6 hours to work in Vancouver because he can't afford to live there. Metro Vancouver's affordability crisis pushing professionals out to homes in Okanagan, Vancouver Island",2020-01-17,-1
29,Bloomberg News,"Dwindling Toronto supply drags Canadian home sales lower. Canadian home sales dropped in December, but prices continued to rise as demand outstripped a dwindling supply of units available for purchase, particularly in Toronto.",2020-01-15,1
30,CBC,"Dear Mr Mayor' 9-year-old makes handwritten pitch to solve London's housing crisis. I am 9 years old and I want to make a change,' the child writes to Mayor Ed Holder",2020-01-10,0
31,BNN Bloomberg,"Montreal home sales jump 26% in December to end ‘exceptional year’. The Montreal area housing market continued to heat up in the last month of 2019, as sales and prices marched higher.",2020-01-08,1
32,CBC,"Toronto home sales jump 17.4% in December, average price up 12%. Condos saw the biggest price gains through 2019",2020-01-07,1
33,CBC,"Looking back at a decade of Vancouver real estate. It's been a long and strange trip,' says urban planning professor Andy Yan",2020-01-01,0
34,CBC,Are 2020's tax changes 'significant' or 'a wash'?. Liberals' promised tax cut may help 20 million Canadians - but only a little,2019-12-31,0
35,CBC,Are 2020's tax changes 'significant' or 'a wash'?. Liberals' promised tax cut may help 20 million Canadians - but only a little,2019-12-31,0
36,Bloomberg News,"New home sales rise in U.S., cap best three months since 2007. Sales of new U.S. homes increased in November, capping the best three months for demand since 2007 and reflecting sustained momentum in a residential real estate market that’s helping to underpin the economy.",2019-12-23,0
37,CBC,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness. Michelle Paquette cares for 5 children; 2 have disabilities,2019-12-13,0
38,CBC,"The day after the deal: How do Calgarians feel about funding a new arena?. Some are angry, others are optimistic — but there's no shortage of opinion",2019-12-07,0
39,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Bank of Canada governor Stephen Poloz to step down June 2020. The board has begun a search to select the next Governor of the Bank,2019-12-06,0
40,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,1
41,CBC,Faro's abandoned homes have all been sold. 170 housing units sat empty for years after the Faro mine closed in 1997,2019-12-03,1
42,CBC,"Nunavut premier calls for bigger carbon tax rebates in the North. Canadians living in the North should receive higher rebates to compensate for federal carbon tax, he says",2019-11-28,0
43,CBC,"Hamilton-Burlington average home price to rise 3.8 per cent in 2020, ReMax estimates. Compared to a 3.7 per cent national increase for the average home price",2019-11-27,1
44,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","David Rosenberg leaving Gluskin Sheff to start his own research firm. Rosenberg is starting his own independent consulting firm, Rosenberg Research and Associates",2019-11-19,0
45,CBC,"Thesis project shares stories of older women in insecure housing. One woman actually said ... my expiry date has come and gone,' says researcher",2019-11-18,0
46,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog. British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021,2019-11-12,-1
47,CBC,"She fled domestic abuse. Now she and her daughter are victims of the housing crisis. Shelters are full, wait lists are long and market rents are too high for most single mothers",2019-11-12,1
48,CBC,Vancouver mayor calls massive First Nation development a 'gift to the city'. Squamish Nation plans to build 11 housing towers on reserve land in the heart of the city,2019-11-08,0
49,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","If you thought Toronto real estate was the best way to get rich, you'd be wrong — stocks have done better. Investors who bet on the equity version of real estate see massive returns",2019-11-07,1
50,CBC,"What a Liberal minority government means to Vancouver real estate. Provincial, municipal policy will have a more direct effect",2019-10-27,0
51,CBC,"Wood Buffalo council will lobby province over condo insurance crisis. Some condo owners forced to pay $6,000 more each year for insurance",2019-10-25,1
52,CBC,Paying for healthy food and rent 'absolutely impossible' for many in K-W. Nutritious food basket survey calculates cost of healthy food in region,2019-10-18,0
53,CBC,"Advocate slams 'outrageous' Tarion executive salaries, calls for cap. Newly released documents show Tarion CEO made $769K in 2018",2019-10-16,0
54,CBC,"Nothing short of disappointing': North a low priority in federal election. Northerners say they've heard promises, but see little action on critical issues",2019-10-15,0
55,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",From binge to bust: A Canadian oil town lines up at the food bank. Fort McMurray has become a showcase for the debt troubles many Canadians are facing,2019-10-11,0
56,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Liberals face tough battle over wallets in key part of Ontario that will decide Trudeau's fate. The sprawling suburbs around Toronto the Liberals swept in 2015 are turning to the Conservatives as the cost of living soars,2019-10-09,1
57,Bloomberg News,"From childcare to transit, Canadian voters are feeling pinched. Canada’s political party leaders are making affordability the central talking point of their election campaigns, rolling out targeted measures to alleviate the financial strain besetting voters.",2019-10-04,0
58,CBC,"Higher home prices, higher debt levels and how they affect our choices. What do booming housing markets mean for Canadian communities?",2019-09-28,1
59,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Home Capital gives Canada’s mortgage-backed market a boost. Lender is considering issuing two residential mortgage-backed securities each year, helping to establish private RMBS market in Canada",2019-09-24,0
60,CBC,Kam Lake candidates trade cost of living solutions in community debate. 6 candidates in crowded field find common ground on most issues,2019-09-18,0
61,CBC,The candidates: Yellowknife North. Rylund Johnson and Jan Vallillee challenge incumbent Cory Vanthuyne in Yellowknife riding,2019-09-18,0
62,CBC,"Biden clashes with Warren, Sanders on health care in 3rd Democratic debate. Candidates pare back some of the bickering that marked 2 earlier debates",2019-09-13,0
63,BNN Bloomberg,"Trudeau promises new speculation tax on foreign buyers if re-elected. Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents.",2019-09-12,-1
64,CBC,"Small space, big impact: Tiny homes could soon be coming to Edmonton properties. It would bring life to an area that is usually not utilized'",2019-09-06,-1
65,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","It's getting harder for the Bank of Canada to ignore the trade war. In a policy statement due at 10 a.m., economists expect Poloz to underline his unease with the global trade outlook and signal a willingness to cut rates",2019-09-04,0
66,CBC,"Federal NDP leader Singh makes stop in Edmonton, party's lone Alberta riding. Edmonton-Strathcona is the lone riding for the federal NDP",2019-08-25,0
67,CBC,Government says new Victoria micro-apartments will help with middle-income housing crisis. Housing advocates say the project still doesn't address the growing need for middle-income family housing,2019-08-21,1
68,CBC,"Home sales climb higher in July, Canadian Real Estate Association reports. Sales up in most large markets, including Calgary, Edmonton, Toronto, Montreal, B.C. Lower Mainland",2019-08-15,1
69,CBC,"You aren't allowed to live in your RV year round, regional district warns. People are doing things like installing wood-burning stoves ... they're really moving in'",2019-08-15,0
70,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Canfor soars 70% on billionaire Jim Pattison’s bid to take it private. Already owns about 51 per cent of Canfor's shares,2019-08-12,0
71,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Canadian housing starts decline 9.6% in July on multi-unit drop. But 'residential construction activity remains rock solid,' BMO economist says",2019-08-09,-1
72,CBC,"Hot housing market in K-W matched hot temperatures in July, realtors say. Townhouse sales saw a particularly sharp increase of 45.1 per cent over July 2018",2019-08-07,1
73,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Toronto home sales jump 24%, prices climb amid housing supply crunch. The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment",2019-08-06,1
74,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","With the Bank of Canada on hold, watch our $2.19 trillion household debt load grow. Spending on big ticket items is about to resume, says strategist",2019-07-26,0
75,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Royal Bank CEO says housing market now ‘well-balanced’ but stress test could be tweaked. ‘I wouldn't want to see some markets cool a lot more than they have’,2019-07-25,0
76,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Royal Bank CEO says housing market now ‘well-balanced’ but stress test could be tweaked. ‘I wouldn't want to see some markets cool a lot more than they have’,2019-07-25,0
77,CBC,"THC slushies, pirate radio and the cannabis-driven boom in a Mohawk community. Renovation and construction dot Tyendinaga Mohawk Territory in Ontario, much of it fuelled by marijuana",2019-07-21,0
78,CBC,It's been 2 years since the B.C. NDP formed government. How is it faring?. Housing policies have been aggressive and climate change is a let-down to voters,2019-07-19,0
79,CBC,Canadian and U.S. economies are converging but danger lurks: Don Pittis. Poloz and Wilkins warn that markets overestimate the power of a rate-cut quick fix,2019-07-11,-1
80,CBC,Stratford accepting applications for affordable housing project. 35 units will available priced at 80 per cent of the local average market rent,2019-07-06,1
81,CBC,"Anti-poverty group wants vacant downtown properties turned into affordable housing. Mayor John Tory says 11 sites already identified for conversion to affordable housing, report coming this fall",2019-07-04,1
82,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Oxford Properties Group is planning one of Canada's biggest real estate projects in Toronto. Plans call for two office towers, of 58 and 48 stories, about 800 rental apartments across two buildings and 200,000 square feet for retail",2019-06-26,1
83,CBC,"We're anxious to get it in the ground': Pipe yards fill ahead of federal decision on Trans Mountain expansion. Trains, trucks deliver pipes to Alberta and B.C. for delayed pipeline project",2019-06-17,0
84,CBC,"As Montreal families desperately hunt for affordable housing, advocates warn of looming crisis. New rules for developers will come into effect in 2 years, but new homes can't be built fast enough for some",2019-06-15,1
85,CBC,"Why Canadians find saving so hard — and how to get better at it ASAP. A new study says we’re particularly bad at saving, so we enlisted an expert for help",2019-06-12,0
86,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Another misstep as B.C. fails to prove this tycoon's idyllic estate was bought with embezzled money. Salt Spring Island laundering claim by B.C. government had tenuous link to the Indian owner, who had purchased years before alleged crime",2019-06-10,-1
87,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Three reasons Canadians will feel the pain of the next recession more than Americans. Signs that financial strains are higher here in Canada,2019-06-10,0
88,CBC,Metro Vancouver housing sales remain sluggish in May. Latest report shows property sales 23 per cent below 10-year average,2019-06-05,-1
89,CBC,"New parking fees come into effect this weekend on Granville Island. Parking during peak times will cost $3 an hour during the summer, $2 an hour the rest of the year",2019-06-01,0
90,CBC,Why the Fiat Chrysler-Renault merger proposal is more shotgun wedding than fairy-tale romance. Newsletter: A closer look at the day's most notable stories,2019-05-27,0
91,CBC,"Homebuyers escape high housing costs by relocating to secondary cities. Move to towns near secondary cities is growing in popularity, real estate agents say",2019-05-26,1
92,CBC,"Housing bill threatens funds for parks and rec, city fears. Bill 108 meant to spur new homes, but Ottawa sees 'one-size-fits-all' solution",2019-05-24,0
93,CBC,"Thousands join effort to stop international student from being deported for 'working too hard,' he says. Jobandeep Singh Sandhu says he had no choice but to work extra hours to pay for his program",2019-05-24,0
94,CBC,"How the city of Cambridge hopes to pay for more affordable housing. Current wait times for affordable units are lengthy, says Housing Cambridge GM",2019-05-21,1
95,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Vancouver’s dirty money figures: The smoking gun that wasn’t. A closer reading of the studies show there's little hard evidence of actual money laundering, and even then, the amounts could be much smaller",2019-05-16,1
96,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","How Vancouver became the world’s 'laundromat for foreign organized crime’. From Vancouver penthouses to Whistler chalets, $7 billion in dirty money was funnelled through the province last year",2019-05-10,-1
97,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Toronto housing market starts buying season with a bang, sales up 17%. Average selling price climbs 1.9% to $820,148",2019-05-06,1
98,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Canada’s economy unexpectedly shrinks as resource sector stalls. Falling resource production was the main culprit, with the mining and oil and gas sector down 1.6% — its sixth consecutive drop",2019-04-30,0
99,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Trump hails America’s blockbuster GDP growth — 'far higher than the high expectations'. But underlying demand was weaker than the headline number,2019-04-26,0
100,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","In Vancouver, college kids live like kings in empty mansions: Stories from a real estate market in upheaval. It's a new world for Vancouver's housing market, where Chinese investors are decamping and low-ball offers are the norm",2019-04-16,-1
101,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","No quick exit to our economy’s slow patch seen as today's retail sales and inflation numbers disappoint. Retail sales were the big disappointment, underscoring a broader trend of slowing consumption by households",2019-03-22,-1
102,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Trudeau's new housing measures could end up crushing sales in an already depressed market. Help for first-time homebuyers doesn't come into effect until the fall, meaning some might hold off on jumping into real estate until they can take advantage",2019-03-21,-1
103,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Why central banks — including Canada's — are finding it so hard to get interest rates back to 'normal' territory. Bank of Canada Governor Stephen Poloz acknowledges he's getting heat over higher borrowing costs from Canadians themselves,2019-03-14,0
104,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Manulife zeroes in on Canada's rich as it looks to grab a bigger slice of growing wealth industry. Manulife plans to more than double assets in its wealth unit and hire five new portfolio managers,2019-02-21,0
105,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Montreal poised to overtake Vancouver as Canada’s second largest housing market. January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers,2019-02-19,1
106,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Mortgage growth, the bread and butter of Canadian banks, has shrunk to 17-year low. Investors urged to ‘recalibrate’ their expectations to what is arguably one of the most important trends in the industry in years",2019-02-05,-1
107,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Doug Ford’s fix for Toronto's housing crisis is easy: Just build more homes. Supply side measures that include removing red tape to get more homes built more quickly are seen as a better way to get the affordability in check,2019-01-28,-1
108,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",More people are going broke in Canada as interest rates rise. It's a worrying sign for an economy that has relied so heavily on consumer spending and the housing market to drive growth,2019-01-08,-1
109,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Canadian stocks just suffered the worst year in a decade, but analysts say the future looks brighter. Many Canadian equity strategists are predicting double-digit gains for 2019",2019-01-02,0
110,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Trump renews attacks on Federal Reserve, calls it the U.S. economy's 'only problem'. U.S. stocks fell back toward their session lows after Trump's outburst, with the S&P 500 Index on track to close at a 19-month low",2018-12-24,0
111,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,-1
112,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Toronto housing sales fall the most in eight months, but prices stay steady. New listings down 26%",2018-12-05,-1
113,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Mortgage rules now 'overkill' that are hitting millennials particularly hard, home builders say. Canada's home builders are urging the federal government to relax the mortgage rules that have succeeded in cooling the housing market",2018-11-30,-1
114,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Sidewalk Labs' latest pitch to win over skeptical Toronto: Help for housing gridlock. 'We're making an unprecedented commitment here to below-market housing. Our approach here ensures a truly mixed-income community,' exec says",2018-11-30,-1
115,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Millennials are no different from their baby boomer parents — they're just poorer. A Federal Reserve paper says there's little evidence millennials have different tastes when it comes to what they spend their money on,2018-11-29,-1
