,title_desc,publishedAt,title_desc_sent_1
71,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear. Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever",2019-08-26,-1
102,"Norway deals a blow to an oil industry that's quickly losing friends. The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors.",2019-03-08,-1
39,Canfor privatization deal called off after failing to win shareholder support. Jim Pattison Group's $16-per-share offer had just 45% support from lumber producer's minority shareholders,2019-12-17,-1
106,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,-1
106,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,-1
93,"U.S. Congress launches antitrust probe into big tech companies. Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall",2019-06-04,-1
84,"CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing. Company cautions consumers to expect shortages, analyst warns of financial impact",2019-07-08,-1
51,"CIBC’s 'day late and a dollar short' missteps turn investors off. Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years",2019-11-19,-1
21,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024",2020-03-02,0
94,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here. From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it",2019-06-04,0
7,"How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19. From food and drink to working out, nearly everything has changed because of the pandemic",2020-04-21,0
74,OPINION | Greens' climate plan adds up to Mission: Improbable. Kicking the tires on the federal party's new energy and environment plan,2019-08-12,0
85,SaskEnergy to launch rebate program for high-efficiency furnaces. Crown corporation's annual report released Thursday,2019-07-04,0
17,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,0
21,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024",2020-03-02,0
13,What's happened in Canada since WHO declared COVID-19 a pandemic. Canada had more than 100 confirmed cases on March 11 when pandemic declared,2020-04-11,0
77,Rising Vanier house prices spark gentrification fears. Average selling price of a home has risen 11% in last 12 months,2019-08-08,0
49,"Old stock exchange buildings are being turned into swanky hotels. Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York.",2019-11-27,0
49,"Old stock exchange buildings are being turned into swanky hotels. Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York.",2019-11-27,0
95,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power",2019-05-29,0
63,Peter Mansbridge on the federal election and his new CBC documentary. The veteran CBC News correspondent took calls from Checkup listeners,2019-09-30,0
2,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19. PM promises help for long-term care facilities after pandemic exposed vulnerabilities,2020-05-13,0
95,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power",2019-05-29,0
24,TSX ready for opening bell after early close yesterday over technical issue. Heavy selling may have contributed to the technical problem,2020-02-28,0
38,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,0
98,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’",2019-04-15,0
95,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power",2019-05-29,0
86,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,0
41,The small change that meant big losses for lobstermen. Americans upped the minimum allowable size of lobster for import in 1989,2019-12-13,0
29,"As China deaths hit 722, WHO warns of global shortage of coronavirus protective equipment. UN agency has been sending testing kits, masks, gloves, respirators and gowns",2020-02-08,0
98,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’",2019-04-15,0
17,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,0
75,"'The genie is out of the bottle': Gold is having its best week in 3 years after breaching $1,500. Gold has risen 4.3 per cent this week, the largest increase since April 2016",2019-08-09,0
35,"U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit. Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up",2020-01-09,0
38,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,0
86,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,0
54,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot",2019-11-06,0
117,"The world's worst stock market is still not cheap enough to buy. For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market.",2018-10-03,0
103,"Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing. Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere",2019-02-20,0
79,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices",2019-07-31,0
43,"Saudi Aramco overtakes Microsoft, Apple in debut to hit market value of $1.88 trillion. World's most valuable listed company",2019-12-10,0
7,"How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19. From food and drink to working out, nearly everything has changed because of the pandemic",2020-04-21,0
14,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,0
86,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,0
24,TSX ready for opening bell after early close yesterday over technical issue. Heavy selling may have contributed to the technical problem,2020-02-28,0
100,"Saudi Aramco to buy $69 billion Sabic stake in biggest ever Middle East deal. Aramco plans to invest US$500 billion over the next decade, and much of that will be on refineries and chemical plants",2019-03-27,0
69,European Central Bank introduces aggressive stimulus package to revive ailing economy. Chief Mario Draghi pledge indefinite stimulus Thursday,2019-09-12,0
17,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,0
91,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,0
21,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024",2020-03-02,0
101,"Levi’s IPO shows denim is back in the war against yoga pants. Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game.",2019-03-11,0
78,"Chinese yuan falls to 11-year low amid trade tensions. After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs",2019-08-05,0
54,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot",2019-11-06,0
34,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'",2020-01-16,0
91,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,0
67,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
107,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
46,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations,2019-12-03,1
83,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,1
67,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
46,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations,2019-12-03,1
46,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations,2019-12-03,1
33,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in",2020-01-17,1
83,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,1
9,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,1
53,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,1
61,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
114,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,1
53,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,1
22,TSX snaps six-day losing streak as global stocks rally on central bank hopes. Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday,2020-03-02,1
61,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
61,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
99,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,1
50,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,1
52,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,1
107,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
107,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
61,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
9,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,1
25,Scotiabank profit tops estimates in revival of capital markets. Net income rises 3.5 per cent to $2.33 billion,2020-02-25,1
67,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
8,"Shopify pushes past TD to become Canada's second-biggest stock. Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark",2020-04-20,1
67,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
87,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,1
33,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in",2020-01-17,1
37,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,1
87,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,1
8,"Shopify pushes past TD to become Canada's second-biggest stock. Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark",2020-04-20,1
53,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,1
107,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
67,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains,2019-09-20,1
61,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,1
83,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,1
107,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,1
9,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,1
37,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,1
99,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,1
33,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in",2020-01-17,1
87,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,1
83,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,1
33,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in",2020-01-17,1
53,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,1
