,source,author,title,description,title_desc_sent_1,sent_1_note,title_desc_sent_2,sent_2_note,publishedAt,url,urlToImage,content
94,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Luke Kawa and Doug Alexander,David Rosenberg leaving Gluskin Sheff to start his own research firm,"Rosenberg is starting his own independent consulting firm, Rosenberg Research and Associates",,,0,,2019-11-19,https://business.financialpost.com/investing/david-rosenberg-to-leave-gluskin-sheff-to-start-research-firm,https://financialpostcom.files.wordpress.com/2019/11/david-rosenberg.jpg,"David Rosenberg is leaving Gluskin Sheff after more than a decade to start up his own independent consulting firm, Rosenberg Research and Associates Inc.Rosenberg frequently appears on financial media to discuss markets and the economy, offering commentary that typically comes with a bearish tinge. He’s also well known for his daily “Breakfast with Dave” morning note, which is widely read on Wall Street, Bay Street, and outside North America.“David is looking forward to focusing all of his time and efforts to providing independent, unique macro and market research, as well as actionable investment advice, to his clients,” according to the Toronto-based firm’s new website.Rosenberg, reached by telephone, declined to comment. Calls to Gluskin Sheff and parent company Onex Corp., weren’t immediately returned.Prior to his time at Gluskin Sheff, Rosenberg worked at Merrill Lynch, which was acquired by Bank of America during the financial crisis. Rosenberg rose to prominence by having warned of the dangers posed by a U.S. housing bubble in 2005, which proved prescient when the ensuing bust landed. However, he stayed bearish long after the Great Recession had ended, with calls for a double-dip recession that failed to materialize. He began to turn more constructive on North American economies around the middle of 2012, but his stint as an optimist proved fleeting.In October, he ascribed 80 per cent odds to a Canadian recession within the coming year, and recently penned an op-ed in which he declared the global macroeconomic fundamentals “very poor.”Onex, Canada’s biggest private-equity firm founded by billionaire Gerry Schwartz, bought Gluskin Sheff in June for about $445 million (US$330 million) and took the company private.The chief economist and strategist will begin publication in the first quarter of next year and will write under the Gluskin Sheff banner until the transition is complete, according to his test web page. In addition to his current publications, there will be new offerings and a wider choice of services for investors.Bloomberg.com"
98,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Natalie Obiko Pearson,Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog,British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021,,,-1,,2019-11-12,https://business.financialpost.com/real-estate/crackdown-on-dirty-money-in-vancouver-real-estate-continues-with-creation-of-new-watchdog?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/11/vancouver.jpg,"British Columbia plans to create a single real estate regulator to better combat money-laundering in markets like Vancouver, where the government says dirty money has helped drive up housing prices.The provincial government intends to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by the spring of 2021, the Ministry of Finance said Tuesday.The plan would bring real estate regulation — including licensing — under the purview of the B.C. Financial Services Authority, which currently regulates mortgage brokers, private pension plans and financial institutions. Having a single regulator for those areas will streamline investigations and enforcement, according to the government.British Columbia has led Canada’s charge against spiralling home costs, introducing new taxes and policies to restrict foreign investment and speculation. In 2016, it ended self-regulation of the real estate industry after a scandal involving “shadow flipping,” where brokers earn multiple commissions by helping properties trade hands repeatedly before a deal closes, inflating prices. The province also is set to become the world’s first jurisdiction to expose hidden property owners next year when it creates a searchable, public registry of who controls the trusts and anonymous corporations that own land.Vancouver, in particular, has come under scrutiny after the government revealed that casinos had been accepting millions of dollars in questionable cash from gamblers for years. The Pacific Coast city is one the continent’s most unaffordable housing markets after prices more than doubled in a decade.Premier John Horgan’s government has partly blamed dirty money, issuing a government-funded report earlier this year that claimed more than $7 billion (US$5.3 billion) was washed through the province in a year. Questions remain about those figures, which were derived from economic modelling, not hard evidence. Horgan has launched a public inquiry to investigate the extent to which money laundering has driven up real estate in the province, and an interim report is due in November 2020.Bloomberg.com"
101,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Divya Balji,"If you thought Toronto real estate was the best way to get rich, you'd be wrong — stocks have done better",Investors who bet on the equity version of real estate see massive returns,,,1,,2019-11-07,https://business.financialpost.com/real-estate/toronto-property-investors-take-note-stocks-performed-better,https://financialpostcom.files.wordpress.com/2019/11/toronto.jpg,"Getting in on the ground floor of Toronto’s housing boom has been seen as a sure-fire road to riches over the past decade. Buying stocks would have been a better bet.Canada’s S&P/TSX Composite Index has returned 157 per cent, including dividends, since the end of 2008 as the economy chugged along, jobs creation surged and corporate profits rose. Despite hogging all the headlines, prices of residential property in Canada’s most populous city trailed that with a 127 per cent increase, according to the Teranet-National Bank Home Price Index.It’s clear either of those investments have delivered a tidy return but there’s one group of investors who have done exponentially better: those who bet on the equity version of real estate.The S&P/TSX Capped REIT Index has risen 354 per cent, dividends included, since the end of 2008 and the S&P/TSX Composite Real Estate Index, made up of real estate income trusts and other companies in the industry gained 262 per cent.“You don’t have to worry about things like actual maintenance and keeping the property lease up,” said Jenny Ma, an analyst at BMO Capital Markets. “And also you get the diversification of many properties, across different markets and potentially across different asset types as well.”Liquidity is also key. “You buy and sell REITs like you do any stock on the exchange rather than actually buying and selling properties themselves, which take a lot more time and also have a lot of transaction costs involved,” Ma said.To be sure, investing in Canada’s stock market has had its ups and downs with concerns surrounding global economic growth, the U.S.-China trade war and the boom (and bust) of commodity prices.So which investment is more risky?“Stocks likely have more short-term volatility than home prices, but home prices may be a bit more vulnerable to change in tastes, as well as prolonged periods of under-performance,” said Douglas Porter, chief economist at Bank of Montreal, adding real estate is clearly a less liquid market.Holding costs are much higher in the world of real estate when you add in property taxes, maintenance costs and other expenses. Meanwhile fees are being reduced or eliminated for many stock-market products.“Overall, it’s actually quite difficult to properly evaluate real estate returns to equity market returns. And, of course, even then, there’s the issue that you can’t live in your equity portfolio,” Porter said.Bloomberg.com"
110,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Kevin Orland and Chris Fournier,From binge to bust: A Canadian oil town lines up at the food bank,Fort McMurray has become a showcase for the debt troubles many Canadians are facing,,,-1,,2019-10-11,https://business.financialpost.com/commodities/energy/from-binge-to-bust-a-canadian-oil-town-lines-up-at-the-food-bank,https://financialpostcom.files.wordpress.com/2019/10/food-bank.jpg,"Dan Edwards watched Fort McMurray, Alberta, turn into the insolvency capital of Canada from a brown brick warehouse on King Street, home to the Wood Buffalo Food Bank.Ten years ago, about 2,000 people came by every month for jars of peanut butter and cans of soup. Now, he and his staff help feed four times that. Before, the clientele was mostly folks struggling to pay rents that shot up during the oil boom. Today, it’s often men and women who were living high before the bust. Sometimes, they pull up in shiny pickups purchased just a year or two ago.“You never know who’s going to walk through your door,” said Edwards, the food bank’s director. “Individuals that have degrees and education and skills — but the jobs just aren’t what they were.”Once the booming heart of the country’s energy industry, the little city of 75,000 in northeastern Alberta has become a showcase for the debt troubles many Canadians are facing. Fat paycheques and generous overtime earlier this decade fuelled big spending on customized pickups and million-dollar homes. With work drying up, the bill has come due.Consumer insolvency filings in the Fort McMurray district climbed 39 per cent in 2018, the largest percentage increase in Canada, federal data show. Claims against property, the first step in the foreclosure process, surged almost tenfold over the past three years, according to court records. The city’s 90-day delinquency rate on non-mortgage loans climbed to 1.75 per cent in the second quarter, compared with 1.12 per cent nationally, according to Equifax Canada.The five-year slump that’s cut oil prices in half since 2014 has been a driver in the bust. What piled on the pain was a crippling shortage of pipelines out of the McMurray Formation, a massive reserve of crude-laden oilsands. Plans for new lines have been squelched or stalled by court challenges from an array of opponents, including U.S. activists who view the oilsands as a “carbon bomb” that will one day unleash a climate catastrophe.Stewardship of the energy industry has become a central issue of Canada’s federal election later this month. The Conservative Party has portrayed itself as a champion of the sector and pledges to remove regulations Prime Minister Justin Trudeau implemented. The Liberals, meanwhile, are trying to strike a balance between developing Alberta’s energy resources and making Canada a leader in combating climate change.In May, after five years at Suncor Energy Inc.’s Fort Hills oilsands mine, Steve Richardson was let go, like many others in the industry.Richardson earned around six figures most years as a heavy equipment operator. For about 10 months, he commuted from Vancouver Island in British Columbia, with Suncor paying for most of his flights and putting him up in a camp near the work site. He’d dig trenches for 14 days, then go home for seven.After the travel reimbursements stopped, he moved his family to a small town about a seven-hour drive from Fort Mac, so he could keep the job. Now he’s doing short-term work and making economies where he can, such as cancelling his family’s cable subscription.“I spend a lot of time wondering what the next job is going to be,” Richardson, 42, said. He’s thankful he resisted buying boats or taking vacations on credit, as many of his friends did. “I never got into all the toys. I’m kind of fortunate that way, that I didn’t have to sell everything off like some other people. I’ve seen a lot of that. It’s like a fire sale.”The energy business has long been core to the local economy. Commercial production got off the ground in the 1940s, but the oil was always a devil to recover. It’s mired in a sludge that has to be tediously pumped out or strip-mined in open pits. Either way, the process is technologically challenging.The potential, though, is staggering. With 165.4 billion barrels, these oilsands are the world’s third-largest proven reserve, trailing only those in Venezuela and Saudi Arabia. As oil prices were climbing from 2004 to 2014, the industry invested $210.1 billion (US$157.7 billion), more than last year’s combined total capital spending by all of the companies in the Dow Jones Industrial Average.Over those 10 years, oilsands output more than doubled, to 2.2 million barrels a day. Canada shot up from the world’s eighth-largest oil-producing nation to the fifth-largest, overtaking Iran, Mexico and Norway.It was a heady time.Tax revenue and corporate sponsorships paid for a revamp of the Fort McMurray International Airport, improvements to schools, top-notch hockey facilities and a gleaming new recreation centre, where Carrie Underwood was a recent headliner.The city’s population doubled as workers crowded in from around the country, sending rents and home prices surging and prompting a cascade of typical boomtown challenges, from crazy traffic to crowded schools. Companies, desperate for labour, threw six-figure salaries at low-skill jobs and covered commuting costs for roughnecks and people from as far away as Canada’s Atlantic Coast. Median annual household incomes more than doubled from 2001 to 2011, to about $181,000.Then oil prices tanked. The pipeline plans stalled. International giants, including Royal Dutch Shell Plc, ConocoPhillips and Total SA sold off their major oilsands assets. Capital investments are on track to decline for a fifth straight year to an estimated $12 billion this year, about one-third of the 2014 level, according to the Canadian Association of Petroleum Producers.Several operators — Suncor, Canadian Natural Resources Ltd., Cenovus Energy Inc. and a few others — are still active and generally profitable. But they’ve managed that by cutting costs, including, of course, that of labour.“People aren’t getting the overtime that they used to get, or they’re not getting any overtime at all,” said Sandra Landry, an insolvency trustee at MNP Ltd.If things weren’t bad enough when oil bottomed around US$26 a barrel in early 2016, the largest wildfire in recent history swept through the Fort Mac area that May. It forced the evacuation of more than 80,000 people, destroyed almost 2,000 homes and caused about $3.7 billion in insured losses, making it the country’s costliest natural disaster.“The housing market is down, there’s the economic downturn and there’s still the recovery from the fire,” said Don Scott, mayor of the Regional Municipality of Wood Buffalo, which includes Fort McMurray. Home prices remain 44 per cent below the recent peak.Sean O’Byrne moved to Fort Mac from Grande Prairie, Alberta, after the fire to open a branch of a friend’s siding business to repair damaged houses. That work dried up in November. Now he’s selling cars, making far less than the $1,000 a day he could rake in with the siding business; customers at the General Motors dealership are no longer trading in for new models every two years. He and his wife have cut back on travel and moved to a cheaper apartment closer to their children’s school, saving $900 in rent, he said while sipping coffee in a Tim Hortons doughnut shop facing a forested area, where charred trees stick out among new growth.“People aren’t spending money like they used to,” he said.They likely won’t be in the near future. There are only a few projects on the horizon that would create many new jobs. Teck Resources Ltd.’s proposed $20-billion Frontier mine is in the early stages of the regulatory-approval process. Imperial Oil Ltd., a subsidiary of Exxon Mobil Corp., has put its long-planned $2.6-billion Aspen mine on hold, waiting to see if the pipeline situation improves.There aren’t many bets being laid that it will. More than a few folks would rather it not. Since the frenzy died down, traffic has returned to normal, in part because the oil money helped build a new bridge, over the Athabasca river. The unemployment rate, which skyrocketed to around 10 per cent in 2016, has settled down to 6.3 per cent mostly a function of workers decamping for more promising prospects.“That massive boom and gold-rush mentality that took place — I would rather not relive that,” said Alex Pourbaix, chief executive officer of Cenovus, adding the entire industry has learned the benefits of measured growth.These days, the company will only consider expansion projects that will be profitable with the benchmark U.S. oil price at US$45 a barrel, about US$10 less than the current level. Some oilsands projects undertaken a decade ago required US$100 a barrel to break even.John Hickey is also content with the slowdown. A mechanic who works on used oil-industry vehicles, he lost his house in the wildfire. Two years ago, a builder quoted him $500,000. The offers keep moving down, and he’s waiting for one to get to $200,000 or so before going ahead.In the meantime, he’s sharing a one-bedroom condo with a friend, sleeping in a tent in the living room to give himself a bit of privacy. He still has work and has always lived within his means, a lesson for places like Fort Mac that can see the money go as quickly as it came, he said.Too many, he said, “made a lifestyle based on an economy that wasn’t sustainable.”Bloomberg.com"
112,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Doug Alexander and Natalie Wong,Liberals face tough battle over wallets in key part of Ontario that will decide Trudeau's fate,The sprawling suburbs around Toronto the Liberals swept in 2015 are turning to the Conservatives as the cost of living soars,,,1,,2019-10-09,https://business.financialpost.com/news/election-2019/trudeaus-liberals-face-battle-over-wallets-in-canadas-ohio?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/10/trudeau-1.jpg,"Justin Trudeau’s Liberals swept to power in 2015 on a surge of support from suburban Toronto voters such as Sohaila Khoda, an Iranian-Canadian who was once a fan of the Canadian prime minister. Four years later, she’s considering his rival.“We’re getting to the time that we have to go Conservative,” Khoda said after attending a boisterous all-candidates debate at a community centre in Richmond Hill, Ontario, a city just north of Toronto. “The Liberals are going to lose seats.”Like Ohio in the U.S., the sprawling suburbs around Toronto will likely dictate who will win the Oct. 21 election. After sweeping the diverse, immigrant-rich region four years ago, the Liberals are facing a difficult battle against Conservative Party led by Andrew Scheer in the bellwether region known for its 905 area code.While polls tip Trudeau to win the most seats, his party is riding neck and neck with the Conservatives in the popular vote. If the Liberals sink to a minority government, or lose the election, chances are it will be because Trudeau lost support in this key area over his handling of foreign policy issues such as Iran and China, and the soaring cost of living.Khoda came to the evening debate seeking answers from Liberal incumbent Majid Jowhari on his position of resuming ties with Iran — a country she fled 33 years ago — even though she has made her choice. The Liberals’ views on Iran, and “upsetting” efforts dealing with the U.S. on trade, led her to switch support to Conservative candidate Costas Menegakis.Others packing the gym suggest a close two-way battle between the Liberals and Conservatives in a riding pollsters say favours the incumbents.“I think Majid Jowhari has a good chance,” said Mohammad Mahmoudzadeh, 66, chairman of a local construction firm, though he no longer expects the Liberals to win a majority government.The Richmond Hill riding has about 110,000 people with a median total household income of $73,563 (US$55,245), similar to Ontario’s provincial average. Three out of every five people here are immigrants, of which 72 per cent are from Asia — led by China, Iran and Hong Kong, according to the country’s statistics agency. Almost two thirds of the population view themselves as “first generation” Canadians.Richmond Hill is one of 25 ridings in the 905 that includes the cities of Mississauga, Brampton, Vaughan and Markham. They’re family-oriented communities whose homeowners carry large mortgages, leaving little left over for spending elsewhere and often commute to Toronto for work, where lack of public transit is a perennial complaint.“This is a community that’s been really hampered in its growth by the lack of a subway station,” said Karen Mortfield, executive director of the Richmond Hill Board of Trade, which hosted the debate. “That’s a big deal.”In 2015, the Liberals captured all of Toronto’s 25 ridings and all but three of the suburban districts, helping Trudeau win a majority government with 184 of the 338 seats in Parliament. But the seats often flip. In 2011, Stephen Harper’s Conservatives captured most of the suburbs and parts of Toronto to gain a majority. The two regions together make up 50 seats, accounting for 15 per cent of the entire country.“Since the early 1960s the suburban belt around Toronto has determined which party comes to power and whether it’s going to be a majority or minority,” Nelson Wiseman, a University of Toronto political science professor who specializes in Canadian politics, said in a phone interview. “And in this election, the Liberals are going to sustain significant losses — they might lose half of those seats.”Winning this region involves swinging votes by a couple percentage points and the Liberals are playing defence versus 2015, when Trudeau’s “Sunny Ways” mantra of hope appealed to Canadians wanting change after nearly a decade of Conservative rule, Wiseman said. He anticipates lower voter turnout this time, especially among younger Canadians, which favours the Conservatives since they tend to gain the older vote.The Liberals have 36 per cent support compared to 35 per cent for the Conservatives, while the New Democratic Party is third with 13 per cent, according to a Nanos Research survey published Wednesday by CTV News and the Globe and Mail. Seat projections compiled by Canadian Broadcasting Corp. put Trudeau on track to win in 153 districts, short of the 170 required for a majority.At Hillcrest Mall, one of Richmond Hill’s biggest shopping centres, voters were divided. For Soroush Yousefi, 23, voting Conservative is a no-brainer even though he backed Trudeau four years earlier. Scheer’s tax cuts and promises to boost the economy.“Back then, a lot of the things Trudeau promised seemed better, but since he’s been in power, everything has been going downhill,” said Yousefi, a sales associate, who points to the lofty cost of housing. “Everything just keeps getting more and more expensive and the jobs aren’t paying enough to keep up with your expenses.”A few stores away, employee Emma Hamilton said she’s probably voting Liberal.“I’ve been working 40 hours the entire summer each week just to save up for school so my biggest concern is everybody’s stance toward education and I don’t like the direction the Conservatives are going,” Hamilton, 20, said while closing shop after a late weeknight shift. “I feel like Trudeau’s all talk as well, so I’d like to vote NDP, but they never win.”No one at the mall or community centre took issue with Trudeau’s blackface controversy, photos of him in dark make up as a younger man, released earlier in the campaign.Even Richmond Hill’s mayor wouldn’t predict the outcome of the federal contest in his backyard during an Oct. 2 phone interview.“It’ll be very close and it might end up being a party where the two governments have to work together,” Mayor Dave Barrow said.Bloomberg.com"
44,Bloomberg News,Shelly Hagan and Erik Hertzberg,"From childcare to transit, Canadian voters are feeling pinched","Canada’s political party leaders are making affordability the central talking point of their election campaigns, rolling out targeted measures to alleviate the financial strain besetting voters.",,,0,,2019-10-04,https://www.bnnbloomberg.ca/from-childcare-to-transit-canadian-voters-are-feeling-pinched-1.1326491,,"Canada’s political party leaders are making affordability the central talking point of their election campaigns, rolling out targeted measures to alleviate the financial strain besetting voters. Though broad economic data show the nation’s economy is humming along, Canadians are still feeling tight on cash. The worsening global outlook and unprecedented policy uncertainty are adding to the apprehension. Liberal Leader Justin Trudeau and his main rival, Conservative Leader Andrew Scheer, along with the leaders of smaller parties are seeking to parlay that stress into votes as the clock winds down on the Oct. 21 election, by promising a slew of tax cuts and other measures to make life more affordable for Canadians. “Politicians are putting their finger on something, some form of financial anxiety about rising costs, or concerns about future rising costs, or future standard of living,” said Jennifer Robson, associate professor of political management at Carleton University in Ottawa. Here’s why consumers are feeling pinched.  It’s old news that owning a home in Canada’s biggest cities has become an almost impossible goal for much of the middle class. Skyrocketing prices in recent years pushed potential buyers to the sidelines. New mortgage lending rules, so-called stress tests introduced by federal regulators in 2017, put ownership even further out of reach for many. Toronto and Vancouver are easily Canada’s two main cities where residents are struggling to find an affordable place to live. The average selling price for a single family home in Vancouver was $1.51 million in September, and $1.1 million in Toronto. Renting in those cities is no easy feat either as low vacancy rates have pushed up prices for accommodation.  Elevated real estate prices are the main driver of the country’s record household debt ratios, now the highest in the Group of Seven. Buyers took out larger and larger mortgages as the housing market heated up, even as incomes failed to keep pace. As a result, household savings rates are hovering near the lowest in decades and the debt service ratio -- which measures the share of disposable income paid toward principal and interest -- climbed to a record in the second quarter.  While overall price inflation in Canada has been relatively benign, shoppers have experienced sticker shock on many basics. Prices for fruits and vegetables jumped as much as 60 per cent in the past decade, according to Statistics Canada. Childcare and tuition costs rose upwards of 35 per cent and public transit prices ballooned by 50 per cent.  To top it all off, wages after accounting for inflation have remained relatively flat, even as costs for rent and basic goods increased. A puzzle for many economists and policy makers is why unemployment is hovering near record lows, yet incomes are struggling to pick up. ‘Arms Race’ The financial pressure on Canadians isn’t likely to ease anytime soon, with the worldwide economic outlook dimming. The International Monetary Fund recently cut its projection for global growth this year to 3.2 per cent. A rate of 3.3 per cent or lower would be the weakest since 2009. Adding to the tension, many workers are worried about robots displacing jobs and the financial impact of an aging population. “That’s the emotional side of this issue that doesn’t show up in any CPI index or economic data,” said David Coletto, chief executive at Abacus Data. “It’s in the head and the parties are clearly recognizing that emotional side is important. It’s like an arms race right now in Canada to offer up who can save us the most money.”"
116,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Esteban Duarte,Home Capital gives Canada’s mortgage-backed market a boost,"Lender is considering issuing two residential mortgage-backed securities each year, helping to establish private RMBS market in Canada",,,1,,2019-09-24,https://business.financialpost.com/real-estate/mortgages/home-capital-gives-canadas-mortgage-backed-market-a-boost,https://financialpostcom.files.wordpress.com/2019/09/home-capital.jpg,"Home Capital Group Inc. plans to issue residential mortgage-backed securities regularly, a sign that Bank of Canada efforts to jump start the market are catching on.The Toronto-based mortgage lender is considering two RMBS deals a year, Chief Financial Officer Brad Kotush said after its unit Home Trust raised $425 million (US$320 million) in the first deal pooling non-prime Canadian home loans in 12 years, according to DBRS data.The terms were “competitive” compared with the rates the trust is paying its depositors, Kotush said in an interview Monday. “We’d like to come to the market probably twice a year.”The Bank of Canada is trying to encourage more RMBS as part of its efforts to curb taxpayer exposure to the housing market and the volume of uninsured home loans is surging.“By starting this sustainable program of RMBS issuance we may, with the support of other industry participants, help to establish a private RMBS market in Canada,” Kotush said in a statement.Home Trust priced the transaction earlier this month after Bank of America Corp. organized a roadshow. There hadn’t been a non-prime RMBS since Xceed Mortgage Trust in March 2007.Home Capital is turning to the securitization market at a time when it doesn’t have any senior unsecured bonds outstanding, said Kotush. The company, which came close to collapse in 2017, is focused on re-gaining its investment grade rating, he said. Home Trust is rated BB+ by S&P Global while Home Capital is rated BB-, both below investment grade.The alternative lender was bailed out by Warren Buffett’s Berkshire Hathaway Inc. after it was found by regulators to have improperly disclosed falsified home-loan applications and short-sellers targeted the stock. Berkshire has since cashed in as the stock has recovered, with its stake falling to about 4.7 per cent from 20 per cent, according to data compiled by Bloomberg.The shares closed up 3.4 per cent at $25.15 in Toronto, bringing gains to 75 per cent this year and making it the best-performing stock in the S&P/TSX Composite Financials Index.Home Capital priced the top rated securities with an expected average life of 2.38 years with a spread of 145 basis points over Canadian treasury bonds, Bloomberg data show. Equitable Bank, a lender rated at second-lowest investment grade priced three-year senior unsecured deposit notes on Monday at the same spread, according to people familiar with the matter.Bloomberg.com"
50,BNN Bloomberg,,Trudeau promises new speculation tax on foreign buyers if re-elected,"Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents.",,,-1,,2019-09-12,https://www.bnnbloomberg.ca/trudeau-promises-new-speculation-tax-on-foreign-buyers-if-re-elected-1.1315217,,"Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents. Trudeau said the one-per-cent annual levy would be modelled after the foreign buyers’ tax already in place in British Columbia. Ontario also implemented a similar tax under the previous provincial Liberal government. In the announcement made from Victoria, B.C. on Thursday, Trudeau also said he would increase the value of a qualifying home in certain markets for the First-Time Home Buyers Incentive that was implemented earlier this month. The cap on a qualifying home under the plan would increase to about $800,000 from $500,000 on homes in Toronto, Vancouver and Victoria if the Liberals win their re-election bid and would take effect in November. Trudeau’s announcement came one day after he officially triggered the election campaign."
119,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Theophilos Argitis,It's getting harder for the Bank of Canada to ignore the trade war,"In a policy statement due at 10 a.m., economists expect Poloz to underline his unease with the global trade outlook and signal a willingness to cut rates",,,0,,2019-09-04,https://business.financialpost.com/news/economy/bank-of-canada-interest-rate-decision-day-trade-war?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/09/poloz.jpg,"The Bank of Canada is expected to open the door further to interest rate cuts at a decision Wednesday, amid worries U.S.-China tensions will curb a relatively robust expansion at home.In a policy statement due at 10 a.m. that’s likely to keep benchmark rates unchanged at 1.75 per cent for now, economists expect Governor Stephen Poloz will underline his unease with the global trade outlook and signal a greater willingness to join the Federal Reserve and other central banks in cutting borrowing costs, as early as next month.The case for cheaper money isn’t as compelling in Canada as it is elsewhere. A strong run of economic data affords policy makers opportunity to resist — as they have so far — the dovish turn in global policy. But escalating tensions between China and the U.S., and their spillover into Canada, are getting tougher to overlook, particularly given how they’ve already become a major reason behind global factory weakness.“The truth of the matter is, if you go back really over the last month and a half, the domestic picture hasn’t change in Canada,” said Mark Chandler, head of fixed-income research at Royal Bank of Canada, who sees a rate cut in January. “Trade risks have increased but we really don’t know at this stage to what degree they’ve altered the outlook for the bank.”Complicating matters is that the Bank of Canada hasn’t made any public comments since its last rate decision on July 10. Wednesday’s decision is a statement-only affair. The next day, Deputy Governor Lawrence Schembri will give a speech in Halifax to provide more details on the central bank’s deliberations around the decision.Swaps trading suggests investors are fully pricing in a cut by December, with strong odds of a second by this time next year. Odds for a rate cut on Wednesday are less than 10 per cent.Even two cuts over the next 12 months would still leave Canada with the highest policy rate among advanced economies — raising the question of whether the domestic outlook truly justifies the northern nation’s outlier status.While Canada’s expansion is hardly remarkable, it stands out by virtue of having largely weathered the recent global slowdown. After a sluggish start to the year, growth in Canada accelerated to a strong 3.7 per cent annualized pace in the second quarter, giving it a very decent 2.1 per cent performance for the first half.Canada’s housing market, meanwhile, is recovering; inflation is at target; and wage gains are accelerating. The Canadian data are hardly screaming rate cut.Nor are forecasts overly gloomy.Economists, including those at the central bank, continue to see growth averaging more than 1.5% in the foreseeable future, which outside of the U.S. is as good as it gets in the Group of Seven.Of course, the Bank of Canada could mark down its forecasts for exports and investment, and the second-quarter GDP numbers also raised concerns about the underlying strength of consumption. But without a global recession, the base case will continue to call for half-decent growth, tempering the need for rate cuts.Yet, the one thing Poloz has practiced as governor is a reluctance to put too much weight on base case projections. He adopted a risk management framework in 2013 — well before Fed Chairman Jerome Powell — that essentially moved the focus away from pinpoint forecasts to thinking about what could produce unexpected deviations. It’s a play-it-safe strategy.When conditions were calling for rates to go up, risk management took the form of hyper data dependency. Policy makers were worried that more expensive credit could trigger an unwanted downturn so they were willing to go slow with hikes, waiting for the data to reaffirm their analysis.Now, with downside risks at the forefront and conditions suggesting cuts are in order, waiting may no longer be the best type of risk management strategy. Which is why Poloz, in the middle of the oil price shock in 2015, cut interest rates at the time. He called it an insurance cut, much like Powell’s rationale for the Fed’s last move.Bloomberg.com"
122,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Kevin Orland,Canfor soars 70% on billionaire Jim Pattison’s bid to take it private,Already owns about 51 per cent of Canfor's shares,,,0,,2019-08-12,https://business.financialpost.com/commodities/agriculture/great-pacific-offers-to-take-canfor-corp-private-at-c16-a-share,https://financialpostcom.files.wordpress.com/2019/08/jim-pattison.jpg,"Canadian billionaire Jim Pattison — whose conglomerate owns businesses including supermarkets, fisheries and billboards — offered to take lumber producer Canfor Corp. private for about $981.6 million.Pattison’s Great Pacific Capital Corp., which already owns 51 per cent of Canfor, proposed on Sunday to buy out the remaining shares for $16 apiece, an 82 per cent premium to the stock’s closing price on Friday. Vancouver-based Canfor said it has formed a special committee of independent directors to review the offer.Canfor shares soared 72 per cent to $15.12 Monday.The deal would give 90-year-old Pattison, who’s sometimes referred to as Canada’s Warren Buffett, full control over the maker of lumber, plywood, pulp and paper. The offer comes amid a slump in Canfor’s shares, which have plunged 69 per cent during the past 12 months as the U.S. housing market slowed.The deal — which values the entire company at about $2 billion, based on 125.2 million shares outstanding — would require the holders of two-thirds of the stock to approve a special resolution, Great Pacific said.Bloomberg.com"
