,source,title_desc,publishedAt
40,CBC,Markets continue rebound from post-Brexit shock. Benchmark Toronto stock index regains almost 347 points in two days,2016-06-29
41,CBC,Markets continue rebound from post-Brexit shock. Benchmark Toronto stock index regains almost 347 points in two days,2016-06-29
42,CBC,"Biggest marijuana ETF on TSX adds 9 new cannabis companies, including Tilray. Horizons ETF now has 49 different companies in it",2018-09-26
43,CBC,"S&P/TSX composite index hits record closing high. Benchmark Index closed up 104.42 points at 16,420.95 on Wednesday",2018-06-20
44,CBC,"Canadian dollar at 73 cents US amid hopes for oil output freeze. Uncertainty remains over Saudi deal for oil production cap, but investors hopeful",2016-02-17
45,CBC,"Canadian dollar moves above 71 cents as oil recovers. TSX has 3 days of gains, but is still down 3% on the year",2016-01-28
46,CBC,Canadian dollar up more than a penny after uptick in oil prices. Stocks shake off downturn in Asia with TSX and Dow moving higher,2016-01-26
47,CBC,TSX drops on dismal oil forecast. Markets await impact of end of Fed's bond-buying program,2014-10-28
48,CBC,"Stock markets fall after APEC summit highlights China-U.S. trade tension. Plunging tech stocks pull Dow down 1.9%, with TSX falling over energy woes",2018-11-19
49,CBC,"Global stocks beat 2008 highs, TSX lags behind. Stocks in Germany, Japan hit record highs while Toronto's gains more muted",2013-11-28
50,CBC,"'Hardware failure' caused TSX shutdown, trading to resume Monday as usual. Technical issues weren't caused by cybersecurity attack, operator of exchanges says ",2018-04-28
51,CBC,"TSX up on strong bank results, Dow sets record. Canadian dollar rises above 80 cents as oil moves higher",2015-02-25
52,CBC,TSX gains 30.7% in 2009. Biggest 1-year advance in 26 years,2009-12-31
53,CBC,"TSX posts best day in 6 months despite pullback in cannabis shares. S&P/TSX composite index closes up 170.27 points, Canadian dollar trades higher",2018-10-16
54,CBC,TSX closes at highest level since 2008. Canada's benchmark stock index now near level it was before recession,2014-04-17
55,CBC,"TSX, Montreal Exchange shut down unexpectedly for unspecified trading issue. Market operator says it expects to resume regular trading on Monday",2018-04-27
56,CBC,"MedReleaf, Aurora Cannabis confirm discussions, but no deal reached. Prior to stock halt, Aurora was 2nd-most valuable cannabis firm in Canada, and MedReleaf was the 3rd",2018-05-03
57,CBC,Stock markets slump as Greece mulls euro 'suicide' in referendum. Global stock markets sink as Greek financial crisis deepens,2015-06-30
58,CBC,"TSX poised to eke out gains in 2018, despite uncertainty over NAFTA and oil. Canadian stock performance tends to depend on the commodity cycle, which is in a relative lull right now",2018-01-01
59,CBC,Mercer International to give up TSX listing following loss at NAFTA tribunal. The U.S.-based forest products company had mounted a $250-million claim against the Canadian government,2018-05-25
60,CBC,Shares of several Canadian cannabis companies temporarily halted on TSX. Cannabis stocks end the day mixed,2017-12-29
61,CBC,"TSX closes up 7.4% on year, Dow up 7.5%. Toronto market is off its September high because of falling oil prices",2014-12-31
62,CBC,"TSX ends down along with U.S. markets, Canadian dollar makes slight gains. Declines in energy and base metals weigh on TSX",2018-03-19
63,CBC,"TSX climbs to record high close of 15,953.51. Toronto Stock Exchange's benchmark index tops previous record set back in February",2017-10-27
64,CBC,"TSX down 206, Dow loses 335 points in stock market sell-off. Price of oil hits an 18-month low",2014-10-09
65,CBC,"TSX continues record climb on Tim Hortons deal. S&P 500 closes above 2,000 as U.S. consumer confidence improves",2014-08-26
66,CBC,"What crisis? TSX sets record, Dow heads higher. A day after the Malaysian Airlines MH17 disaster, markets throw off concerns over geopolitics",2014-07-18
67,CBC,Price of oil cruises past $60 US as TSX retreats from record-setting pace. Price for benchmark U.S. crude contract hits highest level since late June 2015,2017-12-30
68,CBC,Marijuana company Aphria met with TSX about guidance regarding U.S. business. TMX Group has warned companies U.S. federal pot laws will take precedence over state rules,2017-10-23
69,CBC,TSX and NYSE stocks rally as North Korean fears wane. Analyst says markets stabilizing after worst day in months for stocks last week,2017-08-14
70,CBC,"TSX hits another high as pot stocks fall; Dow tops 25,000. Dow Jones industrials closes above 25,000 for the first time",2018-01-04
71,CBC,"Rising price of oil helps TSX, U.S. markets climb higher. Health-care stocks also gave the TSX a boost, with shares of licensed marijuana producers closing up",2018-01-03
72,CBC,"TSX closes at a new record high. Energy, materials and financial stocks lead the way for benchmark Canadian index",2017-02-10
73,CBC,TSX in biggest slide of 2013 so far. Dow drops 111,2013-04-04
74,CBC,"Bay Street firms pitch TSX rival stock market. Royal Bank, mutual fund firms say new stock market will be fairer, cheaper for investors",2013-06-26
75,CBC,"Canadian retailer Roots files for IPO, plans to list on TSX under ROOT. Price the shares will be issued at has not been disclosed",2017-09-14
76,CBC,Marijuana producer Maricann shares plunge on news of trading probe. Maricann directors resign as they face an investigation from the Ontario Securities Commission,2018-02-28
77,CBC,"Dollar back above 80 cents US, S&P/TSX composite index makes gains. S&P/TSX composite index rises 78.74 points",2017-08-31
78,CBC,GM closes at $34.01 on TSX. Initial investors paid $33 ,2010-11-19
79,CBC,Energy stocks weigh on TSX as crude oil prices hit 7-month low. Toronto Stock Exchange's S&P/TSX composite index loses 116.44 points,2017-06-20
80,CBC,TSX posts worst day of the year with 247-point loss. Financial and energy stocks drag Toronto Stock Exchange lower,2017-02-24
81,CBC,S&P/TSX sheds 269 points as stocks plunge amid uncertainty around Trump. Price of gold jumps more than $22 US an ounce,2017-05-18
82,CBC,"Wall St. stocks slide away from 20,000 to a broadly lower close. Canadian dollar lower against U.S. greenback",2016-12-28
83,CBC,Crude prices snap winning streak. Gold stocks offset energy sector losses on the TSX,2017-07-06
84,CBC,TSX closes at lowest for 2010. U.S. markets closed for Independence Day holiday,2010-07-05
85,CBC,"TSX and Dow give up recent gains as Trump rally runs out of steam. U.S. travel ban spreads concern in markets about isolationism, analysts say",2017-01-30
86,CBC,TSX and Dow close near record highs as Trump pushes business-friendly agenda. TSX and Dow both within striking distance of all-time highs,2017-01-24
87,CBC,"TSX, New York make gains on first trading day of 2017. Gold stocks were the leading advancer on the S&P/TSX composite index ",2017-01-03
88,CBC,A new way to bet on legal marijuana hits the TSX. Horizons Medical Marijuana Life Sciences ETF focuses on producers and drug companies,2017-04-05
89,CBC,"S&P/TSX composite index gains over 150 points, North American markets rise. Loonie was relatively flat ahead of Wednesday's Bank of Canada interest rate decision",2016-10-18
90,CBC,"TSX, Dow tumble on global growth worries. Markets tumble around the world as worries about weakness in China intensify",2015-08-20
91,CBC,"Canadian dollar falls 16%, TSX down 11% in bleak 2015. Falling oil prices and stalled economy make 2015 a year to forget",2015-12-31
92,CBC,"Oil rises to $40 on hopes OPEC has had enough cheap crude. Some analysts say price has bottomed out, but there's still a glut of oil in storage",2016-03-07
93,CBC,TSX sinks to lowest level in 4 years. U.S. markets plunge to five-year low,2008-11-19
94,CBC,"Canadian dollar rebounds, but TSX falls on yuan devaluation. China's move to devalue currency by further 1.6% causes global market turmoil",2015-08-13
95,CBC,Freshii shares trade above IPO price on first day of trading. Company has 244 outlets in 15 countries,2017-02-01
96,CBC,Sleep Country Canada rejoins TSX on Thursday after $300M IPO. Shares will trade publicly after IPO pricing them at $17 each,2015-07-16
97,CBC,"Oil closes below $28 US a barrel, dragging TSX down 253 points. Canadian dollar manages to stay in positive territory",2016-02-09
98,CBC,"TSX, Dow rise at close of worst quarter since 2011. Stock markets are at a two-year low and investors are looking for bargains",2015-09-30
99,CBC,"Oil slides below $48, dragging TSX down another 145 points. Crude price now down more than 55% from recent highs",2015-01-06
100,CBC,"TSX down 10% since September, an official correction. Mining and energy companies take a hit",2014-10-14
101,CBC,TSX and Dow plunge again on fears of China-led slowdown. Dow in correction territory as investors hit 'sell' button,2015-08-22
102,CBC,"Canadian dollar above 78 cents after oil, metals move higher. Toronto stocks at 10-month high as commodity prices improve",2016-06-06
103,CBC,"Bull market still running 6 years after stocks hit 2009 low. U.S. stocks continue higher on strong corporate earnings, consumer confidence",2015-03-09
104,CBC,"Canadian dollar rises, stocks jump on news of TPP trade deal. Oil makes gains as U.S. dollar outlook dims because of perception Fed will wait on rate hikes",2015-10-06
105,CBC,"TSX closes in bear market territory amid plunging oil, stock prices. Benchmark Toronto index closes more than 20% below September 2014 peak",2016-01-08
106,CBC,"TSX, Dow head lower after Shanghai stock exchange dives 8%. Chinese stocks have biggest 1-day drop since 2007 despite Beijing's intervention in market",2015-07-27
107,CBC,Loonie beats back bears to top 74 cents US in 'Revenant-like' performance. Stocks head higher on corporate results and better-than-expected GDP news,2016-03-01
108,CBC,"TSX rises as gold sector gets a boost from bargain-hunters. S&P nears record, Dow edges higher in quiet day of trading",2014-11-11
109,CBC,"Medical marijuana producer could soon be on TSX. Tweed Inc. of Smiths Falls, Ont.,  awaits Health Canada approval to produce medical marijuana",2014-01-08
110,CBC,TSX closes down 360 points as oil trades below $50 a barrel. Canadian dollar trades below 85-cent mark,2015-01-06
111,CBC,TSX down 329 points as oil slumps to new multiyear lows. Morgan Stanley predicts oil prices could drop to $43 US a barrel next year,2014-12-09
112,CBC,"TSX will beat U.S. stock markets this year, CIBC says. Earnings growth predicted to be almost twice as good than that of S&P, Dow",2014-01-14
113,CBC,Volatile stock markets seesaw after Chinese stocks tank again. Dow halts six-day slide and rallies to 600-point gain,2015-08-27
114,CBC,"OSC seeks to beef up whistleblower program with cash rewards up to $1.5M. U.S. offers large payouts for information, but programs in Canada are just getting started",2015-06-09
115,CBC,Scotiabank profit falls 40% as loan loss provisions more than double amid COVID-19. Canadian bank earnings considered to be bellwether for broader economy,2020-05-27
116,CBC,TSX falls 373 points as commodities sell off again. Canadian dollar loses almost half a cent to close at 74.66 cents US.,2015-09-28
117,CBC,Valeant shares plunge another 10% to all-time low after Ackman sells stake. Montreal-based drug company has lost 95% of its value in the last 2 years,2017-03-14
118,CBC,"Canadian fashion retailer Reitmans granted creditor protection while restructuring its 576 stores. Chain also owns RW & CO., Thyme Maternity, Addition Elle, Penningtons stores",2020-05-19
119,CBC,Shares in major cannabis companies sell off sharply. Canadian pot-producing companies all lost more than 10% in Monday trading,2018-10-23
120,CBC,TSX loses another 8% as Canadian oil price falls to lowest level on record. Canadian dollar dips below 70 cents US,2020-03-18
121,CBC,Stock markets finish rough week with another dive into the red. TSX loses 3% as global stock sell-off continues for 6th day,2020-02-28
122,CBC,Stock markets finish rough week with another dive into the red. TSX loses 3% as global stock sell-off continues for 6th day,2020-02-28
123,CBC,"Oil plunge, coronavirus fears prompt panic selling on stock markets. Oil prices fall as much as 30 per cent; stock markets halted and bond yields plunge",2020-03-09
124,CBC,"Skittish over coronavirus, stock markets end fearful week with more losses. Dow sheds 600 points, TSX down close to 1 per cent",2020-01-31
125,CBC,"Jonathan Bettez illegally arrested as police pressed for info about Cédrika Provencher, defence lawyer argues. Bettez, who was arrested in 2016 on child pornography charges, considered suspect after girl's death",2018-07-20
126,CBC,"Markets up sharply, rebounding from 7-day, coronavirus-driven decline. Rally comes amid hope central banks will cut rates to shore up economies ",2020-03-03
127,CBC,Battered stock markets post best day in years as governments fight coronavirus with cash. Is that light at the end of the tunnel? TSX and Dow rise more than 9%,2020-03-24
128,CBC,"TSX and Dow sell off sharply as global recession fears bubble up again. Dow loses almost 500 points, TSX down by 136.69",2019-10-02
129,CBC,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes'. Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23
130,CBC,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes'. Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23
131,CBC,"BlackBerry, EnStream announce mobile payment deal. BlackBerry will provide security technology",2014-06-12
132,CBC,Oil price plunge will not be factored into upcoming Sask. budget. Western Canadian Select price drops to $20 US per barrel,2020-03-10
133,CBC,"Stock options to be taxed more like regular income under new federal budget. The plan in the federal budget will put a $200,000 annual cap on the stock-option grants",2019-03-19
134,CBC,Stock markets sell off again as global economy infected by coronavirus fear. Every major stock exchange in world is now in negative territory for 2020,2020-02-26
135,CBC,Bourse anarchy — what fear of the coronavirus is doing to markets. Plus how regulatory flip-flops makes balancing environment and economics harder,2020-02-28
136,CBC,"Canada's main stock index posts biggest gains in 3 years. TSX got a boost from higher oil price, Bank of Canada's latest rate announcement",2019-01-10
137,CBC,"Stock markets close higher as investors shake off coronavirus fears — for now. TSX and Dow start strong, sell off through the morning, rally again in the afternoon",2020-03-10
138,CBC,"Stocks walloped by Brexit, falling oil prices. North American oil contract falls 3.4%, but Canadian oil edges higher",2018-12-10
139,CBC,"Canadian energy companies Cenovus and Husky swing to huge losses amid oil price collapse. Falling oil demand has dragged down producers' stocks, forced cost-cutting measures",2020-04-29
140,CBC,Oilpatch share buybacks drive record high totals on Toronto Stock Exchange. 23 Calgary companies accounted for about 184 million share buybacks this year,2018-11-25
141,CBC,"Amid coronavirus rout, is it time to shut down the stock market?. Unprecedented volatility has raised calls for shutdown, but that poses problems, too",2020-03-19
142,CBC,Shares of most pot companies sell off on 1st day of legalization. Most big cannabis names lower on Wednesday despite drug becoming legal in Canada,2018-10-17
143,CBC,"BlackBerry restructuring process done, says CEO John Chen. Says company's workforce reduction 'is now behind us' ",2014-08-05
144,CBC,Why the Canadian stock market is performing so poorly compared to the U.S. market. TSX didn't benefit from the Trump bump and overseas investors don't see much opportunity here,2018-02-09
145,CBC,Travis Kalanick resigns as CEO of Uber. Co-founder of ride-hailing service known for its aggressive style has come under fire of late,2017-06-21
146,CBC,"Ford's ex-CEO leaves company with $51.1M US. Mark Fields, 56, retired earlier this week after three years as CEO at automaker",2017-05-26
147,CBC,"Philadelphia sues Wells Fargo, alleging minority loan bias. Lawsuit says unnecessarily expensive loans drove black, Hispanic borrowers toward foreclosure",2017-05-16
148,CBC,Stock markets slide as coronavirus fears spread. Worst day for TSX since October as travel and tourism sectors hit hard,2020-01-27
150,CBC,"Oil prices at 5-month high over conflict in Libya. North American contract above $64, loonie bounces higher",2019-04-08
151,CBC,Energy sector weighs on Canadian markets as oil drops below US$70 a barrel. The movement came following reports that Russia and OPEC countries plan to produce more oil soon,2018-05-25
152,CBC,"TSX, Dow sharply higher Friday. Traders seek bargains among stocks beaten lower by weeks of volatility",2014-10-17
153,CBC,North American stocks end up as China-U.S. trade war worries ease. Gains in the Canadian market were led by energy and base metals,2018-04-05
154,CBC,"Oil prices rebound, boosting Canadian dollar, TSX. WTI contract up 4%, overtaking Brent as U.S. crude stocks fall",2015-12-23
155,CBC,Bombardier shares up as company swings to surprise adjusted profit. Company posts surprise adjusted profit for second quarter,2017-07-28
156,CBC,"Vancouver cannabis company wins lottery for POT stock symbol, stock rises 137%. Weekend Unlimited says winning the POT stock ticker lottery was a 'wonderful surprise' for small company",2019-02-01
157,CBC,Canada's main stock index reaches highest level since Oct. 5. Stock markets responded positively to optimism about possible U.S.-China trade deal,2019-02-15
158,CBC,"Women make up just 8% of top executives in Alberta's largest companies, says report. Gains made for women at the board level but change not coming fast enough, says report co-author",2016-10-06
159,CBC,"Trade war holds back Canadian stocks in first half, but tide could be turning. Some strategists expect the Canadian stock market to rise more this year than it did in 2017",2018-07-08
160,CBC,"Trade war holds back Canadian stocks in first half, but tide could be turning. Some strategists expect the Canadian stock market to rise more this year than it did in 2017",2018-07-08
161,CBC,"Canada lags behind the U.S. on putting women in corporate boardrooms. In new report, TD Bank economist says Canada needs to make 'stronger headway' in closing the gender gap",2019-03-28
162,CBC,"Energy sector soars on OPEC deal, pushing stocks to 18-month high. OPEC deal to cut output pushes oil close to $50 US a barrel",2016-11-30
163,CBC,"In 1987, a triple-digit-point stock market drop was huge. Frenzied selloff at TSE drew in curious spectators on Black Monday",2020-03-19
164,CBC,Canadian stock exchanges' lottery awards POT ticker symbol — but to whom?. About 40 companies applied for right to use marijuana-themed ticker,2019-01-30
165,CBC,Ontario to sell more Hydro One shares on TSX Wednesday. The province hopes to raise $1.71B,2016-04-05
166,CBC,"TSX rises, Canadian dollar falls ahead of budget. Oil prices spike above $40 US a barrel as crude stockpiles drop",2016-03-21
167,CBC,"Toronto stock index climbs on banks, industrials. BlackBerry soars almost 9 per cent",2017-05-23
168,CBC,Apple ordered to hand over documents in Competition Bureau probe. Competition Bureau investigating  anti-competitive clauses in sale of iPhones,2014-12-17
169,CBC,Stock exchanges opt for lottery to award POT ticker symbol to some lucky company. POT used to be owned by PotashCorp but will be up for grabs at end of January,2019-01-16
170,CBC,"Markets react to trade talks: Investors are betting on a U.S.-Canada deal. The Canadian dollar is flying high on the prospect of a trade deal, but will it last?",2018-08-28
171,CBC,"North American markets reach new record highs on stronger U.S. economic growth. In New York, Dow Jones industrial average up 42.32 points to 28,164",2019-11-27
172,CBC,Oil hits 15-month high as Saudis say deal may extend to non-OPEC nations. Royal Bank of Canada shares hit new all time high,2016-10-19
173,CBC,Aurora Cannabis to spin out U.S. assets into separate company. Canadian shareholders will receive 1 share in new company for every 20 Aurora shares they own,2018-06-20
174,CBC,Valeant passes RBC to become most valuable company on TSX. Quebec pharmaceutical company beats quarterly-earning expectations,2015-07-24
175,CBC,Stock markets swoon as reality of rising rates sets in. TSX moves lower for fourth day in a row,2018-10-10
176,CBC,Stocks tumble as markets digest prospect of U.S. Fed rate hike. Oil prices slide after apparent North Korean nuclear test,2016-09-09
177,CBC,TSX looks at delisting MagIndustries over 'black money' payments. Toronto-based mining company confirms internal probe uncovered payments to officials in Congo,2015-06-17
178,CBC,Ned Goodman hopes to turn CNSX into Nasdaq of the north. CEO of Dundee Corp. reportedly buys 33% stake in alternative stock exchange,2013-10-02
179,CBC,"Climate change expertise lacking in Canadian boardrooms, says report. None of the oil and gas producers or utility providers examined list knowledge of the issue on their boards",2017-01-10
180,CBC,"Energy stocks fail to lift Toronto market, U.S. markets pare recent gains. May crude contract closes up $1.31 US at $66.82 US per barrel on tensions over Syria",2018-04-11
181,CBC,IOC mum on report that Rio Tinto may spin off company. Iron Ore Co. of Canada not commenting on report its majority owner may list company on the TSE,2018-08-09
182,CBC,HBC shares slip after company reports softer sales. Retailer says digital sales rise,2017-05-13
183,CBC,"Lawsuit over African mine can be heard in British Columbia: Supreme Court. 3 refugees from Eritrea allege they were forced to work at a gold, copper and zinc mine controlled by Nevsun",2020-02-28
184,CBC,Loblaw sells chain of 213 gas stations to Brookfield for $540M. Analyst expects more gas station networks to be sold off until politicians step in to ensure competition,2017-04-19
185,CBC,"Moncton medical marijuana company goes public. OrganiGram Inc. has nearly tripled in value, plans to double workforce by year-end, says CEO",2014-08-26
186,CBC,6 billion cellphone users nearly equals world population. UN report finds 2.3 billion have access to the Internet,2012-10-11
187,CBC,Home Capital shares dive after company terminates CEO. Search for new CEO underway,2017-03-28
188,CBC,Sophie Grégoire Trudeau on empowerment and 'locker room talk' for International Day of the Girl. Grégoire Trudeau met with Toronto girls as part of #GirlsBelongHere initiative ,2016-10-11
189,CBC,"TSX lower as oil retreats from 2016 high above $38 a barrel. After 8 days of gains, TSX falls along with loonie",2016-03-08
190,CBC,"Bell, Telus ask CRTC to dismiss complaint about CraveTV streaming service. Consumers' groups claim service restricts Canadians' access to streamed TV shows",2015-02-16
191,CBC,CanniMed postpones shareholder meeting to hold talks with Aurora Cannabis. CanniMed shares add 17 per cent,2018-01-18
192,CBC,"Medical marijuana company Tweed Inc. to seek TSX listing. Smith Falls, Ont.-based Tweed Inc. won federal licence to grow weed",2014-01-29
193,CBC,"China's market woes could be chance to 'reset' Canadian economy. Canada should 'rely less on commodity growth and put the emphasis on other sectors,' analyst says",2015-08-30
194,CBC,"Marijuana industry may go after PotashCorp's discontinued POT stock symbol, professor says. The stock ticker could mean better branding for the right company, but can't be reused for 53 weeks",2017-12-29
195,CBC,Energy shares recover after earlier losses from Trans Mountain ruling to close down 0.3%. Energy shares were among the biggest losers on the S&P/TSX composite index after the decision,2018-08-30
196,CBC,"It's been 3,453 days since the last bear market, so is one about to roar?. Stock markets have been on a tear, which is why many are fearing the party can't last",2018-08-22
197,CBC,"China's market woes could be chance to 'reset' Canadian economy. Canada should 'rely less on commodity growth and put the emphasis on other sectors,' analyst says",2015-08-30
198,CBC,"It's been 3,453 days since the last bear market, so is one about to roar?. Stock markets have been on a tear, which is why many are fearing the party can't last",2018-08-22
199,CBC,Canadian and U.S. pot firms cross borders to raise money in battle for dominance. Capital is king in battle for market share in a global legal cannabis industry of $57B in projected spending,2018-04-22
200,CBC,"Suspect in death of Cédrika Provencher target of elaborate, years-long investigation, documents show. Police target Jonathan Bettez in connection with child's 2007 disappearance",2018-07-12
201,CBC,"Canadian shares lower as energy sector weighs on market. In the U.S., the Dow on Tuesday climbed past 26,000 for the 1st time ever",2018-01-16
202,CBC,"Hydro One makes solid debut on Toronto stock market in biggest IPO in 15 years. Future offerings will net greater proceeds benefiting all Ontarians, finance minister says",2015-11-05
203,CBC,"TSX, loonie sink as IEA data suggests oil glut will last through 2017. Loonie drops to below 74 cents, lowest level since February",2016-11-11
204,CBC,Canada's main stock index sustains largest loss in more than a month. Toronto stocks lower and loonie rises after GDP beats forecasts,2018-09-28
205,CBC,"Dow Jones industrials breach 24,000 for first time. On Bay Street, the S&P/TSX composite index gained 99.76 points to 16,067.48",2017-11-30
206,CBC,CN Rail resumes regular operations after deal reached with union. Shippers warn it could take weeks to see service fully back to normal,2019-11-27
207,CBC,"CRTC rules today on video, music streaming services and data plans. Some companies allow users to stream from certain services without counting against data plan",2017-04-20
208,CBC,"No further concessions on Trans Mountain, Kinder Morgan Canada president says. Company president says he is willing to meet with B.C. NDP and Greens",2017-06-02
209,CBC,"RRSP investment choices for uncertain times. After a painful year for stock and bond investors, where should you put your money?",2016-01-04
210,CBC,"Loonie loses more than a penny, TSX sheds 239 points after Britons vote to quit EU. Gold rallies to highest level in 2 years after Britain votes to leave European Union",2016-06-25
211,CBC,Hydro One shares on sale in biggest TSX IPO since 2000. Wynne government hopes to raise more than $1.6B from Hydro One shares,2015-11-05
212,CBC,RBC voice biometrics technology rolls out. 1st Canadian company to implement technology to identify client's 'voiceprint',2015-10-05
213,CBC,Canadian dollar continues rally to top 78 cents US. Price for oil rises more than four per cent,2016-04-12
214,CBC,TMX working with Canadian regulators on how to deal with U.S.-linked pot stocks. TMX is in talks with provincial and territorial securities regulators to clarify the 'complex matter',2017-08-18
215,CBC,Auxly Cannabis signs $123M deal with tobacco giant Imperial Brands. Vancouver firm will get global licences to the British tobacco company's vaping technology,2019-07-25
216,CBC,Why Canadian stocks are doing so well when the economic data has been so poor. 'There is no alternative': Analysts cite low interest rates as one reason why the TSX is thriving,2016-08-09
217,CBC,"TSX volatility sparks investor fears, but financial experts preach staying in it for the long haul. Slumping stock markets can cause a panic, but experts advocate ignoring the noise",2016-01-21
218,CBC,"CraveTV 'continues to grow' as web streaming service Shomi to shut down, Bell says. Bell expects video-streaming service will compete more directly against Netflix once Shomi gone",2016-09-27
219,CBC,"North American stocks slide lower, loonie down against U.S. dollar. S&P/TSX composite index closes at 6-month low",2018-10-11
220,CBC,Sleep Country Canada planning to go public again in IPO. Company is the largest seller of mattresses in the country with 215 stores across Canada,2015-06-15
221,CBC,"Investors rush into rare earth element mining. Quebec, Ontario have most to gain from entering booming industry",2010-02-17
