source,title_desc,publishedAt
CBC,More Fed cuts expected to push Canadian interest rates lower: Don Pittis. Watch for effects of shrinking global economy to hit Canada as well,2019-09-19
CBC,Bank of Canada unlikely to follow any Fed interest rate cut. U.S. central bank expected to drop interbank lending rate by 25 basis points,2019-07-31
CBC,"Bank of Canada's Poloz says global growth to remain slow, low global interest rates. Central bank kept key interest rate on hold last week at 1.75 per cent",2019-12-12
CBC,"Faced with rental housing crisis, Rosemont—La Petite-Patrie moves to restrict Airbnbs. Borough cracks down on hundreds of property owners who are turning apartments into hotels",2020-02-12
CBC,"Calgary housing market among the most affordable in Canada, report says. 'If you are the median income earner, there are options for you'",2019-09-26
CBC,City of Charlottetown wants short-term rentals defined as tourism accommodations. 'We just want to make sure that they're properly regulated',2019-05-29
CBC,"Hamilton looks at an empty homes tax to ward off speculators and help local rents. More than half of vacant Vancouver homes are back on the market, but can it work in Hamilton?",2019-12-09
CBC,"Bank of Canada resists pressure to cut its interest rate — for now. Central bank leaves key rate at 1.75%, but appears ready to adjust lower",2019-09-04
CBC,U.S. Federal Reserve cuts interest rates for 3rd time this year. The target range for the federal funds is now 1.5 to 1.75%,2019-10-30
CBC,"As the U.S. economy tilts toward concern, Canada's is on the upswing: Don Pittis. Federal Reserve chair Jerome Powell holds interest rates steady, but opens the door to future cuts",2019-06-20
CBC,"Retailers foresee holiday joy — even as Poloz looks to hold line on rates: Don Pittis. While the world cuts interest rates, the Bank of Canada likely won't if we keep shopping",2019-12-03
CBC,Growing demand prompts Sydney shelter to move into bigger location. 'It's very difficult to find affordable housing right now in this community',2019-12-09
CBC,"New mortgage loans slowed in Canada but overall value is still rising, says CMHC. The average value of a mortgage reached $209,570, which is more than 3% higher than a year ago",2019-05-22
CBC,"Growing push to tax both vacant, luxury homes during city's budget process. Hiking tax on pricey properties is 'housing paying for housing,' councillor says",2020-01-18
CBC,Government says new Victoria micro-apartments will help with middle-income housing crisis. Housing advocates say the project still doesn't address the growing need for middle-income family housing,2019-08-21
CBC,"When student housing was hard to come by in Vancouver. In 1981, there wasn't much available for students and what was available was pretty expensive",2019-09-06
CBC,"Ontario's rising rents hurt the poor, Ottawa advocates say. Province raises cap on rent increase to 2.2% for 2020, highest hike since 2013",2020-01-04
CBC,"CMHC reports annual pace of housing starts climbed 1.9% in August. Housing starts rose to 226,639 units in August, up from 222,467 units in July",2019-09-10
CBC,"Green Party bill to provide snapshot of short-term rentals on P.E.I. using 'accurate, objective data'. MLA says idea is to eventually curtail growth of the industry to ease pressure on housing",2019-11-22
CBC,"Harsh winter cools Sudbury's real estate market. In some aspects it's cheaper to own a home than rent, Real Estate Board says",2019-08-19
CBC,"Interest in off-grid homes growing, but mortgages haven't kept pace. People who work in the solar power industry report growing interest in self-sufficient homes",2019-12-10
CBC,"CMHC sees 'moderate overvaluation' in Canada's housing market, but little vulnerability overall. Quarterly report finds pockets of concern, but overall lower level of risk",2019-08-02
CBC,U.S. central bank cuts interest rate again — but split on what to do next. Federal Reserve moving to stimulate economy as trade fears mount,2019-09-18
CBC,"Demand for rental units on the rise in Saint John. Study indicates 1,500 new rental units in development, thousands more needed",2019-10-16
CBC,"This Toronto landlord has only raised rent by $100 — since the 1980s. Downtown apartments going for as little as $800 per month, thanks to novelist David Kendall",2020-01-08
CBC,"St. John's housing prices will lead country in growth, according to Moody's. Economist says below-trend prices, drop in unemployment rate leading to predicted increase",2019-05-26
CBC,Short-term rental owners speak out over proposed Charlottetown bylaw. 'If all of my units were returned to the long-term market — none of them are affordable',2019-12-03
CBC,Federal Reserve holds key interest rate steady — but its patience is wearing thin. U.S. central bank keeps benchmark rate in range between 2.25% and 2.5%,2019-06-19
CBC,"Saint John housing programs more effective, but shelter use on the rise, report shows. More co-ordinated approach to homelessness needed, says Human Development Council ",2019-05-22
CBC,"Green MLA calls on province to regulate short-term rentals. Minister Ernie Hudson says he wants to collaborate with municipalities, not 'dictate' ",2019-06-20
CBC,"P.E.I. needs more pet-friendly housing, say violence prevention advocates. 'Finding housing even if you have no barriers is very very difficult'",2019-06-03
CBC,Yellowknife's housing market slows as economic slump looms on the horizon: CMHC. CMHC's annual report on Northern housing shows mixed outlook across the 3 territories ,2019-08-29
CBC,Having trouble finding housing in eastern P.E.I.? Rotary wants to know. Vacancy rates on P.E.I. are at a record low,2019-05-22
CBC,Vancouver Tenants Union wants to build an eviction database. Group says there's a 'big gap' because most eviction data isn't currently recorded anywhere,2019-08-22
CBC,"Province not prepared to ease policies as housing market sputters. Vancouver homeowners cite rising taxes, falling equity; NDP argues moderation is improving affordability",2019-05-23
CBC,"Mike Bloomberg courts black voters, but past record as NYC mayor under scrutiny. Opponents unearth past comments on policing and housing, which they say aren't reflective of Democratic Party",2020-02-13
CBC,"'Cheaper, warmer and newer': P.E.I. seniors move into new affordable building. 'Some people can’t afford $1,200, $1,300 a month in rent, it’s crazy' ",2019-11-28
CBC,"High household debt, possible housing market shocks are main risks to the economy: Bank of Canada. Stephen Poloz, governor of the Bank of Canada, will speak to reporters after latest financial review",2019-05-16
CBC,Vancouver is still in a housing crisis. But when will we know if it's over?. It's a question without a defined answer — but one that could have big policy implications down the road,2019-07-07
CBC,"She fled domestic abuse. Now she and her daughter are victims of the housing crisis. Shelters are full, wait lists are long and market rents are too high for most single mothers",2019-11-12
CBC,A tale of two tenants: B.C. renters feeling affordability squeeze as parties campaign on housing. Metro Vancouver is home to 6 of the most expensive ridings for renters in all of Canada,2019-10-14
CBC,Why 4 websites give you 4 different credit scores — and none is the number most lenders actually see. The most popular credit score that lenders use in Canada can’t be accessed directly by consumers,2019-10-11
CBC,'Tent town' draws attention to Island's affordable housing crisis. 'There are people that are very close to this situation … there are people living in cars.',2019-06-09
CBC,"Why earnings in Alberta have been stagnant for years. Albertans earn less because they're working less, and working differently",2019-07-31
CBC,"'Rents have just gone sky high': Cardigan candidates, voters weigh in on housing crisis. 'It's nothing that a senior can really afford'",2019-10-02
CBC,"Forget Toronto. Buying in P.E.I. increasingly 'cutthroat' as home prices rise. 'People are banging on doors, saying 'I really like your house, are you interested in selling?'",2019-08-25
CBC,"Toronto area housing sales up 24.3% in July, prices rise due to tighter supply. Overall average selling price for properties in GTA was $806,755",2019-08-09
CBC,"'I've never felt shame like this in my life': 500 homeless, 5,000 await affordable housing. Despite desperate need for affordable housing, new agreement will create just 151 units in first 3 years ",2019-12-04
CBC,"On housing, local authorities bemoan territory's 'paternalistic' policies. Local authorities, contractors point finger at the N.W.T. Housing Corporation for granting ‘limited control’",2019-09-20
