source,title_desc,publishedAt
CBC,"Include CO2 emission levels in stock market reports, says B.C. professor. When the market goes up, so do CO2 emissions, says Rick Kool",2019-09-24
CBC,Slump in U.S. manufacturing knocks stock market to lowest point in 5 weeks. Manufacturing weakened in September for the 2nd straight month as U.S.-China trade war dragged on confidence,2019-10-01
CBC,"Stocks down as markets react to new China tariffs, Brexit jitters. The British pound dropped to its lowest level against the U.S. dollar in 34 years",2019-09-03
CBC,"Oil plunges 5% as stock markets tumble on trade, growth fears. Technology, among sectors most exposed to China, along with energy were the hardest hit",2019-05-23
CBC,"Canadian energy companies Cenovus and Husky swing to huge losses amid oil price collapse. Falling oil demand has dragged down producers' stocks, forced cost-cutting measures",2020-04-29
CBC,Vermilion Energy posts $1.3B loss on oil and gas assets writedown. Calgary-based firm cut dividend in half in March and suspended it entirely in mid-April,2020-04-29
CBC,TSX and Dow Jones bounce back somewhat after massive Monday sell-off. Monday was one of the bleakest days ever on the stock exchanges,2020-03-17
CBC,Public pensions take a hit from COVID-19 concerns. Plans have likely lost more than $1 billion in stock markets over the last four weeks,2020-03-18
CBC,"TSX and Dow plunge back into the red Friday, capping bleak week for stock markets. Canadian dollar below 70 cents US",2020-03-20
CBC,TSX shut down for 'technical halt' as stock markets sell off. Company that owns and operates exchange says systems will be ready for Friday,2020-02-28
CBC,TSX and Dow Jones down by 20% since sell-off began last week. Another down day brings rolling total of losses close to definition of a bear market,2020-03-11
CBC,"TSX and Dow Jones lose another 10% as coronavirus sell-off continues. When stock markets go down by 7%, automatic trading halts kick in to calm the situation",2020-03-16
CBC,Stock markets sell off again as global economy infected by coronavirus fear. Every major stock exchange in world is now in negative territory for 2020,2020-02-26
CBC,"'We will get through this': Oilpatch hunkers down amid price plunge, virus fears. Companies scrutinize priorities as they prepare for 'extraordinary' times",2020-03-12
CBC,"How will Waterloo region weather COVID-19? Experts say it looks good but there will be challenges. Even if everything is OK, now is a good time to take stock, says Canadian Urban Institute CEO",2020-04-18
CBC,How coronavirus fears could impact your investment portfolio. Finance columnist Mark Ting expects more short term volatility with further drops in the Chinese stock markets,2020-02-02
CBC,Wall Street rally pauses near records in Christmas Eve trade. All three major stock indexes closed at all-time highs on Monday,2019-12-24
CBC,"As stock markets fall, the time to stock up at the store  is before COVID-19 comes to town: Don Pittis. Empty shelves in places the virus hits are a reminder to prepare for emergencies",2020-02-27
CBC,Ontario Securities Commission chair and CEO Maureen Jensen to step down. Jensen was the first woman to be named chair and CEO of the securities regulator,2020-01-21
CBC,Canopy Growth names Constellation Brands executive as new CEO. Founding employee Mark Zekulin to step down from CEO and board position,2019-12-09
CBC,U.S. Federal Reserve leaves rates near zero as COVID-19 savages U.S. economy. Economists forecast sharpest downturn in U.S. history this quarter,2020-04-29
CBC,"Interest rates are plunging — so why aren't mortgage rates?. Bond yields and central bank rates have never been lower, but not all the savings are filtering down",2020-04-04
CBC,CannTrust shares plunge again as Health Canada deems 2nd cannabis facility 'non-compliant'. Problems mount at cannabis company as government cracks down after unlicensed growing,2019-08-12
CBC,How the coronavirus has thrown interest rate plans out the window. 40 banks around the world have already cut interest rates — and Canada could be next,2020-03-01
CBC,China-U.S. trade and Hong Kong uncertainty weigh on global stocks. This comes after U.S. President Donald Trump said he had not agreed to gradually lift tariffs on Chinese goods,2019-11-11
CBC,Oil price jump boosts Canadian energy stocks. Higher fuel prices for consumers expected,2019-09-16
CBC,"Trump retaliates against China with tariff hike; stocks sell off. U.S. president spars with Fed chief, orders U.S. companies to stop doing business in China",2019-08-23
CBC,"An alley full of dumpster fires: Which crisis would you like to deal with first?. If the Muskrat Falls report weren't enough, a stock market collapse and a pandemic came upon us",2020-03-14
CBC,"When we were talking a lot about 'e-business' stocks 20 years ago. In 1999, some internet-related companies saw sharp drops in their stock prices",2019-08-06
CBC,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December ,2019-10-16
CBC,Driller Ensign Energy shares fall on slashed dividend and quarterly loss. Calgary-based driller's shares closed down more than 14 per cent,2019-11-13
CBC,"Depleted national stockpile leaves Canada reliant on China for masks, gowns and other supplies during pandemic. Health Canada has temporarily lowered its standard for the importation of PPE to meet demand",2020-05-07
CBC,New York stock indexes hammered as China allows yuan to devalue. Threat of tariffs has been hitting markets hard for the past 3 days,2019-08-05
CBC,"Aurora Cannabis cuts 500 jobs across company, CEO steps down. Company halted construction on 2 facilities in November",2020-02-06
CBC,Shareholder sues Zoom for not disclosing security flaws. Shares down nearly a third of their value since hitting record highs in late March,2020-04-08
CBC,"Grocery stores struggling to keep up as shoppers clear shelves but say there's no lack of supply. Despite the run on stock, stores say supply chain is strong and goods are being replenished",2020-03-18
CBC,B.C. businessman Jim Pattison makes bid to take Canfor private. Canfor stock jumps after Great Pacific Capital makes offer of $16 per share,2019-08-12
CBC,"S&P 500 hits record high on hopes of trade deal, rate cut. Technology stocks also helped push benchmark index to all-time high and Nasdaq close to record",2019-10-28
CBC,"Under shadow of COVID-19, Island potato growers face uncertain season. Those who grow for french fry industry expecting volume cut of up to 20% in contract with Cavendish Farms",2020-04-20
CBC,"Quebec companies aim to dress the province's health workers in a crucial piece of 'armour'. With the outbreak of COVID-19, stockpiles of medical gowns ‘melting like snow in the sun'",2020-04-09
CBC,"Miner Teck Resources reports Q3 profit down, plans to cut 500 full-time jobs. Vancouver-based corporation says it wants to improve efficiency following Q3 profit drop",2019-10-25
CBC,Saudi Arabia taking Aramco public on Riyadh stock exchange. IPO documents say state-owned oil giant has largest liquid reserves of any company in the world,2019-11-03
CBC,"Farmers concerned about disruptions to spring seeding, livestock operations amid COVID-19. Fuel, chemical and seed supply worries come as farmers are getting ready to plant",2020-03-30
CBC,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‘This is one thing they should take off their list to worry about,’ says Mark Machin",2020-04-06
CBC,Trump considering delisting Chinese companies from U.S. stock exchanges. Move,2019-09-27
CBC,"Ottawa's Italian businesses feel effects of lockdown, from prosciutto to guided tours. Italians are only allowed to travel for work or medical reasons until April 3",2020-03-11
CBC,"'I'm spending way less': How the lockdown is leading to more savings for some Canadians. Consumers pull back on spending during the pandemic, but will new habits continue when businesses reopen?",2020-04-22
CBC,"Brian Pallister's pre-budget tax surprise: The premier giveth, the premier taketh away. The PST is going down again, the carbon tax is back and nobody quite knows what happens next",2020-03-06
CBC,"Potato chip punchout: How Hostess and Old Dutch fought for market share. In 1991, Old Dutch sent chips to the Ontario market, where a rival started snapping up its stock",2019-07-03
CBC,"Netflix loses U.S. subscribers for the first time ever, stock sinks 11%. Drop-off comes as company faces challenges from a star-studded cast of entertainment and technology companies",2019-07-18
CBC,Cigarette giants Altria and Philip Morris in merger talks. All-stock proposal seen as a bid for alternative revenue streams as sales fall,2019-08-27
CBC,Airbnb to become publicly traded company next year. Short-term rental company's shares will be on stock exchange,2019-09-19
CBC,"Threat of U.S. tariffs on Mexico roils markets, dims hopes for new NAFTA. Auto stocks dive, oil knocked lower on news of 5% tariff on all imports by June 10",2019-05-31
CBC,Is downtown Summerside 'prime' for a new grocery store?. 'I think you have a win-win',2019-09-25
CBC,Hexo's poor outlook could foreshadow bad trip for cannabis industry. Major Quebec pot producer's revenue well below expectations,2019-10-13
CBC,"Syria braces for lockdown after 1st COVID-19 case, as Iran outbreak worsens. Health-care system in Syria has been devastated by nearly decade of civil war",2020-03-23
CBC,"Vacancy rate on the rise in Regina, so why isn't the cost of rent going down?. Some residents struggle to afford rent in Regina despite oversupply",2019-10-08
CBC,How the coronavirus has helped push down the wholesale price of coffee 30% in a month. Even one of the most popular drinks in the world isn't immune to the virus's impact,2020-02-07
CBC,"N.B. pension management employees score record $5M in bonuses. Province's investments saw 2% gain last year, despite significant declines in global stock markets ",2019-06-17
CBC,"Faced with rental housing crisis, Rosemont—La Petite-Patrie moves to restrict Airbnbs. Borough cracks down on hundreds of property owners who are turning apartments into hotels",2020-02-12
CBC,Moody's loses confidence in Dominion Diamond's ability to pay back $550M bond. Bond it owes creditors set to come due at same time 2 N.W.T. mines expected to wind down ,2019-10-23
CBC,Why Trump tariffs haven't revitalized American steelmakers. U.S. president's fight against foreign steel overshadowed by trade war with China ,2019-11-05
CBC,Inter Pipeline confirms takeover offer on regulator request after stock halted. Calgary-based company issues brief statement an hour after stock halted,2019-08-10
CBC,Ontario health-care workers' pension has up to $430M at stake in Danish tax dispute. Denmark alleges HOOPP wasn't entitled to huge rebates it claimed on stock dividends,2019-09-15
CBC,"In light of seal predation report, FFAW calls for government action. Union head Keith Sullivan fears N.L. will share fate with low Gulf of St. Lawrence stocks",2019-08-28
CBC,Alibaba founder Jack Ma steps down as chairman of Chinese e-commerce giant. Chinese retailers facing uncertainty as Beijing and Washington battle over trade,2019-09-10
CBC,Vancouver is still in a housing crisis. But when will we know if it's over?. It's a question without a defined answer — but one that could have big policy implications down the road,2019-07-07
CBC,Oil prices jump 15% following drone attack on Saudi facility. Trump authorized use of emergency U.S. oil stockpiles to ensure stable supplies,2019-09-16
CBC,"Advent of luxury calendars means the Christmas countdown isn't just for kids anymore. Traditional 24-day calendars are now filled with alcohol, cheese, even jewelry — and they're selling",2019-11-27
CBC,"No cause for panic — or celebration: Downtown Winnipeg developers driven by profits, not altruism. Proposed sale of Portage Place is no bellwether for downtown Winnipeg, but it could ease the housing crunch",2019-07-13
CBC,"Progress, but still no deal to avert U.S.-Mexico tariffs. U.S. stocks, oil and Treasury yields rise on signs sides are getting closer",2019-06-07
CBC,Cabbage rolls by the thousand: Peg's Kitchen's success lies in bringing 'down-home' Sask. cooking to the city. Local foodie eats his way through Regina to share his take on what’s good,2019-11-28
CBC,Does approving TMX do anything for the Liberals?. The Canada Votes newsletter is your weekly tip-sheet as we count down to Oct. 21,2019-06-16
