Column1,source,author,title,description,title_desc_sent_1,sent_1_note,title_desc_sent_2,sent_2_note,publishedAt,url,urlToImage,content
174,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Rupert Rowling,"'The genie is out of the bottle': Gold is having its best week in 3 years after breaching $1,500","Gold has risen 4.3 per cent this week, the largest increase since April 2016",0,not stock related,0,,8/9/2019,https://business.financialpost.com/investing/the-genie-is-out-of-the-bottle-gold-is-having-its-best-week-in-3-years-after-breaching-1500?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/08/gold-1.jpg,"Gold is poised for its best week since 2016 as the metal holds onto gains that propelled it past US$1,500 an ounce and silver trades near a 14-month high.Both metals have rallied amid worries about the global economic outlook and as central banks around the world continue to cut interest rates. The ongoing trade war between the U.S. and China has also increased demand for haven assets, with traders and analysts in Bloomberg’s weekly survey near-unanimous on the bullish outlook for gold.Spot gold gained 0.2 per cent to US$1,503.20 an ounce at 11:51 a.m. in London. The metal has risen 4.3 per cent this week, which would be the largest increase since April 2016. Spot silver rose 0.5 per cent to US$17.0122 an ounce. The Bloomberg Dollar Spot Index is headed for its first weekly decline in four weeks.“The genie is out of the bottle, and all the people waiting on the sidelines are rushing to buy,” said Adrian Day, president of Adrian Day Asset Management. “Clearly, at some point, the stock market will turn around, the U.S. and China could even make a trade agreement, and things will calm down. Then we shall see some profit taking, but for now, I think gold will continue to rise.”Further signs of a global economic slowdown were evident on Friday as the U.K. unexpectedly registered its first economic contraction since the aftermath of the financial crisis. European shares fell with U.S. equity futures, while Asian stocks were mixed as positive sentiment from a strong day on Wall Street was offset by resurfacing trade tensions.Investors are continuing to flood into exchange-traded funds backed by gold, with holdings rising for a ninth day Thursday to the highest since March 2013. Silver ETFs have also seen large inflows and are near the highest on record. Goldman Sachs Group Inc. sees the growth in ETF investment as a key factor behind the bank’s forecast that gold will climb to US$1,600 over the next six months.In other precious metals, platinum declined 0.4 per cent while palladium rose 0.4 per cent.Bloomberg.com"
178,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Natalie Obiko Pearson,Meghan Markle’s favourite affordable Canadian brand is defying the trend of retail decline,"As competitors shut down locations and slash costs, Aritzia's strategy of affordable luxury is working",0,not index heavyweight,0,,7/30/2019,https://business.financialpost.com/news/retail-marketing/meghan-markles-go-to-boutique-is-defying-u-s-retail-slump,https://financialpostcom.files.wordpress.com/2019/07/meghan-markle.jpg,"Aritzia Inc., the Canadian chain of boutiques favoured by Meghan Markle, appears to have cracked the code to the U.S. retail market.As competitors shut down locations and slash costs, the seller of upscale women’s clothing is pursuing an alternate strategy. It involves opening stores and staffing them with thousands of style advisers.The plan is working, and Aritzia’s six straight quarters of double-digit revenue growth show how new players are flooding into the openings in the apparel market as brands like Guess? Inc. and Gap Inc. stumble.Sales are particularly strong in the U.S. — where about a third of Aritzia’s 92 boutiques are located. The chain has a store at Manhattan’s new mall, Hudson Yards, that’s performing well, and is opening others this fiscal year in Denver, Minneapolis, Houston, Austin and East Rutherford, New Jersey.“Our business there is fantastic — both online and in our stores,” said chief executive Brian Hill, referring to the U.S. He spoke in an interview in Aritzia’s headquarters at a converted cannery overlooking Vancouver’s port.Aritzia, which has a market capitalization of $2.2 billion, is also an example of how physical stores can drive web traffic — and vice versa. Hill said the brick-and-mortar locations are bringing in new customers, leading to higher online sales and higher volumes.The company has positioned itself as an aspirational, “everyday luxury” brand — the more affordable end of the Duchess of Sussex’s closet. Its bright, airy stores are adorned with original artwork, custom furniture and staffed with sales associates to provide personalized advice. The locations are luring in shoppers while other apparel companies are paring back due to falling foot traffic.Investors aren’t so enthusiastic, however, with the company’s Canadian shares rising only 7 per cent this year — less than half the benchmark S&P/TSX’s advance. The current price of $17.51 isn’t far off the $16 price set in Aritzia’s 2016 initial public offering.The muted performance is due to the recent exit of a major private equity investor, Berkshire Partners LLC, said Amar Pandya, an associate portfolio manager at Vancouver-based PenderFund Capital Management, which owns Aritzia shares. Berkshire Partners had acquired a majority stake in 2005 and helped to fund expansion.The sale of a large stake “fed into the brick-and-mortar apocalypse backdrop, exacerbating those fears,” Pandya said.“We certainly took advantage of that drop,” he added. “They’re at the very early innings of the U.S. expansion — based on what we’ve seen over the past couple of quarters, the acceleration in the performance from the U.S. should continue.”Analysts are bullish: Eight out of nine who cover the company recommend buying the stock, according to data compiled by Bloomberg.“Aritzia is on excellent footing,” CIBC World Markets analyst Mark Petrie said in a July 12 note to clients, citing the new stores and their potential to boost e-commerce. CIBC expects the pace of store openings to accelerate.Hill said the company is targeting premium locations for the new stores.“We want the best real estate out there — that’s why we’re at Hudson Yards,” he said. “I was told a long time ago by my father: Make sure you get the best real estate. Because then if it doesn’t work, you know it’s you.”Hill is the third generation of his family to find a career in retail. His family owns the Hills of Kerrisdale department store — a Vancouver institution — and his grandfather was an executive at Hudson’s Bay Co.Aritizia is also interested in China, and Hill said the company will arrive there “at some point in the future.” By 2021, China may surpass the U.S. as the world’s biggest retail market, researcher eMarketer Inc. forecast last month.Meanwhile, he’s undaunted by a U.S. market that’s been labeled as “over-retailed.” Dozens of retailers have gone bankrupt in recent years and store closures have outpaced store openings, according to a McKinsey & Co. report in January.“Our growth is at such a high trajectory in the U.S. that we will continue to focus there,” he said. “We just have so much opportunity.” Bloomberg.com"
179,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Chris Fournier and Erik Hertzberg,"With the Bank of Canada on hold, watch our $2.19 trillion household debt load grow","Spending on big ticket items is about to resume, says strategist",0,,0,,7/26/2019,https://business.financialpost.com/personal-finance/debt/big-ticket-spending-to-rekindle-canadas-household-debt-binge,https://financialpostcom.files.wordpress.com/2019/07/canadian_money.jpg,"Canada’s $2.19 trillion household debt load will likely start swelling again, now that the central bank appears to be on hold for at least the rest of the year with the economy going strong.Consumers hit the snooze button last year on home and vehicle purchases, but that spending is about to resume, according to Fred Demers, a director at BMO Global Asset Management in Toronto. He argues lower interest rates, an accelerating housing market, a solid labour market, record high stocks and overall decent investment returns will support consumption.“We’re probably going to see a pick up in big ticket items again,” Demers said in a phone interview. “It’s not great because we’re relying on debt, but in terms of dynamics, it looks more positive over the next 12 to 18 months in an environment where rates are going down, and not up.”Home sales skidded to their lowest since 2012 last year as higher interest rates and tighter lending rules cast a pall over the real estate market. Automobile sales also suffered in Canada, with 2018 marking the first annual drop since the last recession. The malaise has been reflected in the pace of household credit growth, which has slowed to a crawl: It rose just 3.4 per cent in May, the weakest annual pace since 1983.But the Canadian housing market — east of Manitoba, at least — is already showing signs of shaking off that weakness. Data from the Canadian Real Estate Association show prices through June in the Greater Toronto Area are 3 per cent higher on a six-month average basis, while Ottawa and Montreal have seen even faster gains, up 7.6 per cent and and 6.4 per cent respectively. In addition, the 11.5 per cent increase in resale volumes in the GTA signals “very strong,” demand, Demers said.“The soft landing is behind us,” he added. “When you think about the GTA and Canada in general, we’re looking more at a re-acceleration.”The high household debt level “remains a big concern and a headwind to the Canadian dollar,” said Demers, and without a strong capital spending boom, the lingering debt burden will mean it’s tough to “outperform trend growth” once rates eventually move higher, constraining disposable income.In the shorter term, however, Demers is more bullish on Canada, partly because the country’s equity market may be less exposed to trade-war uncertainty. He sees car sales stabilizing this summer, and the housing market in central Canada continuing to accelerate. Gross domestic product for May on Wednesday will give an indication of whether the country’s economic upswing remains on track.“The pace of credit growth should pick up in the second half of this year,” as more “trend-like” household spending returns, Demers said. “This removes a lot of the downside risks regarding households we saw earlier this year.”Consumer confidence highest in a year and a halfOne more reason to believe big-ticket spending is set for a rebound is the recent surge in consumer confidence measures, which are closely tied to the state of the economy and moves in stock markets. The Bloomberg Nanos economic mood index reached 59.06 this month, the highest level in a year and a half. Periods of elevated consumer confidence tend to coincide with increases in home and vehicle sales.The fear of missing out is also fuelling the nation’s debt habit.40 per cent of respondents, mostly millennials, say they're spending more than they earnA survey by Manulife Bank of Canada found almost 40 per cent of respondents, mostly millennials, say they’re spending more than they earn, and 12 per cent attribute the imbalance to an excess of costly outings with friends or family.A lot of that has to do with the pressure of social media, according to Rick Lunny, the bank’s chief executive officer, who says especially for younger people who haven’t had time to build savings, the rising cost of housing and child care leaves little to spend on entertainment.“Everybody’s on social media,” Lunny said by phone. “Everybody seems to have a better life than you. So you have this fear of missing out and you only live once attitude, but that’s a very expensive lifestyle when you can’t afford it.”Bloomberg.com"
181,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Natalie Obiko Pearson,Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files,"Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",0,not index heavyweight,0,,7/4/2019,https://business.financialpost.com/investing/li-ka-shings-canadian-bet-aims-to-halt-doctors-paper-trails,https://financialpostcom.files.wordpress.com/2019/07/agettyimages-535162635.jpg,"It’s an unexpected bet by Hong Kong’s richest man: a penny stock seeking to modernize clinics for Canada’s overstretched family doctors, many of whom are stuck in the age of paper charts.Billionaire Li Ka-shing is the biggest outside investor in Well Health Technologies Corp., a Vancouver-based startup that’s acquiring clinics and electronic medical records providers to bring Canada’s highly fragmented primary care market into the digital era. Its shares have more than doubled this year, making it one of the top-performing health-care stocks on the TSX Venture Exchange.Li’s other healthcare forays include a cancer-drug developer and a company holding the patent for a chemical that purportedly defies aging. His Canadian bet is a decidedly more pragmatic affair.Our health care system is cumbersome and imposes agonizingly long wait times on patients, largely because it’s one of the least digitized systems among developed economies, says Hamed Shahbazi, Well Health’s chief executive officer and founder.Shahbazi describes Well Health as “the WeWork for doctors” — bringing them software tools they couldn’t otherwise afford as standalone clinics. That makes their practices more efficient, meaning better outcomes and shorter waits for patients, he says. Doctors can join Well Health’s growing chain of clinics under a revenue-sharing agreement or simply pay for the services of the company’s medical electronic records software.There’s plenty of room for improvement. Canada’s primary-care doctors, who can see as many as 50 patients a day, have been sluggish to adopt the most basic technologies. Walls of paper folders are still the norm, online patient portals are almost unheard of, and people still while away hours in waiting rooms.Canada scored the worst out of 11 high-income nations in terms of wait times for emergency-room care, specialists and elective surgery in a 2017 study by the Commonwealth Fund. Compared to universal healthcare systems in other developed economies, Canada is one of the most expensive, with modest to poor performance — in part due to its lower-than-average adoption of medical technologies, according to the Fraser Institute.We're one of the most broadband-connected countries in the world — it seems totally counterintuitive that we lack any kind of digitization in primary care“Which industry do you know still operates like it did 40 years ago?,” asks Shahbazi. “We’re one of the most broadband-connected countries in the world — it seems totally counterintuitive that we lack any kind of digitization in primary care.”It’s a lucrative market: Canada is estimated to have spent $254 billion, or $6,839 per person, in 2018 on healthcare, according to the Canadian Institute for Health Information. It’s also “an attractive, recession-resilient business,” says Gabriel Leung, a Toronto-based analyst at Beacon Securities Ltd.Well Health is now Canada’s third-largest provider of electronic medical records following a string of acquisitions, servicing more than 850 clinics, according to Daniel Rosenberg, an analyst at Haywood Securities Inc., who believes the company’s shares are undervalued. All four analysts have “buy” recommendations on the stock.Shahbazi is a familiar name in Canadian tech circles for his sale of a bill payment processor to PayPal for $304 million in 2017. Well Health, he believes, has “many, many-fold greater potential,” largely because the field is wide open: the country’s largest chain of health-care clinics has only 34 offices, he says.He says he captured the interest of Li thanks to an acquaintance with a long-time confidante of the billionaire, Solina Chau.Chau runs Horizon Ventures, Li’s prodigious venture capital arm that was an early backer of Facebook Inc., Spotify Technology SA and Siri and is the primary channel of investment for the billionaire’s wealth. In the past 14 months, Horizon Ventures has participated in at least two rounds of funding in Well Health, while Li bought $500,000 in convertible bonds through a holding company in June, according to company filings.Li owned 11 per cent of outstanding shares, making him the second-biggest investor after Shahbazi, according to a May filing. Chau didn’t respond to a request seeking comment.Well Health traded at 96¢ Wednesday in Toronto, for a market value of $93.5 million.Longer term, Well Health plans more ambitious technological rollouts, such as telemedicine. While only about two per cent of cases here are conducted remotely at present, about 60 per cent of primary care visits could be done just as easily over an iPhone, according to Shahbazi.“A clear, irrefutable trend across the world is that there’s a growing number of patients for a not-growing-fast-enough number of physicians,” says Shahbazi. “So in an environment where not everyone’s going to have a family doctor to provide long-term care, the equalizer is technology.”Bloomberg.com"
183,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Jenny Leonard, Shawn Donnan and Haze Fan",U.S. set to delay more China tariffs ahead of Trump-Xi meeting,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,1,optimism,1,,6/26/2019,https://business.financialpost.com/news/economy/u-s-set-to-delay-more-china-tariffs-ahead-of-trump-xi-meeting?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/06/china-imports.jpg,"The U.S. is willing to suspend the next round of tariffs on an additional US$300 billion of Chinese imports while Beijing and Washington prepare to resume trade negotiations, people familiar with the plans said.The decision, which is still under consideration, may be announced after a meeting between Presidents Donald Trump and Xi Jinping set for Saturday at a Group of 20 summit in Japan. A broad outline of the Trump-Xi agenda was discussed in a phone call Monday between U.S. Trade Representative Robert Lighthizer, and his counterpart in Beijing, Vice Premier Liu He.In an interview with CNBC on Wednesday, Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end, saying the two sides “were about 90 per cent of the way there and I think there’s a path to complete this,” with a need still for “the right efforts.”U.S. stock futures jumped on his remarks.“The message we want to hear is that they want to come back to the table and continue because I think there is a good outcome for their economy and the U.S. economy to get balanced trade and to continue to build on this relationship,” Mnuchin said.People familiar with the American readout of the Lighthizer-Liu conversation characterized the call as productive. They said both sides discussed how they can present the resumption of trade talks to their domestic audiences as a win.The U.S. won’t accept any further conditions on tariffs as part of reopening negotiations and no detailed trade deal is expected from the leaders’ summit, a senior U.S. administration official said Tuesday. The Trump administration has said the goal of the meeting is to create a path forward for a trade agreement, after negotiations broke down last month.Although each side still wants to secure significant concessions from the other, both agreed to dial down the tit-for-tat responses and aim for a truce that could soothe financial markets while their sides resume negotiations, people familiar with the situation said. It’s not clear if they would set a definite timetable for the tariff cease-fire.The U.S. is prepared to delay the new tariffs for the moment because Beijing wouldn’t have agreed to the meeting otherwise, according to people familiar with the matter.China is willing to make minor compromises including removing the threat of restricting rare-earth exports to the U.S., people familiar with the matter said.The talks between the leaders of the world’s two largest economies mark a critical juncture in their nearly year-old trade war, and both sides have plenty to lose if it escalates. Trump is riding a strong economy and booming stock market into his re-election campaign. China’s economy has been slowing, and U.S. tariffs are encouraging some foreign companies to shift production or plan investment elsewhere to avoid the higher costs.People familiar with the talks say some advisers are pushing Trump to avoid setting a hard deadline at the G20, to avoid a situation similar to when the two leaders met in December and agreed to a 90-day tariff pause. Lighthizer and other advisers, at that point, said it was a fixed tariff-suspension period to allow time for more talks, but the deadline was repeatedly extended. When those negotiations broke down last month, Trump followed through on this threat to raise tariffs on US$200 billion of Chinese goods to 25 per cent from 10 per cent.The Chinese Commerce Ministry said in a statement that the trade chiefs exchanged views on trade and economic issues during their phone call Monday. USTR didn’t respond to a request for comment on the discussions between Lighthizer and Liu.Bloomberg.com"
21,Bloomberg News,Ros Krasny,Trump warns of epic stock market crash if he's not re-elected,"President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected.",0,"about future, not now",0,,6/15/2019,https://www.bnnbloomberg.ca/trump-warns-of-epic-stock-market-crash-if-he-s-not-re-elected-1.1273717,,"President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected. 
 “If anyone but me takes over,” Trump told his 61 million Twitter followers on Saturday, “there will be a Market Crash the likes of which has not been seen before!” 
 
 
 
 The Trump Economy is setting records, and has a long way up to go....However, if anyone but me takes over in 2020 (I know the competition very well), there will be a Market Crash the likes of which has not been seen before! KEEP AMERICA GREAT 
— Donald J. Trump (@realDonaldTrump)  June 15, 2019 
 
 
 Trump officially starts his 2020 campaign on Tuesday with a rally in Orlando, Florida, and appears to be road-testing some of the themes he’ll be touching on in the next 18 months, including stoking fear of a market meltdown. “Tuesday will be a Big Crowd and Big Day,” he said in another tweet. 
 The president has claimed several times this year and as recently as Friday in a “Fox & Friends” interview that the U.S. stock market would be 5,000 to 10,000 points higher if the Federal Reserve hadn’t raised interest rates four times in 2018. 
 He also tweeted in February that “had the opposition party” won in 2016, “the Stock Market would be down at least 10,000 points by now” -- an unprovable assertion. And in January Trump suggested that if “you want to see a Stock Market Crash, Impeach Trump.” 
 Research by Macrotrends shows the Dow Jones Industrial Average’s performance so far in Trump’s term has been middling compared with his predecessors, and trails the gains made under Democrats Barack Obama and Bill Clinton. It’s a touch above the gains logged under Republicans Ronald Reagan and George H. W. Bush; George W. Bush had presided over a losing market at this point in his first term. 
 The benchmark S&P 500 index made a record high in early May before slipping in the face of Trump’s stepped-up trade war with China. The more narrow DJIA, whose performance Trump likes to reference, last peaked more than eight months ago, on Oct. 3. 
 Read more: Trump Unleashed Animal Spirits and Then He Crushed Them 
 The Dow posted 71 record high closes in 2017, starting within a week of Trump’s inauguration, and another 15 in 2018, helped by the passage of a Republican tax bill."
186,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Sarah Ponczek,Are tech's glory days over? This US$442 billion money manager thinks so,"'You have to be very, very brave to call the top for the tech sector'",-1,,-1,,6/5/2019,https://business.financialpost.com/investing/are-techs-glory-days-over-this-us442-billion-money-manager-thinks-so,https://financialpostcom.files.wordpress.com/2014/02/apple-microsoft.jpg,"Calling a top in technology stocks isn’t for the squeamish, but that’s just what one brave investment manager is doing.That poses a dilemma for the stock market, says Principal Global Investors’ Seema Shah. Tech has juiced the bull market over the past decade, and a world without the sector’s undying strength is a grim one to picture.“If you’re worried about tech, and you can’t see any other leader coming through, then how can you be positive about U.S. equity markets as well?” says Shah, whose firm manages US$442 billion.Technology stocks have been indispensable to the equity market’s longest bull run ever. The sector is up more than 500 per cent since the 2009 bottom, and the group of six companies often associated with acronyms FAANG or FAAMG have accounted for roughly one fifth of the S&P 500’s rally. Now the market darlings have been hit with a one-two punch in the arenas of trade and regulation, throwing their role as market leaders into doubt.Semiconductor companies and tech hardware firms get a significant amount of their sales from China, pinpointing them as ground zero in the U.S.-China trade war. Plus, the move from the Trump administration to blacklist Huawei Technologies Co. has strategists across Wall Street describing the current environment as a tech war. Add in U.S. antitrust probes hovering over some of the tech mega-caps, and it’s a recipe for trouble.We don't expect there to be a recession, but we think there is a slowdown ahead“You have to be very, very brave to call the top for the tech sector,” said Shah, a senior global investment strategist. “The great times for technology are probably behind us now.”The S&P 500 technology sector fell 8.9 per cent in May, its worst month since 2008. While the group was up 0.9 per cent as of 11:55 a.m. in New York Wednesday, tech stocks are still roughly seven per cent from a record high set in April. So far this week, Facebook Inc. and Google parent Alphabet Inc. have both fallen more than five per cent in the face of regulatory concerns. While neither company actually classifies as an S&P 500 tech company, they’re often associated with the club.Not that there’s a blanket of doom and gloom over the entire sector. Some pockets, like software security companies, tend to be more stable and could continue to provide healthy returns, according to Shah. But overall, Principal Global Investors is advising clients to shift their equity holdings to a more defensive posture.Within sectors, Shah recommends utilities or real estate. Since the start of May, the two classic bond proxies are the only S&P 500 sectors in the green. Globally, she prefers U.S. stocks over emerging markets. While the American benchmark fell 6.6 per cent in May, the MSCI Emerging Markets Index dropped 7.5 per cent. The idea is to keep risk exposure, but up the onus on quality just in case the bad news falls away, she said.“We don’t expect there to be a recession, but we think there is a slowdown ahead,” said Shah. “The best way to do it is you need to stay in risk, but be more defensively positioned for that slowdown.”Bloomberg.com"
190,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Natalie Wong,Prem Watsa reveals what he thinks is the 'single best place' to put money right now,Fairfax CEO also sees more room to run in the global economy because trade tensions with China will ease,0,,1,Positive view point,5/23/2019,https://business.financialpost.com/investing/prem-watsa-reveals-what-he-thinks-is-the-single-best-place-to-put-money-right-now,https://financialpostcom.files.wordpress.com/2019/05/prem-watsa.jpg,"Investor Prem Watsa sees more room to run in the global economy because trade tensions with China will ease, and calls India the “single best place” to put money.“These trade issues with China, with Europe, once they’re solved — and my thinking is they will be solved — we might have a runway for quite a few years of economic growth,” Watsa said in a phone interview Thursday. “China needs the U.S. and the U.S. and world need China. I think economic reason will prevail and the two countries will work something out that’s to their mutual advantage.”Watsa, chief executive officer of Canadian insurer and holding company Fairfax Financial Holdings Ltd., is especially bullish on India and sees increased privatization in the economy under Prime Minister Narendra Modi. Modi just won a second term in elections, with his Bharatiya Janata Party winning a sweeping majority.“We created Fairfax India because of Mr. Modi getting elected the first time and we just think the next five years are going to be transformative,” Watsa, 68, said. “Over time, we’ll raise money in Fairfax India and over time, we’ll have many ways of putting more money into India. We think India will be the single best place to put money in the future.”Watsa said his companies have invested about $5 billion (US$3.7 billion) in India, including a stake in Catholic Syrian Bank Ltd. last year, the first time the Reserve Bank of India allowed a foreign firm to take a majority interest in a local lender. The bank is gearing up for a stock market listing, which could come as early as this year or 2020.“The government has told us they’d like an IPO before the end of this year, but we might be able to get an extension on that, and the extension might be six months or so,” Watsa said, adding that the Indian bank is poised to benefit from economic growth in the region.Despite global fears of increasing Hindu nationalism under Modi’s party, Watsa isn’t too bothered. “That’s a very small component of the BJP party and I think Mr. Modi has said clearly he’s all-inclusive, he’s focused on economic growth for everyone,” Watsa said.Watsa is also bullish on the U.S., citing many investment opportunities and effective economic policies, as well as in Greece, where Fairfax has a large stake in EuroBank Ergasias SA.“I particularly like Greece — it’s come through a very difficult time, it’s got an election coming,” he said. “If Greece follows business-friendly policies, that it well might, Greece will benefit greatly.”In Canada, Fairfax holds stakes in BlackBerry Ltd. and steelmaker Stelco Holdings Inc. and remains confident in both companies’ management, Watsa said. The firm also has a 40 per cent stake in TorStar Corp., the Canadian publishing conglomerate that’s fallen by half in the past 12-months to just 77 cents. Watsa’s taking a long-term view on the company.“TorStar hasn’t worked out yet,” he said. “We’re praying that over time, it’ll work. We take a long-term view. No plans to change stake.”Bloomberg.com"
191,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Joanna Ossinger and Michael Patterson,"With two tweets, Trump shatters historic calm in global markets",Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well,-1,,-1,,5/6/2019,https://business.financialpost.com/investing/with-two-tweets-trump-shatters-historic-calm-in-global-markets?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/05/donald-trump.jpg,"In the end, all it took was two tweets from Donald Trump.After weeks of warnings from many on Wall Street that price swings across global markets were too subdued, the American president’s threat to boost tariffs on China sent volatility soaring Monday. The VIX Index jumped 43 per cent, the most since October — the start of a horrible quarter for U.S. equities. U.S. stocks opened sharply lower today. The Dow Jones Industrial Average fell 344.33 points, or 1.30 per cent, at the open to 26,160.62. The S&P 500 opened lower by 36.75 points, or 1.25 per cent, at 2,908.89. The Nasdaq Composite dropped 182.15 points, or 2.23 per cent, to 7,981.85 at the opening bell. The TSX was down 131 points at 16,362.….of additional goods sent to us by China remain untaxed, but will be shortly, at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost, mostly borne by China. The Trade Deal with China continues, but too slowly, as they attempt to renegotiate. No!Whether they were a negotiating tactic or a sign of something more ominous, Trump’s tweets jolted markets that had been lulled in recent weeks by signs of progress in trade talks, a dovish turn by the Federal Reserve and better-than-expected corporate earnings. Investors who had grown accustomed to cross-asset volatility at or near historically low levels were once again forced to consider that all might not be smooth sailing.Tariff man is back just in time to make the stock market dive, dive, dive“When the president puts his foot down, it makes the market go down,” Chris Rupkey, chief financial economist at MUFG Union Bank in New York, wrote in an email. “Tariff man is back just in time to make the stock market dive, dive, dive.”China reportedly was considering nixing the talks that were scheduled to resume Wednesday in Washington, though the Foreign Ministry said Monday afternoon that negotiators were indeed preparing to travel to the U.S. for the meetings. The ministry declined to provide details on the schedule, however.“Trade had been put to the side by many market participants,” Andrew Tilton, chief Asia-Pacific economist at Goldman Sachs Group Inc., said on Bloomberg Television. “Market pricing assumed there would be some kind of a deal, and no further escalation in tariffs. And meanwhile the growth outlook was actually improving.” Now, “this raises the spectre of a significant hit to growth should these tariffs escalate and should the uncertainty associated with that weigh on investment going forward,” he said.“It might not be as bad as it looks” but it’s “very likely to undo all of the positive momentum we’ve seen,” said Michael McCarthy, chief market strategist at CMC Markets Asia Pacific Pty in Sydney. The question is whether this is “a last-minute negotiation tactic” or will mark a breakdown in the talks, he said.Assets across the globe were swept up by the developments. The yuan plunged the most since 2016, catching options traders off guard. WTI crude fell more than 2 per cent, dropping to nearly US$60 a barrel. Soybeans fell, while gold rose. The moves came amid heavy volume, even though Japan, South Korea and the U.K. are closed for holidays. Chinese state-backed funds were active in selected stocks, according to people familiar with the matter, seeking to cushion the blow from the sudden escalation in trade tensions.“If current news flow is simply posturing and relations get smoothed over and a U.S.-China deal is ultimately reached (though probably over a longer time frame than previously expected) CNH could temporarily trade back to 6.75,” according to Jason Daw, head of emerging-market strategy at Societe Generale SA in Singapore. “If it all falls apart and tariffs are raised this week and the two sides stop active dialogue, CNH could easily head to 6.90 in the second quarter.”CNH, the yuan traded offshore, was recently at 6.7819 per dollar, down 0.7 per cent.Nomura Holdings Inc. strategist Charlie McElligott said it’s possible the S&P 500’s recent run-up to record levels might have given Trump enough confidence “to absorb a market drawdown and again lean into what some in the administration believe is Chinese ‘slow-playing’ — all in an attempt from to extract additional last-minute deal concessions.”It remains to be seen how U.S. markets might absorb the move in the VIX, after data last week showed hedge funds were shorting the gauge at a record rate. Some have downplayed the significance of that milestone, saying the shorts are offset by longs elsewhere, but for many it brought back memories of the “volmageddon” meltdown of February 2018.Declines in equities could breed yet a further sell-off thanks to the role of quantitative players.Moves by commodity trading advisers, or CTAs, could be triggered around 2,879 on the S&P 500, according to Nomura’s McElligott. That level would be about a 2.3 per cent drop from the gauge’s close on Friday. The futures were at 2,896.50 as of 4:26 p.m. in Hong Kong, after falling as low as 2,883.50 earlier. Another “acceleration point where moves could get sloppy” is 2,890, a level important for some options strategies, he wrote.The key is whether the tweets prove to be an epic incidence of poker playing or “a raging miscalculation with vigilante markets,” McElligott said.Bloomberg’s Jackie Edwards, Masaki Kondo, Adam Haigh, Tomoko Yamazaki, Stephen Spratt and Blaise Robinson contributed.Bloomberg.com"
27,Bloomberg News,Esteban Duarte,Poloz inverts Canada’s yield curve by removing rate-hike bias,"Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt.",0,not stock related,-1,"Yield curve inversion is in general bad news for stock market, and it’s often correlated with stock market downturn",4/24/2019,https://www.bnnbloomberg.ca/poloz-inverts-canada-s-yield-curve-by-removing-rate-hike-bias-1.1248808,,"Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt. 
 The 3-month government bill yields about 1.68 per cent, compared with 1.67 per cent for the 10-year note, according to data compiled by Bloomberg. An inverted government yield curve is seen by some economists as a signal of a looming recession. The curve inverted in late March for the first time since 2007, before returning to normal on April 3. 
 Policy makers in Ottawa led by Governor Poloz left their benchmark overnight rate unchanged at 1.75 per cent for a fourth straight decision Wednesday, and dropped a reference to future increases that had been in every rate statement since the end of 2017. 
 The bank mentioned a series of factors -- from slower global growth to sluggish housing and oil sectors -- that brought Canada’s economy to a near halt over the past six months. It also laid out a more dour growth forecast for this year than economists are expecting. 
 
 The bulk of Canada’s yield curve remains normal, with most long-term rates higher than short-term ones. There is a 16 basis-point gap between two- and 10-year bonds. The U.S. also has an inverted curve, when comparing three-month and 10-year notes. 
 The loonie declined after the dovish rate announcement, dipping close to a four-month low before paring losses. The currency traded at $1.3460 per U.S. dollar at 11:51 a.m. One dollar buys about 74 U.S. cents. Canadian Imperial Bank of Commerce advised clients to bet on further declines in the Canadian dollar. 
 --With assistance from Theophilos Argitis."
