REF_DATE,GEO,DGUID,Components,Unit of measure,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,249203,,,,0
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,253428,,,,0
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,259345,,,,0
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,268860,,,,0
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,276618,,,,0
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,285472,,,,0
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,293456,,,,0
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,301549,,,,0
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,307574,,,,0
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,314059,,,,0
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Dollars,Dollars,81,millions,6,v122667747,1.24.1,319836,,,,0
2019-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.99,,,,2
2019-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.00,,,,2
2019-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.01,,,,2
2019-04,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.02,,,,2
2019-05,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.03,,,,2
2019-06,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.03,,,,2
2019-07,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.03,,,,2
2019-08,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.00,,,,2
2019-09,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,3.00,,,,2
2019-10,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.98,,,,2
2019-11,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.99,,,,2
2019-12,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.99,,,,2
2020-01,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.99,,,,2
2020-02,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.99,,,,2
2020-03,Canada,2016A000011124,"Fixed rate, outstanding balances, residential mortgages, uninsured, 5 years and more",Interest rate,Percent,239,units,0,v122667798,1.24.2,2.98,,,,2
2019-01,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,5062,,,,0
2019-02,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,4331,,,,0
2019-03,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,4372,,,,0
2019-04,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,4116,,,,0
2019-05,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,4062,,,,0
2019-06,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,3348,,,,0
2019-07,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,3102,,,,0
2019-08,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2643,,,,0
2019-09,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2152,,,,0
2019-10,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2057,,,,0
2019-11,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2096,,,,0
2019-12,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2094,,,,0
2020-01,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2128,,,,0
2020-02,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,2277,,,,0
2020-03,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Dollars,Dollars,81,millions,6,v122667748,1.25.1,5312,,,,0
2019-01,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.51,,,,2
2019-02,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.58,,,,2
2019-03,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.65,,,,2
2019-04,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.69,,,,2
2019-05,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.69,,,,2
2019-06,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.73,,,,2
2019-07,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.79,,,,2
2019-08,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.83,,,,2
2019-09,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.89,,,,2
2019-10,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.87,,,,2
2019-11,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.79,,,,2
2019-12,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.80,,,,2
2020-01,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.71,,,,2
2020-02,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,3.74,,,,2
2020-03,Canada,2016A000011124,"Total, funds advanced, variable rate mortgages",Interest rate,Percent,239,units,0,v122667799,1.25.2,2.28,,,,2
2019-01,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,2792,,,,0
2019-02,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,2207,,,,0
2019-03,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,2195,,,,0
2019-04,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,2055,,,,0
2019-05,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,1948,,,,0
2019-06,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,1611,,,,0
2019-07,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,1428,,,,0
2019-08,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,1240,,,,0
2019-09,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,977,,,,0
2019-10,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,900,,,,0
2019-11,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,931,,,,0
2019-12,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,933,,,,0
2020-01,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,936,,,,0
2020-02,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,1032,,,,0
2020-03,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667749,1.26.1,2593,,,,0
2019-01,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.29,,,,2
2019-02,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.37,,,,2
2019-03,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.40,,,,2
2019-04,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.37,,,,2
2019-05,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.30,,,,2
2019-06,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.27,,,,2
2019-07,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.24,,,,2
2019-08,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.24,,,,2
2019-09,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.26,,,,2
2019-10,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.26,,,,2
2019-11,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.23,,,,2
2019-12,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.24,,,,2
2020-01,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.24,,,,2
2020-02,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,3.20,,,,2
2020-03,Canada,2016A000011124,"Funds advanced, closed non-convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667800,1.26.2,2.02,,,,2
2019-01,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1810,,,,0
2019-02,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1694,,,,0
2019-03,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1691,,,,0
2019-04,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1479,,,,0
2019-05,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1467,,,,0
2019-06,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1102,,,,0
2019-07,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,997,,,,0
2019-08,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,795,,,,0
2019-09,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,603,,,,0
2019-10,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,650,,,,0
2019-11,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,700,,,,0
2019-12,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,678,,,,0
2020-01,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,775,,,,0
2020-02,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,761,,,,0
2020-03,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Dollars,Dollars,81,millions,6,v122667750,1.27.1,1994,,,,0
2019-01,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.36,,,,2
2019-02,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.41,,,,2
2019-03,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.45,,,,2
2019-04,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.40,,,,2
2019-05,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.37,,,,2
2019-06,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.34,,,,2
2019-07,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.32,,,,2
2019-08,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.31,,,,2
2019-09,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.32,,,,2
2019-10,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.31,,,,2
2019-11,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.31,,,,2
2019-12,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.29,,,,2
2020-01,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.28,,,,2
2020-02,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,3.28,,,,2
2020-03,Canada,2016A000011124,"Funds advanced, closed convertible variable rate mortgages",Interest rate,Percent,239,units,0,v122667801,1.27.2,1.84,,,,2
2019-01,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,461,,,,0
2019-02,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,429,,,,0
2019-03,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,486,,,,0
2019-04,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,582,,,,0
2019-05,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,647,,,,0
2019-06,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,636,,,,0
2019-07,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,677,,,,0
2019-08,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,608,,,,0
2019-09,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,572,,,,0
2019-10,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,507,,,,0
2019-11,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,465,,,,0
2019-12,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,483,,,,0
2020-01,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,417,,,,0
2020-02,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,484,,,,0
2020-03,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Dollars,Dollars,81,millions,6,v122667751,1.28.1,725,,,,0
2019-01,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.38,,,,2
2019-02,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.37,,,,2
2019-03,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.48,,,,2
2019-04,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.52,,,,2
2019-05,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.56,,,,2
2019-06,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.60,,,,2
2019-07,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.64,,,,2
2019-08,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.68,,,,2
2019-09,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.58,,,,2
2019-10,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.65,,,,2
2019-11,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.62,,,,2
2019-12,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.60,,,,2
2020-01,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.60,,,,2
2020-02,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,5.63,,,,2
2020-03,Canada,2016A000011124,"Funds advanced, open variable rate mortgages",Interest rate,Percent,239,units,0,v122667802,1.28.2,4.45,,,,2
2019-01,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,15263,,,,0
2019-02,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,15307,,,,0
2019-03,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,16212,,,,0
2019-04,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,19062,,,,0
2019-05,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,20451,,,,0
2019-06,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,19895,,,,0
2019-07,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,21713,,,,0
2019-08,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,20531,,,,0
2019-09,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,19460,,,,0
2019-10,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,19187,,,,0
2019-11,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,17549,,,,0
2019-12,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,17689,,,,0
2020-01,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,16494,,,,0
2020-02,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,16512,,,,0
2020-03,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Dollars,Dollars,81,millions,6,v122667752,1.29.1,20268,,,,0
2019-01,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.39,,,,2
2019-02,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.39,,,,2
2019-03,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.32,,,,2
2019-04,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.12,,,,2
2019-05,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.03,,,,2
2019-06,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,5.96,,,,2
2019-07,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,5.95,,,,2
2019-08,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,5.96,,,,2
2019-09,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,5.93,,,,2
2019-10,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,5.95,,,,2
2019-11,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.09,,,,2
2019-12,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.12,,,,2
2020-01,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.28,,,,2
2020-02,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,6.12,,,,2
2020-03,Canada,2016A000011124,"Total, funds advanced for non-mortgage loans, consumer credit",Interest rate,Percent,239,units,0,v122667803,1.29.2,4.80,,,,2
2019-01,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,2776,,,,0
2019-02,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,2988,,,,0
2019-03,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,3410,,,,0
2019-04,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,3876,,,,0
2019-05,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,4421,,,,0
2019-06,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,4070,,,,0
2019-07,Canada,2016A000011124,"Funds advanced for non-mortgage loans, consumer credit, personal loan plans",Dollars,Dollars,81,millions,6,v122667753,1.30.1,4717,,,,0
