,description,publishedAt,title,title_desc_sent_1,title_desc
17,"'As the virus spreads, the case for a coordinated and synchronized global fiscal stimulus is becoming stronger by the hour'",2020-03-16,IMF ready to mobilize $1 trillion in loans to help countries counter coronavirus outbreak,-1,"IMF ready to mobilize $1 trillion in loans to help countries counter coronavirus outbreak. 'As the virus spreads, the case for a coordinated and synchronized global fiscal stimulus is becoming stronger by the hour'"
105,"Telephone poll shows a clear majority continue to say higher borrowing costs are either having no impact, or a positive one, on personal spending",2019-02-14,Interest rate hikes don't seem to be hurting Canadian households after all,1,"Interest rate hikes don't seem to be hurting Canadian households after all. Telephone poll shows a clear majority continue to say higher borrowing costs are either having no impact, or a positive one, on personal spending"
91,U.S. central bank keeps benchmark rate in range between 2.25% and 2.5%,2019-06-19,Federal Reserve holds key interest rate steady — but its patience is wearing thin,1,Federal Reserve holds key interest rate steady — but its patience is wearing thin. U.S. central bank keeps benchmark rate in range between 2.25% and 2.5%
111,"Developers may be cautious short-term, but are confident prices will continue to rise longer term due to supply constraints and Toronto's growth prospects",2018-12-18,"Toronto condo party to sober up in 2019, developers say, but don't expect prices to go down",0,"Toronto condo party to sober up in 2019, developers say, but don't expect prices to go down. Developers may be cautious short-term, but are confident prices will continue to rise longer term due to supply constraints and Toronto's growth prospects"
89,There's a raft of bullish factors for the precious metal right now,2019-06-24,"Gold is still gaining today, bringing prices near the highest level since 2013 with bulls 'back in control'",0,"Gold is still gaining today, bringing prices near the highest level since 2013 with bulls 'back in control'. There's a raft of bullish factors for the precious metal right now"
48,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
109,"Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected",2019-01-16,"In Canada's housing slowdown, Vancouver proves to be the weakest link",0,"In Canada's housing slowdown, Vancouver proves to be the weakest link. Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected"
113,Observers calling out Trump over whether trade talks had created any meaningful breakthrough,2018-12-04,"Dow plunges almost 800 points over flattening yield curve, lost confidence on U.S.-China trade deal",-1,"Dow plunges almost 800 points over flattening yield curve, lost confidence on U.S.-China trade deal. Observers calling out Trump over whether trade talks had created any meaningful breakthrough"
50,Losses of $10.9 million were subsidized by a Crown corporation's earnings,2019-11-20,"Trans Mountain received $320M in government subsidies in 2019, report finds",1,"Trans Mountain received $320M in government subsidies in 2019, report finds. Losses of $10.9 million were subsidized by a Crown corporation's earnings"
85,Lagarde becomes the first woman to run euro-area monetary policy,2019-07-02,Christine Lagarde to succeed Mario Draghi as ECB chief just as economy weakens,0,Christine Lagarde to succeed Mario Draghi as ECB chief just as economy weakens. Lagarde becomes the first woman to run euro-area monetary policy
46,Saskatchewan has been a leader in sustainable farming practices,2019-11-29,Sustainable' is a trendy word in the food industry — but farmers aren't getting enough credit for it,0,Sustainable' is a trendy word in the food industry — but farmers aren't getting enough credit for it. Saskatchewan has been a leader in sustainable farming practices
36,Debt from all sectors — ranging from household to government to corporate bonds — has surged,2020-01-13,Global debt-to-GDP ratio has now hit an all-time high of 322%,0,Global debt-to-GDP ratio has now hit an all-time high of 322%. Debt from all sectors — ranging from household to government to corporate bonds — has surged
33,Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.,2020-01-21,Stephen Poloz enters home stretch hawkish on rates,-1,Stephen Poloz enters home stretch hawkish on rates. Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.
90,"Soldiers deployed at home sent to cope with fires, floods",2019-06-24,Canada's military feeling the strain responding to climate change,0,"Canada's military feeling the strain responding to climate change. Soldiers deployed at home sent to cope with fires, floods"
30,At least 121 wealthy people have signed letter titled Millionaires Against Pitchforks,2020-01-22,Patriotic Millionaires urge the rich to pay 'higher and fairer taxes',0,Patriotic Millionaires urge the rich to pay 'higher and fairer taxes'. At least 121 wealthy people have signed letter titled Millionaires Against Pitchforks
65,'A negative supply shock like this ... is just what we don't need',2019-09-16,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn,-1,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn. 'A negative supply shock like this ... is just what we don't need'
3,"(Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ...",2020-05-06,HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market,0,"HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market. (Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ..."
14,"When this is all over, will penny-pinchers remember the value of governments?",2020-03-20,"As COVID-19 hits the economy, bailouts are a fresh reminder why governments matter: Don Pittis",0,"As COVID-19 hits the economy, bailouts are a fresh reminder why governments matter: Don Pittis. When this is all over, will penny-pinchers remember the value of governments?"
61,It's nothing that a senior can really afford',2019-10-02,"Rents have just gone sky high': Cardigan candidates, voters weigh in on housing crisis",1,"Rents have just gone sky high': Cardigan candidates, voters weigh in on housing crisis. It's nothing that a senior can really afford'"
105,"Telephone poll shows a clear majority continue to say higher borrowing costs are either having no impact, or a positive one, on personal spending",2019-02-14,Interest rate hikes don't seem to be hurting Canadian households after all,1,"Interest rate hikes don't seem to be hurting Canadian households after all. Telephone poll shows a clear majority continue to say higher borrowing costs are either having no impact, or a positive one, on personal spending"
83,"The sun is shining, the birds are chirping, but central bankers must plan for storms",2019-07-08,Expect Bank of Canada to take heart from an improving U.S. economic climate: Don Pittis,1,"Expect Bank of Canada to take heart from an improving U.S. economic climate: Don Pittis. The sun is shining, the birds are chirping, but central bankers must plan for storms"
98,"Cold storage business can handle live, frozen seafood",2019-05-21,Seafood storage facility to create jobs for Eskasoni First Nation,0,"Seafood storage facility to create jobs for Eskasoni First Nation. Cold storage business can handle live, frozen seafood"
39,"Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill",2019-12-20,Let there be light': Solar power means church no longer pays a power bill,0,"Let there be light': Solar power means church no longer pays a power bill. Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill"
