,description,publishedAt,title,title_desc_sent_1,title_desc
28,"The government may focus on mental health, climate change and housing, says Jennifer Moss",2020-02-09,What a 'well-being budget' could look like in Canada,0,"What a 'well-being budget' could look like in Canada. The government may focus on mental health, climate change and housing, says Jennifer Moss"
13,"Gross domestic product rose 0.1 per cent from December, missing economist estimates for a 0.2 per cent gain",2020-03-31,Canada ekes out meagre growth in January before COVID-19 pandemic shut down economy,-1,"Canada ekes out meagre growth in January before COVID-19 pandemic shut down economy. Gross domestic product rose 0.1 per cent from December, missing economist estimates for a 0.2 per cent gain"
31,"Statistics Canada looks to Big Data to size up Canadians, but are the numbers biased?",2020-01-20,Statistics are great unless they measure the wrong things: Don Pittis,0,"Statistics are great unless they measure the wrong things: Don Pittis. Statistics Canada looks to Big Data to size up Canadians, but are the numbers biased?"
44,"Trudeau met with Latvian President Egils Levits, Prince Charles earlier Tuesday",2019-12-04,"Canada 'slightly delinquent' on defence spending, Trump says at NATO gathering",0,"Canada 'slightly delinquent' on defence spending, Trump says at NATO gathering. Trudeau met with Latvian President Egils Levits, Prince Charles earlier Tuesday"
30,I'm beginning to see now that the statistics ring true so it's been tough',2020-01-26,It's been tough': Edmonton's job market limps into new year,-1,It's been tough': Edmonton's job market limps into new year. I'm beginning to see now that the statistics ring true so it's been tough'
71,Government says debt would have been $120B by 2024 under previous NDP plan,2019-08-27,"Alberta government focuses on high debt, not improved deficit, revenue numbers in Q1 update",-1,"Alberta government focuses on high debt, not improved deficit, revenue numbers in Q1 update. Government says debt would have been $120B by 2024 under previous NDP plan"
8,This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season',2020-04-23,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions,0,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions. This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season'
72,"Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth",2019-08-23,The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June,1,"The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June. Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth"
105,Canada's statistics agency will stop releasing monthly merchandise trade data indefinitely because of the U.S. government shutdown,2019-01-17,Forget about getting fresh trade data — the U.S. shutdown is now hitting Canada,-1,Forget about getting fresh trade data — the U.S. shutdown is now hitting Canada. Canada's statistics agency will stop releasing monthly merchandise trade data indefinitely because of the U.S. government shutdown
129,The Canadian dollar is heading for its worst week in a year amid worries that U.S. metal tariffs will further weaken economic growth that came in below expectations for the second half of last year.,2018-03-02,"Loonie set for steepest weekly drop in a year on trade worries, GDP miss",-1,"Loonie set for steepest weekly drop in a year on trade worries, GDP miss. The Canadian dollar is heading for its worst week in a year amid worries that U.S. metal tariffs will further weaken economic growth that came in below expectations for the second half of last year."
100,"Canada’s sluggish economic data opens the door for Finance Minister Bill Morneau to spend more in his pre-election budget, according to Bank of Nova Scotia.",2019-03-01,Weak Canadian GDP data opens door for stimulus budget: Scotiabank,-1,"Weak Canadian GDP data opens door for stimulus budget: Scotiabank. Canada’s sluggish economic data opens the door for Finance Minister Bill Morneau to spend more in his pre-election budget, according to Bank of Nova Scotia."
127,"Canada’s economy rebounded more than economists forecast in February, as idled oil and auto production came back on line.",2018-05-01,Canadian economy rebounds as oil and auto production ramps up,1,"Canadian economy rebounds as oil and auto production ramps up. Canada’s economy rebounded more than economists forecast in February, as idled oil and auto production came back on line."
110,"Heightened trade uncertainty over the summer took a major toll on Canada's economy in the third quarter, prompting households to slow consumption and businesses to sharply curtail investment.",2018-11-30,"Canada's growth weakens as investment drops, consumers fade",-1,"Canada's growth weakens as investment drops, consumers fade. Heightened trade uncertainty over the summer took a major toll on Canada's economy in the third quarter, prompting households to slow consumption and businesses to sharply curtail investment."
112,"The U.S. economy remained on a solid footing in the third quarter, matching previously reported results, as stronger business investment and a bigger boost from inventories cushioned the worst trade drag since 1984.",2018-11-28,U.S. economy grew at unrevised 3.5% pace in third quarter,1,"U.S. economy grew at unrevised 3.5% pace in third quarter. The U.S. economy remained on a solid footing in the third quarter, matching previously reported results, as stronger business investment and a bigger boost from inventories cushioned the worst trade drag since 1984."
19,Finance minister‚Äôs budget bets outbreak is more public health than economic problem,2020-03-11,"With little to say on coronavirus, is Quebec's budget 'of the future' out of sync with the present?",0,"With little to say on coronavirus, is Quebec's budget 'of the future' out of sync with the present?. Finance minister‚Äôs budget bets outbreak is more public health than economic problem"
95,No strong case to move in either direction,2019-05-22,Fed signals patience on rate moves ‘for some time’,0,Fed signals patience on rate moves ‘for some time’. No strong case to move in either direction
13,"Gross domestic product rose 0.1 per cent from December, missing economist estimates for a 0.2 per cent gain",2020-03-31,Canada ekes out meagre growth in January before COVID-19 pandemic shut down economy,-1,"Canada ekes out meagre growth in January before COVID-19 pandemic shut down economy. Gross domestic product rose 0.1 per cent from December, missing economist estimates for a 0.2 per cent gain"
43,"There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee",2019-12-12,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises",0,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises. There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee"
107,"Canadian gross domestic product grew at the fastest pace in five months on a lift from manufacturing, giving the economy fresh momentum to open the fourth quarter.",2018-12-21,"Canada's GDP grows at fastest pace in 5 months, boosted by factories",1,"Canada's GDP grows at fastest pace in 5 months, boosted by factories. Canadian gross domestic product grew at the fastest pace in five months on a lift from manufacturing, giving the economy fresh momentum to open the fourth quarter."
96,Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon,2019-04-01,"Stephen Poloz confident slowdown is temporary, but low rates still needed",-1,"Stephen Poloz confident slowdown is temporary, but low rates still needed. Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon"
61,"That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats",2019-09-30,"Liberals promises new spending and four more years of deficits, each above $20 billion",1,"Liberals promises new spending and four more years of deficits, each above $20 billion. That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats"
61,"That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats",2019-09-30,"Liberals promises new spending and four more years of deficits, each above $20 billion",1,"Liberals promises new spending and four more years of deficits, each above $20 billion. That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats"
31,"Statistics Canada looks to Big Data to size up Canadians, but are the numbers biased?",2020-01-20,Statistics are great unless they measure the wrong things: Don Pittis,0,"Statistics are great unless they measure the wrong things: Don Pittis. Statistics Canada looks to Big Data to size up Canadians, but are the numbers biased?"
81,"China’s economy slowed to the weakest pace since quarterly data began in 1992 amid the ongoing trade standoff with the U.S., while monthly indicators provided signs that a stabilization is emerging.",2019-07-14,China's growth slides to weakest pace in almost three decades,-1,"China's growth slides to weakest pace in almost three decades. China’s economy slowed to the weakest pace since quarterly data began in 1992 amid the ongoing trade standoff with the U.S., while monthly indicators provided signs that a stabilization is emerging."
72,"Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth",2019-08-23,The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June,1,"The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June. Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth"
14,"The new figure of 929,000 — 5% of the labour force — includes claims made over the weekend, source says",2020-03-24,Nearly 1 million Canadians applied for jobless claims last week as economy rapidly deteriorates,-1,"Nearly 1 million Canadians applied for jobless claims last week as economy rapidly deteriorates. The new figure of 929,000 — 5% of the labour force — includes claims made over the weekend, source says"
102,"After a monthlong delay due to the federal shutdown, data out Thursday will show just how much steam the U.S. economy lost in the fourth quarter -- and what it all means for 2019.",2019-02-27,Month-late GDP data to detail where the U.S. economy is losing steam,-1,"Month-late GDP data to detail where the U.S. economy is losing steam. After a monthlong delay due to the federal shutdown, data out Thursday will show just how much steam the U.S. economy lost in the fourth quarter -- and what it all means for 2019."
61,"That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats",2019-09-30,"Liberals promises new spending and four more years of deficits, each above $20 billion",1,"Liberals promises new spending and four more years of deficits, each above $20 billion. That’s despite new revenues including 3% tax on digital giants and luxury tax on $100,000 plus cars and boats"
1,PBO says it's possible federal debt will hit $1 trillion because of pandemic relief spending,2020-05-13,"Federal deficit likely to be higher than $252 billion, parliamentary budget¬†officer says",-1,"Federal deficit likely to be higher than $252 billion, parliamentary budget¬†officer says. PBO says it's possible federal debt will hit $1 trillion because of pandemic relief spending"
53,"Canada’s economy grew slower than forecast in August after a lull in the prior month, reinforcing the view the nation’s economy is showing signs of decelerating into the second half of the year.",2019-10-31,Canada's economy grew at a slower-than-expected pace in August,-1,"Canada's economy grew at a slower-than-expected pace in August. Canada’s economy grew slower than forecast in August after a lull in the prior month, reinforcing the view the nation’s economy is showing signs of decelerating into the second half of the year."
119,"Canada’s economy grew at the fastest pace in a year in the second quarter as exports surged, though a slowdown in business investment may cast some clouds over the brighter economic picture.",2018-08-30,Canadian economy surges in second quarter on higher exports,1,"Canadian economy surges in second quarter on higher exports. Canada’s economy grew at the fastest pace in a year in the second quarter as exports surged, though a slowdown in business investment may cast some clouds over the brighter economic picture."
66,"Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy",2019-09-17,The candidates: Great Slave,0,"The candidates: Great Slave. Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy"
35,"Belarus relies on Russia for 80% of energy needs, hosts pipeline that Russia uses to export oil",2020-01-03,Russia cuts off oil supplies to Belarus as economic talks collapse,0,"Russia cuts off oil supplies to Belarus as economic talks collapse. Belarus relies on Russia for 80% of energy needs, hosts pipeline that Russia uses to export oil"
115,"With China’s economic expansion expected to slow as trade wars heat up, a closer look at the data may offer a better look at what’s really happening in the world’s second-largest economy.",2018-10-18,"What to watch in China's GDP report: Trade, autos, manufacturing",-1,"What to watch in China's GDP report: Trade, autos, manufacturing. With China’s economic expansion expected to slow as trade wars heat up, a closer look at the data may offer a better look at what’s really happening in the world’s second-largest economy."
62,Candidates gathered for panel discussion Friday,2019-09-28,The candidates for Regina‚ÄíLewvan and where they stand on the issues,0,The candidates for Regina‚ÄíLewvan and where they stand on the issues. Candidates gathered for panel discussion Friday
95,No strong case to move in either direction,2019-05-22,Fed signals patience on rate moves ‘for some time’,0,Fed signals patience on rate moves ‘for some time’. No strong case to move in either direction
80,Canadian firms among many investing billions in extraterrestrial ventures,2019-07-17,Companies look to cash in on out-of-this-world profits in new space economy,1,Companies look to cash in on out-of-this-world profits in new space economy. Canadian firms among many investing billions in extraterrestrial ventures
34,"China’s economy stabilized last quarter after slowing to the weakest pace in almost three decades, with the first acceleration in investment since June signaling that a firmer recovery could be underway.",2020-01-16,China's economy grew 6% in fourth quarter as demand stabilized,1,"China's economy grew 6% in fourth quarter as demand stabilized. China’s economy stabilized last quarter after slowing to the weakest pace in almost three decades, with the first acceleration in investment since June signaling that a firmer recovery could be underway."
30,I'm beginning to see now that the statistics ring true so it's been tough',2020-01-26,It's been tough': Edmonton's job market limps into new year,-1,It's been tough': Edmonton's job market limps into new year. I'm beginning to see now that the statistics ring true so it's been tough'
116,"The U.S. economy grew in the second quarter at an unrevised 4.2 per cent pace, the fastest since late 2014, indicating a solid foundation for this quarter, Commerce Department data showed Thursday.",2018-09-27,U.S. economy grew at unrevised 4.2% pace in second quarter,1,"U.S. economy grew at unrevised 4.2% pace in second quarter. The U.S. economy grew in the second quarter at an unrevised 4.2 per cent pace, the fastest since late 2014, indicating a solid foundation for this quarter, Commerce Department data showed Thursday."
92,"With housing and oil off the boil, why hasn't the Canadian economy gone into free fall?",2019-05-31,Why the Canadian economy seems divorced from traditional signals: Don Pittis,0,"Why the Canadian economy seems divorced from traditional signals: Don Pittis. With housing and oil off the boil, why hasn't the Canadian economy gone into free fall?"
65,"About 600,000 people affected around world by travel company's bankruptcy",2019-09-23,Where are Thomas Cook travellers stranded? Here's how 17 countries are responding,0,"Where are Thomas Cook travellers stranded? Here's how 17 countries are responding. About 600,000 people affected around world by travel company's bankruptcy"
47,Canada’s economy is shifting into a lower gear as some of the country’s growth drivers begin to lose steam.,2019-11-28,Canada's economy faces a prolonged period of sluggish growth,-1,Canada's economy faces a prolonged period of sluggish growth. Canada’s economy is shifting into a lower gear as some of the country’s growth drivers begin to lose steam.
123,"U.S. President Donald Trump predicted data on Friday will show the U.S. economy is in “terrific” shape amid forecasts that growth topped 4 per cent in the second quarter, the fastest since 2014.",2018-07-27,Trump predicts data will show U.S. economy in ‘terrific’ shape,1,"Trump predicts data will show U.S. economy in ‘terrific’ shape. U.S. President Donald Trump predicted data on Friday will show the U.S. economy is in “terrific” shape amid forecasts that growth topped 4 per cent in the second quarter, the fastest since 2014."
101,"The U.S. economy cooled by less than expected last quarter as business investment picked up, suggesting growth could be stronger for longer as the Federal Reserve takes a patient approach to interest rates.",2019-02-28,U.S. GDP grows above-forecast 2.6% as business spending picks up,1,"U.S. GDP grows above-forecast 2.6% as business spending picks up. The U.S. economy cooled by less than expected last quarter as business investment picked up, suggesting growth could be stronger for longer as the Federal Reserve takes a patient approach to interest rates."
116,"The U.S. economy grew in the second quarter at an unrevised 4.2 per cent pace, the fastest since late 2014, indicating a solid foundation for this quarter, Commerce Department data showed Thursday.",2018-09-27,U.S. economy grew at unrevised 4.2% pace in second quarter,1,"U.S. economy grew at unrevised 4.2% pace in second quarter. The U.S. economy grew in the second quarter at an unrevised 4.2 per cent pace, the fastest since late 2014, indicating a solid foundation for this quarter, Commerce Department data showed Thursday."
58,"Still few signs of Canadian recession, but this week's data may tell us more",2019-10-08,All eyes on Canadian jobs numbers as election heads into 5th week: Don Pittis,0,"All eyes on Canadian jobs numbers as election heads into 5th week: Don Pittis. Still few signs of Canadian recession, but this week's data may tell us more"
72,"Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth",2019-08-23,The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June,1,"The Toronto Raptors' NBA playoff run helped boost retail sales in Canada in June. Canadian retail sales beat forecasts in June, keeping the economy on track for what's anticipated to have been a strong second quarter of growth"
59,"All the major federal parties have committed to current levels of funding, but B.C. group wants more",2019-10-05,Stroller brigades' across B.C. make plea for national child-care strategy,0,"Stroller brigades' across B.C. make plea for national child-care strategy. All the major federal parties have committed to current levels of funding, but B.C. group wants more"
88,"Congress hears that tariffs on imports hurting family businesses, companies of all sizes",2019-06-17,U.S. businesses beg Trump not to escalate tariffs on China,0,"U.S. businesses beg Trump not to escalate tariffs on China. Congress hears that tariffs on imports hurting family businesses, companies of all sizes"
16,Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes',-1,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes'. Federal Reserve removes limits on how much debt it will take on from banks as collateral
9,Provinces are likely to need more assistance from the federal government — which could trigger a downgrade,2020-04-23,Canada's AAA credit rating on the line as oil crash slams debt-loaded provinces,-1,Canada's AAA credit rating on the line as oil crash slams debt-loaded provinces. Provinces are likely to need more assistance from the federal government — which could trigger a downgrade
50,"In New York, Dow Jones industrial average up 42.32 points to 28,164",2019-11-27,North American markets reach new record highs on stronger U.S. economic growth,1,"North American markets reach new record highs on stronger U.S. economic growth. In New York, Dow Jones industrial average up 42.32 points to 28,164"
54,"Gross domestic product edged up slightly, but fell short of expectations",2019-10-31,"Canada's economy grew 0.1% in August, Statistics Canada reports",1,"Canada's economy grew 0.1% in August, Statistics Canada reports. Gross domestic product edged up slightly, but fell short of expectations"
57,Kenney government reveals 'ambitious' plan for economic growth,2019-10-25,Alberta looks to private sector and pipelines to deliver better times,1,Alberta looks to private sector and pipelines to deliver better times. Kenney government reveals 'ambitious' plan for economic growth
96,Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon,2019-04-01,"Stephen Poloz confident slowdown is temporary, but low rates still needed",-1,"Stephen Poloz confident slowdown is temporary, but low rates still needed. Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon"
48,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
63,"Goal isn't to come up with something politically palatable, it's to secure future: May",2019-09-27,"Canadian industry is 'addicted to fossil fuels,' but the Green Party can change that, says Elizabeth May",0,"Canadian industry is 'addicted to fossil fuels,' but the Green Party can change that, says Elizabeth May. Goal isn't to come up with something politically palatable, it's to secure future: May"
62,Candidates gathered for panel discussion Friday,2019-09-28,The candidates for Regina‚ÄíLewvan and where they stand on the issues,0,The candidates for Regina‚ÄíLewvan and where they stand on the issues. Candidates gathered for panel discussion Friday
99,"The global economy’s sharp loss of speed through 2018 has left the pace of expansion the weakest since the global financial crisis a decade ago, according to Bloomberg Economics.",2019-03-11,Global economy hits its weakest spell since financial crisis,-1,"Global economy hits its weakest spell since financial crisis. The global economy’s sharp loss of speed through 2018 has left the pace of expansion the weakest since the global financial crisis a decade ago, according to Bloomberg Economics."
7,"GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low",2020-04-29,America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun,-1,"America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun. GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low"
96,Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon,2019-04-01,"Stephen Poloz confident slowdown is temporary, but low rates still needed",-1,"Stephen Poloz confident slowdown is temporary, but low rates still needed. Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon"
3,Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry,2020-05-06,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports",-1,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports. Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry"
12,"‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn",0,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin"
108,Factories lead fastest economic growth in five months,2018-12-21,Canada’s economy grows faster than expected,1,Canada’s economy grows faster than expected. Factories lead fastest economic growth in five months
50,"In New York, Dow Jones industrial average up 42.32 points to 28,164",2019-11-27,North American markets reach new record highs on stronger U.S. economic growth,1,"North American markets reach new record highs on stronger U.S. economic growth. In New York, Dow Jones industrial average up 42.32 points to 28,164"
28,"The government may focus on mental health, climate change and housing, says Jennifer Moss",2020-02-09,What a 'well-being budget' could look like in Canada,0,"What a 'well-being budget' could look like in Canada. The government may focus on mental health, climate change and housing, says Jennifer Moss"
111,Turmoil in Canada’s two largest export sectors threatens to undermine the country’s so-far-so-good economic expansion.,2018-11-29,Auto and oil woes cast pall over Canada’s economic expansion,0,Auto and oil woes cast pall over Canada’s economic expansion. Turmoil in Canada’s two largest export sectors threatens to undermine the country’s so-far-so-good economic expansion.
118,"Canada’s measure of real gross domestic product will get a boost after the legalization of marijuana adds as much as $8 billion to the country’s economy, according to Toronto-Dominion Bank.",2018-09-19,"Marijuana to boost Canada's 2019 GDP, at least on paper: TD",1,"Marijuana to boost Canada's 2019 GDP, at least on paper: TD. Canada’s measure of real gross domestic product will get a boost after the legalization of marijuana adds as much as $8 billion to the country’s economy, according to Toronto-Dominion Bank."
84,"Canada recorded a second strong month of growth in April, driven by rebounding oil output that is returning the nation’s economy to a more solid footing.",2019-06-28,Oil rebound drives Canada's best two-month GDP gain since 2017,1,"Oil rebound drives Canada's best two-month GDP gain since 2017. Canada recorded a second strong month of growth in April, driven by rebounding oil output that is returning the nation’s economy to a more solid footing."
26,"Containers sitting idle at major import hubs of Vancouver, Montreal and Halifax",2020-02-21,Rail blockades causing containers to pile up at Canadian ports,0,"Rail blockades causing containers to pile up at Canadian ports. Containers sitting idle at major import hubs of Vancouver, Montreal and Halifax"
24,"Upwardly revised contributions from trade and inventories kept gross domestic product expanding at a solid 2.1 per cent annualized rate in the fourth quarter, matching estimates for no revision of the initially reported rate, Commerce Department data showed Thursday.",2020-02-27,U.S. fourth-quarter GDP revisions show weaker underlying demand,-1,"U.S. fourth-quarter GDP revisions show weaker underlying demand. Upwardly revised contributions from trade and inventories kept gross domestic product expanding at a solid 2.1 per cent annualized rate in the fourth quarter, matching estimates for no revision of the initially reported rate, Commerce Department data showed Thursday."
80,Canadian firms among many investing billions in extraterrestrial ventures,2019-07-17,Companies look to cash in on out-of-this-world profits in new space economy,1,Companies look to cash in on out-of-this-world profits in new space economy. Canadian firms among many investing billions in extraterrestrial ventures
80,Canadian firms among many investing billions in extraterrestrial ventures,2019-07-17,Companies look to cash in on out-of-this-world profits in new space economy,1,Companies look to cash in on out-of-this-world profits in new space economy. Canadian firms among many investing billions in extraterrestrial ventures
126,"The U.S. economy expanded in the first quarter at a slower pace than previously estimated, reflecting downward revisions to spending on services and to inventory investment, according to Commerce Department data released Thursday.",2018-06-28,U.S. first-quarter GDP growth revised down to 2% on services,-1,"U.S. first-quarter GDP growth revised down to 2% on services. The U.S. economy expanded in the first quarter at a slower pace than previously estimated, reflecting downward revisions to spending on services and to inventory investment, according to Commerce Department data released Thursday."
27,"Changes likely to impact service, farming and health-care industries, among others",2020-02-19,British immigration overhaul takes aim at 'cheap labour from Europe',0,"British immigration overhaul takes aim at 'cheap labour from Europe'. Changes likely to impact service, farming and health-care industries, among others"
108,Factories lead fastest economic growth in five months,2018-12-21,Canada’s economy grows faster than expected,1,Canada’s economy grows faster than expected. Factories lead fastest economic growth in five months
17,UN chief also calling for worldwide ceasefire and focus on 'true fight of our lives',2020-03-23,"IMF says coronavirus recession will be worse than 2008, as UN appeals for aid for poorest economies",-1,"IMF says coronavirus recession will be worse than 2008, as UN appeals for aid for poorest economies. UN chief also calling for worldwide ceasefire and focus on 'true fight of our lives'"
