,description,publishedAt,title,title_desc_sent_1,title_desc
114,"'We're making an unprecedented commitment here to below-market housing. Our approach here ensures a truly mixed-income community,' exec says",2018-11-30,Sidewalk Labs' latest pitch to win over skeptical Toronto: Help for housing gridlock,-1,"Sidewalk Labs' latest pitch to win over skeptical Toronto: Help for housing gridlock. 'We're making an unprecedented commitment here to below-market housing. Our approach here ensures a truly mixed-income community,' exec says"
73,"The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment",2019-08-06,"Toronto home sales jump 24%, prices climb amid housing supply crunch",1,"Toronto home sales jump 24%, prices climb amid housing supply crunch. The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment"
9,"Real estate listings are drying up, open houses have been cancelled, and buyers are staying home",2020-04-02,"'This is freezing the market': Once roaring, Canadian home sales brace for 30% drop from coronavirus",-1,"'This is freezing the market': Once roaring, Canadian home sales brace for 30% drop from coronavirus. Real estate listings are drying up, open houses have been cancelled, and buyers are staying home"
108,It's a worrying sign for an economy that has relied so heavily on consumer spending and the housing market to drive growth,2019-01-08,More people are going broke in Canada as interest rates rise,-1,More people are going broke in Canada as interest rates rise. It's a worrying sign for an economy that has relied so heavily on consumer spending and the housing market to drive growth
81,"Mayor John Tory says 11 sites already identified for conversion to affordable housing, report coming this fall",2019-07-04,Anti-poverty group wants vacant downtown properties turned into affordable housing,1,"Anti-poverty group wants vacant downtown properties turned into affordable housing. Mayor John Tory says 11 sites already identified for conversion to affordable housing, report coming this fall"
42,"Canadians living in the North should receive higher rebates to compensate for federal carbon tax, he says",2019-11-28,Nunavut premier calls for bigger carbon tax rebates in the North,0,"Nunavut premier calls for bigger carbon tax rebates in the North. Canadians living in the North should receive higher rebates to compensate for federal carbon tax, he says"
93,Jobandeep Singh Sandhu says he had no choice but to work extra hours to pay for his program,2019-05-24,"Thousands join effort to stop international student from being deported for 'working too hard,' he says",0,"Thousands join effort to stop international student from being deported for 'working too hard,' he says. Jobandeep Singh Sandhu says he had no choice but to work extra hours to pay for his program"
65,"In a policy statement due at 10 a.m., economists expect Poloz to underline his unease with the global trade outlook and signal a willingness to cut rates",2019-09-04,It's getting harder for the Bank of Canada to ignore the trade war,0,"It's getting harder for the Bank of Canada to ignore the trade war. In a policy statement due at 10 a.m., economists expect Poloz to underline his unease with the global trade outlook and signal a willingness to cut rates"
28,"Metro Vancouver's affordability crisis pushing professionals out to homes in Okanagan, Vancouver Island",2020-01-17,This paramedic commutes 6 hours to work in Vancouver because he can't afford to live there,-1,"This paramedic commutes 6 hours to work in Vancouver because he can't afford to live there. Metro Vancouver's affordability crisis pushing professionals out to homes in Okanagan, Vancouver Island"
90,Newsletter: A closer look at the day's most notable stories,2019-05-27,Why the Fiat Chrysler-Renault merger proposal is more shotgun wedding than fairy-tale romance,0,Why the Fiat Chrysler-Renault merger proposal is more shotgun wedding than fairy-tale romance. Newsletter: A closer look at the day's most notable stories
37,Michelle Paquette cares for 5 children; 2 have disabilities,2019-12-13,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness,0,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness. Michelle Paquette cares for 5 children; 2 have disabilities
58,What do booming housing markets mean for Canadian communities?,2019-09-28,"Higher home prices, higher debt levels and how they affect our choices",1,"Higher home prices, higher debt levels and how they affect our choices. What do booming housing markets mean for Canadian communities?"
72,Townhouse sales saw a particularly sharp increase of 45.1 per cent over July 2018,2019-08-07,"Hot housing market in K-W matched hot temperatures in July, realtors say",1,"Hot housing market in K-W matched hot temperatures in July, realtors say. Townhouse sales saw a particularly sharp increase of 45.1 per cent over July 2018"
82,"Plans call for two office towers, of 58 and 48 stories, about 800 rental apartments across two buildings and 200,000 square feet for retail",2019-06-26,Oxford Properties Group is planning one of Canada's biggest real estate projects in Toronto,1,"Oxford Properties Group is planning one of Canada's biggest real estate projects in Toronto. Plans call for two office towers, of 58 and 48 stories, about 800 rental apartments across two buildings and 200,000 square feet for retail"
107,Supply side measures that include removing red tape to get more homes built more quickly are seen as a better way to get the affordability in check,2019-01-28,Doug Ford’s fix for Toronto's housing crisis is easy: Just build more homes,-1,Doug Ford’s fix for Toronto's housing crisis is easy: Just build more homes. Supply side measures that include removing red tape to get more homes built more quickly are seen as a better way to get the affordability in check
48,Squamish Nation plans to build 11 housing towers on reserve land in the heart of the city,2019-11-08,Vancouver mayor calls massive First Nation development a 'gift to the city',0,Vancouver mayor calls massive First Nation development a 'gift to the city'. Squamish Nation plans to build 11 housing towers on reserve land in the heart of the city
31,"The Montreal area housing market continued to heat up in the last month of 2019, as sales and prices marched higher.",2020-01-08,Montreal home sales jump 26% in December to end ‘exceptional year’,1,"Montreal home sales jump 26% in December to end ‘exceptional year’. The Montreal area housing market continued to heat up in the last month of 2019, as sales and prices marched higher."
21,A request for a Conestoga Hut pilot project will be put forward to a city committee today,2020-02-19,Councillor pushes for micro-structure homeless solution,1,Councillor pushes for micro-structure homeless solution. A request for a Conestoga Hut pilot project will be put forward to a city committee today
52,Nutritious food basket survey calculates cost of healthy food in region,2019-10-18,Paying for healthy food and rent 'absolutely impossible' for many in K-W,0,Paying for healthy food and rent 'absolutely impossible' for many in K-W. Nutritious food basket survey calculates cost of healthy food in region
93,Jobandeep Singh Sandhu says he had no choice but to work extra hours to pay for his program,2019-05-24,"Thousands join effort to stop international student from being deported for 'working too hard,' he says",0,"Thousands join effort to stop international student from being deported for 'working too hard,' he says. Jobandeep Singh Sandhu says he had no choice but to work extra hours to pay for his program"
115,A Federal Reserve paper says there's little evidence millennials have different tastes when it comes to what they spend their money on,2018-11-29,Millennials are no different from their baby boomer parents — they're just poorer,-1,Millennials are no different from their baby boomer parents — they're just poorer. A Federal Reserve paper says there's little evidence millennials have different tastes when it comes to what they spend their money on
32,Condos saw the biggest price gains through 2019,2020-01-07,"Toronto home sales jump 17.4% in December, average price up 12%",1,"Toronto home sales jump 17.4% in December, average price up 12%. Condos saw the biggest price gains through 2019"
25,Canadian builders began 2020 with a strong rebound in housing starts that is good news for the nation’s increasingly tight real estate markets.,2020-02-10,Condo gains push Canadian housing starts to a 4-month high,1,Condo gains push Canadian housing starts to a 4-month high. Canadian builders began 2020 with a strong rebound in housing starts that is good news for the nation’s increasingly tight real estate markets.
19,"Fiscal situation is 'not what was hoped in the last budget but it is manageable,' says finance minister",2020-02-28,We are not in a crisis': New N.W.T. government delivers $1.9B budget,1,"We are not in a crisis': New N.W.T. government delivers $1.9B budget. Fiscal situation is 'not what was hoped in the last budget but it is manageable,' says finance minister"
27,America's priciest home is finally getting its finishing touches.,2020-01-29,This could be America's priciest home ever — if it can find a buyer,0,This could be America's priciest home ever — if it can find a buyer. America's priciest home is finally getting its finishing touches.
105,January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers,2019-02-19,Montreal poised to overtake Vancouver as Canada’s second largest housing market,1,Montreal poised to overtake Vancouver as Canada’s second largest housing market. January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers
66,Edmonton-Strathcona is the lone riding for the federal NDP,2019-08-25,"Federal NDP leader Singh makes stop in Edmonton, party's lone Alberta riding",0,"Federal NDP leader Singh makes stop in Edmonton, party's lone Alberta riding. Edmonton-Strathcona is the lone riding for the federal NDP"
44,"Rosenberg is starting his own independent consulting firm, Rosenberg Research and Associates",2019-11-19,David Rosenberg leaving Gluskin Sheff to start his own research firm,0,"David Rosenberg leaving Gluskin Sheff to start his own research firm. Rosenberg is starting his own independent consulting firm, Rosenberg Research and Associates"
104,Manulife plans to more than double assets in its wealth unit and hire five new portfolio managers,2019-02-21,Manulife zeroes in on Canada's rich as it looks to grab a bigger slice of growing wealth industry,0,Manulife zeroes in on Canada's rich as it looks to grab a bigger slice of growing wealth industry. Manulife plans to more than double assets in its wealth unit and hire five new portfolio managers
10,"COVID-19 outbreak leaves both tenants, landlords in precarious financial situation",2020-03-31,"What to do when rent is due? Tenants, landlords face uncertainty amid COVID-19 outbreak",-1,"What to do when rent is due? Tenants, landlords face uncertainty amid COVID-19 outbreak. COVID-19 outbreak leaves both tenants, landlords in precarious financial situation"
13,"CMHC announced Thursday it will buy up to $150 billion of mortgages from banks, triple the amount announced two weeks ago",2020-03-26,Canada ramps up asset buying to backstop coronavirus-slammed economy,-1,"Canada ramps up asset buying to backstop coronavirus-slammed economy. CMHC announced Thursday it will buy up to $150 billion of mortgages from banks, triple the amount announced two weeks ago"
58,What do booming housing markets mean for Canadian communities?,2019-09-28,"Higher home prices, higher debt levels and how they affect our choices",1,"Higher home prices, higher debt levels and how they affect our choices. What do booming housing markets mean for Canadian communities?"
79,Poloz and Wilkins warn that markets overestimate the power of a rate-cut quick fix,2019-07-11,Canadian and U.S. economies are converging but danger lurks: Don Pittis,-1,Canadian and U.S. economies are converging but danger lurks: Don Pittis. Poloz and Wilkins warn that markets overestimate the power of a rate-cut quick fix
94,"Current wait times for affordable units are lengthy, says Housing Cambridge GM",2019-05-21,How the city of Cambridge hopes to pay for more affordable housing,1,"How the city of Cambridge hopes to pay for more affordable housing. Current wait times for affordable units are lengthy, says Housing Cambridge GM"
111,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,-1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
111,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,-1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
1,(Bloomberg) — One of Canada’s biggest money managers is freezing redemptions in a large debt fund and warning that some borrowers may miss interest payments.,2020-05-05,Fiera Capital Limits Redemptions on $1.1 Billion Credit Fund,0,Fiera Capital Limits Redemptions on $1.1 Billion Credit Fund. (Bloomberg) — One of Canada’s biggest money managers is freezing redemptions in a large debt fund and warning that some borrowers may miss interest payments.
2,Quebec is urging its population to buy from local firms through an online directory of retailers called Le Panier Bleu,2020-04-25,A fight against Amazon becomes a state matter in Quebec,0,A fight against Amazon becomes a state matter in Quebec. Quebec is urging its population to buy from local firms through an online directory of retailers called Le Panier Bleu
63,"Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents.",2019-09-12,Trudeau promises new speculation tax on foreign buyers if re-elected,-1,"Trudeau promises new speculation tax on foreign buyers if re-elected. Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents."
63,"Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents.",2019-09-12,Trudeau promises new speculation tax on foreign buyers if re-elected,-1,"Trudeau promises new speculation tax on foreign buyers if re-elected. Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents."
102,"Help for first-time homebuyers doesn't come into effect until the fall, meaning some might hold off on jumping into real estate until they can take advantage",2019-03-21,Trudeau's new housing measures could end up crushing sales in an already depressed market,-1,"Trudeau's new housing measures could end up crushing sales in an already depressed market. Help for first-time homebuyers doesn't come into effect until the fall, meaning some might hold off on jumping into real estate until they can take advantage"
79,Poloz and Wilkins warn that markets overestimate the power of a rate-cut quick fix,2019-07-11,Canadian and U.S. economies are converging but danger lurks: Don Pittis,-1,Canadian and U.S. economies are converging but danger lurks: Don Pittis. Poloz and Wilkins warn that markets overestimate the power of a rate-cut quick fix
20,"Residential starts slipped 3.6 per cent to a 1.57 million annualized rate, still the second-fastest pace of the expansion, after an upwardly revised 1.63 million pace in the prior month, according to government figures released Wednesday. January starts exceeded the median estimate in a Bloomberg survey of economists. Permits, a proxy for future construction, advanced 9.2 per cent to a 1.55 million rate, the highest since March 2007.",2020-02-19,"U.S. housing starts fall from 13-year high, while permits surge",0,"U.S. housing starts fall from 13-year high, while permits surge. Residential starts slipped 3.6 per cent to a 1.57 million annualized rate, still the second-fastest pace of the expansion, after an upwardly revised 1.63 million pace in the prior month, according to government figures released Wednesday. January starts exceeded the median estimate in a Bloomberg survey of economists. Permits, a proxy for future construction, advanced 9.2 per cent to a 1.55 million rate, the highest since March 2007."
21,A request for a Conestoga Hut pilot project will be put forward to a city committee today,2020-02-19,Councillor pushes for micro-structure homeless solution,1,Councillor pushes for micro-structure homeless solution. A request for a Conestoga Hut pilot project will be put forward to a city committee today
37,Michelle Paquette cares for 5 children; 2 have disabilities,2019-12-13,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness,0,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness. Michelle Paquette cares for 5 children; 2 have disabilities
76,‘I wouldn't want to see some markets cool a lot more than they have’,2019-07-25,Royal Bank CEO says housing market now ‘well-balanced’ but stress test could be tweaked,0,Royal Bank CEO says housing market now ‘well-balanced’ but stress test could be tweaked. ‘I wouldn't want to see some markets cool a lot more than they have’
53,Newly released documents show Tarion CEO made $769K in 2018,2019-10-16,"Advocate slams 'outrageous' Tarion executive salaries, calls for cap",0,"Advocate slams 'outrageous' Tarion executive salaries, calls for cap. Newly released documents show Tarion CEO made $769K in 2018"
105,January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers,2019-02-19,Montreal poised to overtake Vancouver as Canada’s second largest housing market,1,Montreal poised to overtake Vancouver as Canada’s second largest housing market. January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers
73,"The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment",2019-08-06,"Toronto home sales jump 24%, prices climb amid housing supply crunch",1,"Toronto home sales jump 24%, prices climb amid housing supply crunch. The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment"
109,Many Canadian equity strategists are predicting double-digit gains for 2019,2019-01-02,"Canadian stocks just suffered the worst year in a decade, but analysts say the future looks brighter",0,"Canadian stocks just suffered the worst year in a decade, but analysts say the future looks brighter. Many Canadian equity strategists are predicting double-digit gains for 2019"
10,"COVID-19 outbreak leaves both tenants, landlords in precarious financial situation",2020-03-31,"What to do when rent is due? Tenants, landlords face uncertainty amid COVID-19 outbreak",-1,"What to do when rent is due? Tenants, landlords face uncertainty amid COVID-19 outbreak. COVID-19 outbreak leaves both tenants, landlords in precarious financial situation"
46,British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021,2019-11-12,Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog,-1,Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog. British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021
66,Edmonton-Strathcona is the lone riding for the federal NDP,2019-08-25,"Federal NDP leader Singh makes stop in Edmonton, party's lone Alberta riding",0,"Federal NDP leader Singh makes stop in Edmonton, party's lone Alberta riding. Edmonton-Strathcona is the lone riding for the federal NDP"
