,description,publishedAt,title,title_desc_sent_1,title_desc
57,'The world economy faces difficult headwinds',2019-10-15,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade,-1,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade. 'The world economy faces difficult headwinds'
4,"With growing economic uncertainty during the COVID-19 pandemic, the financial landscape is shifting every day.",2020-05-05,"CERB, CESB and negative interest rates: Ask BNN Bloomberg answers your personal finance questions",-1,"CERB, CESB and negative interest rates: Ask BNN Bloomberg answers your personal finance questions. With growing economic uncertainty during the COVID-19 pandemic, the financial landscape is shifting every day."
51,"For the first time this year, the Canadian economy is coming in below analyst expectations, according to a closely watched gauge of economic surprises.",2019-11-19,Resilient growth in Canada just got a fresh warning signal,-1,"Resilient growth in Canada just got a fresh warning signal. For the first time this year, the Canadian economy is coming in below analyst expectations, according to a closely watched gauge of economic surprises."
1,Central bank says number of people falling behind on mortgages could almost quadruple,2020-05-14,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says",-1,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says. Central bank says number of people falling behind on mortgages could almost quadruple"
57,'The world economy faces difficult headwinds',2019-10-15,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade,-1,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade. 'The world economy faces difficult headwinds'
79,"Food sales down 2%, booze and clothing sales down 2.7%",2019-07-19,Surprise slump in retail sales bolsters case that Bank of Canada would follow Fed in rate cut,-1,"Surprise slump in retail sales bolsters case that Bank of Canada would follow Fed in rate cut. Food sales down 2%, booze and clothing sales down 2.7%"
113,Observers calling out Trump over whether trade talks had created any meaningful breakthrough,2018-12-04,"Dow plunges almost 800 points over flattening yield curve, lost confidence on U.S.-China trade deal",-1,"Dow plunges almost 800 points over flattening yield curve, lost confidence on U.S.-China trade deal. Observers calling out Trump over whether trade talks had created any meaningful breakthrough"
1,Central bank says number of people falling behind on mortgages could almost quadruple,2020-05-14,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says",-1,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says. Central bank says number of people falling behind on mortgages could almost quadruple"
48,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
99,Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’,2019-04-15,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher",-1,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’"
20,Wide sector of industries affected — from manufacturing to tourism,2020-03-05,Businesses in B.C. 'feeling the pinch' of coronavirus outbreak on global markets,-1,Businesses in B.C. 'feeling the pinch' of coronavirus outbreak on global markets. Wide sector of industries affected — from manufacturing to tourism
51,"For the first time this year, the Canadian economy is coming in below analyst expectations, according to a closely watched gauge of economic surprises.",2019-11-19,Resilient growth in Canada just got a fresh warning signal,-1,"Resilient growth in Canada just got a fresh warning signal. For the first time this year, the Canadian economy is coming in below analyst expectations, according to a closely watched gauge of economic surprises."
62,"If the Canadian housing market had a spirit animal, a cat could be fitting.",2019-09-20,Lower rates giving Canadian housing 'nine lives': CIBC's Tal,-1,"Lower rates giving Canadian housing 'nine lives': CIBC's Tal. If the Canadian housing market had a spirit animal, a cat could be fitting."
67,Chief Mario Draghi pledge indefinite stimulus Thursday,2019-09-12,European Central Bank introduces aggressive stimulus package to revive ailing economy,-1,European Central Bank introduces aggressive stimulus package to revive ailing economy. Chief Mario Draghi pledge indefinite stimulus Thursday
74,Traders are adding to bets the Bank of Canada will 'roll over' and cut interest rates,2019-08-06,Canadian yield curve inversion dives to deepest level since 2000,-1,Canadian yield curve inversion dives to deepest level since 2000. Traders are adding to bets the Bank of Canada will 'roll over' and cut interest rates
29,Finance columnist Mark Ting expects more short term volatility with further drops in the Chinese stock markets,2020-02-02,How coronavirus fears could impact your investment portfolio,-1,How coronavirus fears could impact your investment portfolio. Finance columnist Mark Ting expects more short term volatility with further drops in the Chinese stock markets
28,"Canadian banks will continue to underperform in 2020 as declines in lending activity weigh on earnings, according to strategists at Canaccord Genuity who are advising clients to underweight the group.",2020-02-04,Canaccord downgrades Canadian banks amid 'toxic mix' of risks,-1,"Canaccord downgrades Canadian banks amid 'toxic mix' of risks. Canadian banks will continue to underperform in 2020 as declines in lending activity weigh on earnings, according to strategists at Canaccord Genuity who are advising clients to underweight the group."
4,"With growing economic uncertainty during the COVID-19 pandemic, the financial landscape is shifting every day.",2020-05-05,"CERB, CESB and negative interest rates: Ask BNN Bloomberg answers your personal finance questions",-1,"CERB, CESB and negative interest rates: Ask BNN Bloomberg answers your personal finance questions. With growing economic uncertainty during the COVID-19 pandemic, the financial landscape is shifting every day."
106,"While Krugman doesn't expect a crisis of the magnitude of 2008, he said policy makers in Washington would struggle to contain large shocks",2019-02-11,Paul Krugman says the U.S. is headed for a possible recession and the Fed won't be able to combat it,-1,"Paul Krugman says the U.S. is headed for a possible recession and the Fed won't be able to combat it. While Krugman doesn't expect a crisis of the magnitude of 2008, he said policy makers in Washington would struggle to contain large shocks"
13,"Airline lobby group warns that, without aid, companies will fold and thousands more will be laid off",2020-04-01,"Canada's airline, tourism sectors facing 'catastrophic' decline due to COVID-19 pandemic",-1,"Canada's airline, tourism sectors facing 'catastrophic' decline due to COVID-19 pandemic. Airline lobby group warns that, without aid, companies will fold and thousands more will be laid off"
48,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
16,"When stock markets go down by 7%, automatic trading halts kick in to calm the situation",2020-03-16,TSX and Dow Jones lose another 10% as coronavirus sell-off continues,-1,"TSX and Dow Jones lose another 10% as coronavirus sell-off continues. When stock markets go down by 7%, automatic trading halts kick in to calm the situation"
33,Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.,2020-01-21,Stephen Poloz enters home stretch hawkish on rates,-1,Stephen Poloz enters home stretch hawkish on rates. Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.
6,"GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low",2020-04-29,America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun,-1,"America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun. GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low"
62,"If the Canadian housing market had a spirit animal, a cat could be fitting.",2019-09-20,Lower rates giving Canadian housing 'nine lives': CIBC's Tal,-1,"Lower rates giving Canadian housing 'nine lives': CIBC's Tal. If the Canadian housing market had a spirit animal, a cat could be fitting."
22,Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.,2020-02-27,Ex-Fed official urges coordinated rate cuts as virus spreads,-1,Ex-Fed official urges coordinated rate cuts as virus spreads. Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.
16,"When stock markets go down by 7%, automatic trading halts kick in to calm the situation",2020-03-16,TSX and Dow Jones lose another 10% as coronavirus sell-off continues,-1,"TSX and Dow Jones lose another 10% as coronavirus sell-off continues. When stock markets go down by 7%, automatic trading halts kick in to calm the situation"
65,'A negative supply shock like this ... is just what we don't need',2019-09-16,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn,-1,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn. 'A negative supply shock like this ... is just what we don't need'
1,Central bank says number of people falling behind on mortgages could almost quadruple,2020-05-14,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says",-1,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says. Central bank says number of people falling behind on mortgages could almost quadruple"
42,Central bank kept key interest rate on hold last week at 1.75 per cent,2019-12-12,"Bank of Canada's Poloz says global growth to remain slow, low global interest rates",-1,"Bank of Canada's Poloz says global growth to remain slow, low global interest rates. Central bank kept key interest rate on hold last week at 1.75 per cent"
74,Traders are adding to bets the Bank of Canada will 'roll over' and cut interest rates,2019-08-06,Canadian yield curve inversion dives to deepest level since 2000,-1,Canadian yield curve inversion dives to deepest level since 2000. Traders are adding to bets the Bank of Canada will 'roll over' and cut interest rates
13,"Airline lobby group warns that, without aid, companies will fold and thousands more will be laid off",2020-04-01,"Canada's airline, tourism sectors facing 'catastrophic' decline due to COVID-19 pandemic",-1,"Canada's airline, tourism sectors facing 'catastrophic' decline due to COVID-19 pandemic. Airline lobby group warns that, without aid, companies will fold and thousands more will be laid off"
15,The Bank of England cut interest rates to a record-low 0.1 per cent and added 200 billion pounds (US$230 billion) to its asset-purchase program in its latest emergency action to mitigate the economic impact of the coronavirus pandemic.,2020-03-19,BOE cuts rate in second emergency move to combat virus shock,-1,BOE cuts rate in second emergency move to combat virus shock. The Bank of England cut interest rates to a record-low 0.1 per cent and added 200 billion pounds (US$230 billion) to its asset-purchase program in its latest emergency action to mitigate the economic impact of the coronavirus pandemic.
101,Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon,2019-04-01,"Stephen Poloz confident slowdown is temporary, but low rates still needed",-1,"Stephen Poloz confident slowdown is temporary, but low rates still needed. Governor’s speech suggests Bank of Canada rates won’t be moving up or down any time soon"
22,Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.,2020-02-27,Ex-Fed official urges coordinated rate cuts as virus spreads,-1,Ex-Fed official urges coordinated rate cuts as virus spreads. Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.
32,"Stephen Poloz, one of the few central bankers to resist the global push toward easier monetary policy last year, said the door is open for the Bank of Canada to cut interest rates if the current economic slowdown persists.",2020-01-22,Bank of Canada opens door to rate cut on persistent slowdown,-1,"Bank of Canada opens door to rate cut on persistent slowdown. Stephen Poloz, one of the few central bankers to resist the global push toward easier monetary policy last year, said the door is open for the Bank of Canada to cut interest rates if the current economic slowdown persists."
103,Former adviser to Bank of Canada is not the only one bearish on the loonie,2019-03-18,"Canadian dollar could sink to record low of 62 cents as economy slides closer to recession, says David Wolf",-1,"Canadian dollar could sink to record low of 62 cents as economy slides closer to recession, says David Wolf. Former adviser to Bank of Canada is not the only one bearish on the loonie"
6,"GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low",2020-04-29,America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun,-1,"America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun. GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low"
1,Central bank says number of people falling behind on mortgages could almost quadruple,2020-05-14,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says",-1,"Mortgage arrears rate could spike to double what it was in 2009, Bank of Canada says. Central bank says number of people falling behind on mortgages could almost quadruple"
10,Burry says lockdowns intended to contain the pandemic are worse than the disease itself,2020-04-07,Michael Burry of 'The Big Short' slams coronavirus lockdowns in tweetstorm,-1,Michael Burry of 'The Big Short' slams coronavirus lockdowns in tweetstorm. Burry says lockdowns intended to contain the pandemic are worse than the disease itself
6,"GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low",2020-04-29,America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun,-1,"America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun. GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low"
75,"After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs",2019-08-05,Chinese yuan falls to 11-year low amid trade tensions,-1,"Chinese yuan falls to 11-year low amid trade tensions. After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs"
33,Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.,2020-01-21,Stephen Poloz enters home stretch hawkish on rates,-1,Stephen Poloz enters home stretch hawkish on rates. Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.
65,'A negative supply shock like this ... is just what we don't need',2019-09-16,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn,-1,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn. 'A negative supply shock like this ... is just what we don't need'
100,It's the third time the IMF has downgraded its outlook in six months,2019-04-09,IMF cuts global outlook to lowest since the financial crisis,-1,IMF cuts global outlook to lowest since the financial crisis. It's the third time the IMF has downgraded its outlook in six months
17,"'As the virus spreads, the case for a coordinated and synchronized global fiscal stimulus is becoming stronger by the hour'",2020-03-16,IMF ready to mobilize $1 trillion in loans to help countries counter coronavirus outbreak,-1,"IMF ready to mobilize $1 trillion in loans to help countries counter coronavirus outbreak. 'As the virus spreads, the case for a coordinated and synchronized global fiscal stimulus is becoming stronger by the hour'"
103,Former adviser to Bank of Canada is not the only one bearish on the loonie,2019-03-18,"Canadian dollar could sink to record low of 62 cents as economy slides closer to recession, says David Wolf",-1,"Canadian dollar could sink to record low of 62 cents as economy slides closer to recession, says David Wolf. Former adviser to Bank of Canada is not the only one bearish on the loonie"
22,Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.,2020-02-27,Ex-Fed official urges coordinated rate cuts as virus spreads,-1,Ex-Fed official urges coordinated rate cuts as virus spreads. Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.
86,Poll finds high levels of anxiety - and a low level of confidence in politicians - ahead of fall election,2019-06-30,Conflicted and worried: CBC News poll takes snapshot of Canadians ahead of fall election,-1,Conflicted and worried: CBC News poll takes snapshot of Canadians ahead of fall election. Poll finds high levels of anxiety - and a low level of confidence in politicians - ahead of fall election
28,"Canadian banks will continue to underperform in 2020 as declines in lending activity weigh on earnings, according to strategists at Canaccord Genuity who are advising clients to underweight the group.",2020-02-04,Canaccord downgrades Canadian banks amid 'toxic mix' of risks,-1,"Canaccord downgrades Canadian banks amid 'toxic mix' of risks. Canadian banks will continue to underperform in 2020 as declines in lending activity weigh on earnings, according to strategists at Canaccord Genuity who are advising clients to underweight the group."
15,The Bank of England cut interest rates to a record-low 0.1 per cent and added 200 billion pounds (US$230 billion) to its asset-purchase program in its latest emergency action to mitigate the economic impact of the coronavirus pandemic.,2020-03-19,BOE cuts rate in second emergency move to combat virus shock,-1,BOE cuts rate in second emergency move to combat virus shock. The Bank of England cut interest rates to a record-low 0.1 per cent and added 200 billion pounds (US$230 billion) to its asset-purchase program in its latest emergency action to mitigate the economic impact of the coronavirus pandemic.
22,Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.,2020-02-27,Ex-Fed official urges coordinated rate cuts as virus spreads,-1,Ex-Fed official urges coordinated rate cuts as virus spreads. Former U.S. Federal Reserve governor ​Kevin Warsh is making the case for the U.S. central bank to lead coordinated interest rate cuts in order to support the global economy amid the rapid spread of coronavirus.
56,"Federal Reserve officials will signal they’re likely to take a break from cutting interest rates after lowering them again next week, according to a majority of economists surveyed by Bloomberg.",2019-10-25,U.S. Fed seen cutting rates next week and then hitting pause button,-1,"U.S. Fed seen cutting rates next week and then hitting pause button. Federal Reserve officials will signal they’re likely to take a break from cutting interest rates after lowering them again next week, according to a majority of economists surveyed by Bloomberg."
48,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
29,Finance columnist Mark Ting expects more short term volatility with further drops in the Chinese stock markets,2020-02-02,How coronavirus fears could impact your investment portfolio,-1,How coronavirus fears could impact your investment portfolio. Finance columnist Mark Ting expects more short term volatility with further drops in the Chinese stock markets
33,Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.,2020-01-21,Stephen Poloz enters home stretch hawkish on rates,-1,Stephen Poloz enters home stretch hawkish on rates. Stephen Poloz is heading into the final few months of his term as Bank of Canada governor showing few signs of giving up his status as one of the industrialized world’s most hawkish central bankers.
57,'The world economy faces difficult headwinds',2019-10-15,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade,-1,The IMF cuts its global growth forecast for the fifth time in a row to the weakest in a decade. 'The world economy faces difficult headwinds'
65,'A negative supply shock like this ... is just what we don't need',2019-09-16,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn,-1,Oil-price shock couldn't come at a worse time for global economy in grip of deepening downturn. 'A negative supply shock like this ... is just what we don't need'
90,"Soldiers deployed at home sent to cope with fires, floods",2019-06-24,Canada's military feeling the strain responding to climate change,0,"Canada's military feeling the strain responding to climate change. Soldiers deployed at home sent to cope with fires, floods"
31,Stakeholders make final arguments for and against $92M plan before EUB,2020-01-22,NB Power's smart meter plan gets major boost with critical endorsements,0,NB Power's smart meter plan gets major boost with critical endorsements. Stakeholders make final arguments for and against $92M plan before EUB
108,Canadian personal banking group head is out to capture 'embedded growth opportunity' in loans despite widespread concerns over high household debt,2019-01-29,TD to focus on home-equity lines of credit in push for banking dominance,0,TD to focus on home-equity lines of credit in push for banking dominance. Canadian personal banking group head is out to capture 'embedded growth opportunity' in loans despite widespread concerns over high household debt
39,"Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill",2019-12-20,Let there be light': Solar power means church no longer pays a power bill,0,"Let there be light': Solar power means church no longer pays a power bill. Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill"
44,"More than half of vacant Vancouver homes are back on the market, but can it work in Hamilton?",2019-12-09,Hamilton looks at an empty homes tax to ward off speculators and help local rents,0,"Hamilton looks at an empty homes tax to ward off speculators and help local rents. More than half of vacant Vancouver homes are back on the market, but can it work in Hamilton?"
5,"The minister of education is not the boss of the council of commissioners,' QESBA says",2020-05-04,"English schools want flexibility about when to reopen, but Quebec government says no",0,"English schools want flexibility about when to reopen, but Quebec government says no. The minister of education is not the boss of the council of commissioners,' QESBA says"
41,Gibbons administrator floats plan to have town issue credit cards and collect interest,2019-12-12,"For town looking to raise money, is a new credit program in the cards?",0,"For town looking to raise money, is a new credit program in the cards?. Gibbons administrator floats plan to have town issue credit cards and collect interest"
92,Mortgage backed securities would be a good way for lenders to hedge their residential real estate exposure,2019-06-05,The same type of debt blamed in the U.S. credit crisis could help Canada with housing risk,0,The same type of debt blamed in the U.S. credit crisis could help Canada with housing risk. Mortgage backed securities would be a good way for lenders to hedge their residential real estate exposure
3,"(Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ...",2020-05-06,HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market,0,"HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market. (Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ..."
55,There are a wide range of changes coming. Here's what they mean for your bottom line.,2019-10-25,From income taxes to AirBnB rentals: How Alberta's new budget will affect your personal finances,0,From income taxes to AirBnB rentals: How Alberta's new budget will affect your personal finances. There are a wide range of changes coming. Here's what they mean for your bottom line.
69,Governor Stephen Poloz to give 1st policy announcement since early July,2019-09-04,"All eyes on Bank of Canada's interest rate decision, view of global economic climate",0,"All eyes on Bank of Canada's interest rate decision, view of global economic climate. Governor Stephen Poloz to give 1st policy announcement since early July"
3,"(Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ...",2020-05-06,HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market,0,"HSBC Reveals It Was Caught Out as Lockdowns Snarled Gold Market. (Bloomberg) — HSBC Holdings Plc, one of the largest players in the gold market, was caught out in March as lockdowns disrupted physical shipments of bullion and caused prices to ..."
111,"Developers may be cautious short-term, but are confident prices will continue to rise longer term due to supply constraints and Toronto's growth prospects",2018-12-18,"Toronto condo party to sober up in 2019, developers say, but don't expect prices to go down",0,"Toronto condo party to sober up in 2019, developers say, but don't expect prices to go down. Developers may be cautious short-term, but are confident prices will continue to rise longer term due to supply constraints and Toronto's growth prospects"
107,"'Greater caution' should be taken when investing in new condo units, warns research firm",2019-02-01,Toronto new home sales plunge to lowest in almost 20 years as unsold condos pile up,0,"Toronto new home sales plunge to lowest in almost 20 years as unsold condos pile up. 'Greater caution' should be taken when investing in new condo units, warns research firm"
39,"Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill",2019-12-20,Let there be light': Solar power means church no longer pays a power bill,0,"Let there be light': Solar power means church no longer pays a power bill. Woodlawn United Church in Darmouth, N.S., ends year with $131 credit, rather than $9K power bill"
60,Feds will have to decide which territorial platform promises they will back with investment,2019-10-07,N.W.T.'s incoming MLAs already have long list of asks for new federal gov't,0,N.W.T.'s incoming MLAs already have long list of asks for new federal gov't. Feds will have to decide which territorial platform promises they will back with investment
98,"Cold storage business can handle live, frozen seafood",2019-05-21,Seafood storage facility to create jobs for Eskasoni First Nation,0,"Seafood storage facility to create jobs for Eskasoni First Nation. Cold storage business can handle live, frozen seafood"
41,Gibbons administrator floats plan to have town issue credit cards and collect interest,2019-12-12,"For town looking to raise money, is a new credit program in the cards?",0,"For town looking to raise money, is a new credit program in the cards?. Gibbons administrator floats plan to have town issue credit cards and collect interest"
85,Lagarde becomes the first woman to run euro-area monetary policy,2019-07-02,Christine Lagarde to succeed Mario Draghi as ECB chief just as economy weakens,0,Christine Lagarde to succeed Mario Draghi as ECB chief just as economy weakens. Lagarde becomes the first woman to run euro-area monetary policy
104,"Even after one of the most storied careers in financial markets, Bill Gross has a few surprises left",2019-03-01,Bill Gross says this secret condition made him a successful investor — and infamously short-tempered,0,"Bill Gross says this secret condition made him a successful investor — and infamously short-tempered. Even after one of the most storied careers in financial markets, Bill Gross has a few surprises left"
73,"This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life.",2019-08-09,Why these artists rejected city life (and how they're making it big in their small town),0,"Why these artists rejected city life (and how they're making it big in their small town). This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life."
107,"'Greater caution' should be taken when investing in new condo units, warns research firm",2019-02-01,Toronto new home sales plunge to lowest in almost 20 years as unsold condos pile up,0,"Toronto new home sales plunge to lowest in almost 20 years as unsold condos pile up. 'Greater caution' should be taken when investing in new condo units, warns research firm"
31,Stakeholders make final arguments for and against $92M plan before EUB,2020-01-22,NB Power's smart meter plan gets major boost with critical endorsements,0,NB Power's smart meter plan gets major boost with critical endorsements. Stakeholders make final arguments for and against $92M plan before EUB
109,"Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected",2019-01-16,"In Canada's housing slowdown, Vancouver proves to be the weakest link",0,"In Canada's housing slowdown, Vancouver proves to be the weakest link. Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected"
109,"Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected",2019-01-16,"In Canada's housing slowdown, Vancouver proves to be the weakest link",0,"In Canada's housing slowdown, Vancouver proves to be the weakest link. Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected"
82,The city will petition Transport Canada to prohibit water vessels within 30 metres of the shoreline,2019-07-10,Windsor pursuing motorized watercraft ban along shoreline,0,Windsor pursuing motorized watercraft ban along shoreline. The city will petition Transport Canada to prohibit water vessels within 30 metres of the shoreline
109,"Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected",2019-01-16,"In Canada's housing slowdown, Vancouver proves to be the weakest link",0,"In Canada's housing slowdown, Vancouver proves to be the weakest link. Vancouver is in 'full-blown correction mode,' RBC economist says, with more price depreciations expected"
