,description,publishedAt,title,title_desc_sent_1,title_desc
32,Condos saw the biggest price gains through 2019,2020-01-07,"Toronto home sales jump 17.4% in December, average price up 12%",1,"Toronto home sales jump 17.4% in December, average price up 12%. Condos saw the biggest price gains through 2019"
41,170 housing units sat empty for years after the Faro mine closed in 1997,2019-12-03,Faro's abandoned homes have all been sold,1,Faro's abandoned homes have all been sold. 170 housing units sat empty for years after the Faro mine closed in 1997
94,"Current wait times for affordable units are lengthy, says Housing Cambridge GM",2019-05-21,How the city of Cambridge hopes to pay for more affordable housing,1,"How the city of Cambridge hopes to pay for more affordable housing. Current wait times for affordable units are lengthy, says Housing Cambridge GM"
89,"Parking during peak times will cost $3 an hour during the summer, $2 an hour the rest of the year",2019-06-01,New parking fees come into effect this weekend on Granville Island,0,"New parking fees come into effect this weekend on Granville Island. Parking during peak times will cost $3 an hour during the summer, $2 an hour the rest of the year"
37,Michelle Paquette cares for 5 children; 2 have disabilities,2019-12-13,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness,0,A mother should never ever have to be put in this position': Chilliwack mom on brink of homelessness. Michelle Paquette cares for 5 children; 2 have disabilities
38,"Some are angry, others are optimistic — but there's no shortage of opinion",2019-12-07,The day after the deal: How do Calgarians feel about funding a new arena?,0,"The day after the deal: How do Calgarians feel about funding a new arena?. Some are angry, others are optimistic — but there's no shortage of opinion"
23,Vancouver is one of the continent's most unaffordable housing markets with San Francisco-like home prices on Omaha-level incomes,2020-02-18,Vancouver’s 1 per cent face hefty tax hike as B.C. seeks to quell outrage over the sky-high cost of living,-1,Vancouver’s 1 per cent face hefty tax hike as B.C. seeks to quell outrage over the sky-high cost of living. Vancouver is one of the continent's most unaffordable housing markets with San Francisco-like home prices on Omaha-level incomes
3,Canadian housing once seemed so infallible that the head of the world’s biggest asset manager in 2015 described Vancouver condos as a better store of wealth than gold.,2020-04-15,"Once safer than gold, Canadian real estate braces for reckoning",-1,"Once safer than gold, Canadian real estate braces for reckoning. Canadian housing once seemed so infallible that the head of the world’s biggest asset manager in 2015 described Vancouver condos as a better store of wealth than gold."
84,"New rules for developers will come into effect in 2 years, but new homes can't be built fast enough for some",2019-06-15,"As Montreal families desperately hunt for affordable housing, advocates warn of looming crisis",1,"As Montreal families desperately hunt for affordable housing, advocates warn of looming crisis. New rules for developers will come into effect in 2 years, but new homes can't be built fast enough for some"
81,"Mayor John Tory says 11 sites already identified for conversion to affordable housing, report coming this fall",2019-07-04,Anti-poverty group wants vacant downtown properties turned into affordable housing,1,"Anti-poverty group wants vacant downtown properties turned into affordable housing. Mayor John Tory says 11 sites already identified for conversion to affordable housing, report coming this fall"
112,New listings down 26%,2018-12-05,"Toronto housing sales fall the most in eight months, but prices stay steady",-1,"Toronto housing sales fall the most in eight months, but prices stay steady. New listings down 26%"
46,British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021,2019-11-12,Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog,-1,Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog. British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021
86,"Salt Spring Island laundering claim by B.C. government had tenuous link to the Indian owner, who had purchased years before alleged crime",2019-06-10,Another misstep as B.C. fails to prove this tycoon's idyllic estate was bought with embezzled money,-1,"Another misstep as B.C. fails to prove this tycoon's idyllic estate was bought with embezzled money. Salt Spring Island laundering claim by B.C. government had tenuous link to the Indian owner, who had purchased years before alleged crime"
