,description,publishedAt,title,title_desc_sent_1,title_desc
28,"Low vacancy rate meant that in some areas, only 1 in 1,000 apartments was available",2020-01-31,When Halifax was running out of rental apartments in the mid-1980s,0,"When Halifax was running out of rental apartments in the mid-1980s. Low vacancy rate meant that in some areas, only 1 in 1,000 apartments was available"
14,"33.5% of Canadians live in multi-family dwellings, according to the 2016 census",2020-03-26,Social distancing is important. But what if you live in an apartment tower with shared spaces?,0,"Social distancing is important. But what if you live in an apartment tower with shared spaces?. 33.5% of Canadians live in multi-family dwellings, according to the 2016 census"
91,We just want to make sure that they're properly regulated',2019-05-29,City of Charlottetown wants short-term rentals defined as tourism accommodations,0,City of Charlottetown wants short-term rentals defined as tourism accommodations. We just want to make sure that they're properly regulated'
46,Number of new houses being built plummets by nearly 16%,2019-11-15,New house prices drop even more in Calgary,-1,New house prices drop even more in Calgary. Number of new houses being built plummets by nearly 16%
111,New listings down 26%,2018-12-05,"Toronto housing sales fall the most in eight months, but prices stay steady",0,"Toronto housing sales fall the most in eight months, but prices stay steady. New listings down 26%"
3,"A surge in listings, fewer renters means more competition for landlords",2020-05-01,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market",-1,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market. A surge in listings, fewer renters means more competition for landlords"
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
123,Canada’s big banks increased their prime lending rates on Wednesday.,2017-07-13,Canada's banks increase prime lending rates,1,Canada's banks increase prime lending rates. Canada’s big banks increased their prime lending rates on Wednesday.
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
99,Sales down 4.6% and prices fell 0.5% from a year earlier,2019-04-15,Canadian home sales remain at lowest levels in six years,-1,Canadian home sales remain at lowest levels in six years. Sales down 4.6% and prices fell 0.5% from a year earlier
83,A new wave of supply is also dampening growth,2019-06-28,Toronto condo prices see weakest growth in 5 years as tight lending rules bite,-1,Toronto condo prices see weakest growth in 5 years as tight lending rules bite. A new wave of supply is also dampening growth
12,Government says it's necessary to protect health and safety of tenants and sheriffs,2020-03-30,P.E.I. government seeks ban on enforcement of evictions amid COVID-19 emergency,0,P.E.I. government seeks ban on enforcement of evictions amid COVID-19 emergency. Government says it's necessary to protect health and safety of tenants and sheriffs
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
113,Affordable housing is almost impossible to find as tighter mortgage rules and a surge in immigrants has created an all-out war for rentals,2018-11-26,'We're at a crisis and we don't even realize it': The dark side of Toronto's housing boom,0,'We're at a crisis and we don't even realize it': The dark side of Toronto's housing boom. Affordable housing is almost impossible to find as tighter mortgage rules and a surge in immigrants has created an all-out war for rentals
52,"People new to Canada contribute 'significantly' to real estate demand, CEO says",2019-10-16,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says",1,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says. People new to Canada contribute 'significantly' to real estate demand, CEO says"
74,Fraser Valley saw an increase of 13%; benchmark prices fall,2019-08-02,Metro Vancouver home sales surge 23.5% in July compared to last year,1,Metro Vancouver home sales surge 23.5% in July compared to last year. Fraser Valley saw an increase of 13%; benchmark prices fall
116,"Bank of Montreal is wooing homebuyers with a variable mortgage rate with the biggest discount ever by a large Canadian bank, according to one market watcher.",2018-05-08,BMO offers record variable discount as mortgage wars heat up,-1,"BMO offers record variable discount as mortgage wars heat up. Bank of Montreal is wooing homebuyers with a variable mortgage rate with the biggest discount ever by a large Canadian bank, according to one market watcher."
15,"RBC using the coronavirus pandemic to seize a large portfolio of assets at rock-bottom prices, a New York real estate investment trust claims",2020-03-25,Royal Bank of Canada sued by REIT over commercial mortgage-backed securities margin calls,0,"Royal Bank of Canada sued by REIT over commercial mortgage-backed securities margin calls. RBC using the coronavirus pandemic to seize a large portfolio of assets at rock-bottom prices, a New York real estate investment trust claims"
76,"Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's",2019-07-31,U.S. central bank cuts interest rate for 1st time since 2008,-1,"U.S. central bank cuts interest rate for 1st time since 2008. Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's"
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
