,source,author,title,description,title_desc_sent_1,sent_1_note,title_desc_sent_2,sent_2_note,publishedAt,url,urlToImage,content
102,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Jeffrey Bair and Barbara Powell,"Biggest refinery on U.S. East Coast set to close after huge explosion, driving up fuel prices","The loss of the refinery will likely increase the region's dependence on supplies from Canada, Europe and the Gulf Coast",,,,,2019-06-26,https://business.financialpost.com/commodities/energy/biggest-refinery-on-u-s-east-coast-set-to-close-after-huge-explosion-driving-up-fuel-prices?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/06/refinery.jpg,"The biggest refinery on the U.S. East Coast will shut down, after a massive explosion and fire crippled operations at a site that has helped fuel the region for 153 years.The Philadelphia Energy Solutions Inc. complex on the banks of the Schuylkill and Delaware Rivers in Pennsylvania has been in place since 1866, a year after the Civil War ended. It emerged from bankruptcy just 10 months prior to two fires in June that closed down key gasoline-making units just as the summer driving season gears up.Philadelphia Mayor Jim Kenney said Wednesday the refinery will close within the next month. The complex produces 335,000 barrels a day, meeting about 3 per cent of gasoline demand in a densely populated region. Futures in New York jumped more than 5 per cent on a Reuters report Tuesday night that the refinery would close.PES will lay off half of its 640 union workers and 130 salaried employees Wednesday, said a person familiar with the plans.On Monday, the United Steelworkers union said any decision to shut the complex would have lasting consequences “starting with almost 2,000 workers directly employed by PES and tens of thousands more whose employment depends on the refinery to some degree,” according to a statement by USW International Vice President Tom Conway.PES officials will meet with Ryan O’Callaghan, president of USW Local 10-1 at noon local time, he said in an interview Wednesday. O’Callaghan, who represents 640 USW workers at the refinery, said he hadn’t been given prior warning of any plans to close.The refinery was beset by two fires, on June 10 and June 21. The most recent, affecting an alkylation unit used to make high-octane gasoline, was triggered by an explosion in the complex’s Girard Point section that could be seen miles away and was picked up by weather satellites. The earlier blaze was at a fluid catalytic cracker in the Point Breeze section of the refinery.The plant is the biggest of five refineries in the Northeast. It’s faced threats before. In 2012, with supply outpacing demand, it took a change of ownership and a push by lawmakers and unions to keep it operating.“That refinery plays a huge part in the gasoline market,” said Gene McGillian, vice president at Tradition Energy, a risk management firm in Stamford, Conn.The loss of the refinery will likely increase the region’s dependence on supplies from Canada, Europe and the Gulf Coast, potentially boosting prices for drivers and profit margins for the remaining plants in the area. Shares of PBF Energy Inc, which operates two refineries near Philadelphia, have surged 14 per cent since Thursday.“The U.S. Gulf Coast will remain a key supplier of refined products with supplemental gasoline imports from Europe likely needed to replenish lost production from the facility,” Marc Amons, senior research analyst, North America refining at Wood Mackenzie, said in an emailed statement.In 2012, the Philadelphia facility almost closed before being taken over by Energy Transfer Partners subsidiary Sunoco Inc. and the Carlyle Group. It emerged from Chapter 11 bankruptcy in August with the previous owners retaining smaller stakes.The fundamental problems that undercut the complex in 2012, though, largely remained.East Coast refiners aren’t on the receiving end of crude pipelines from America’s oil shale riches in Texas and North Dakota. So the only way they can get hold of U.S. crude is by train or U.S.-flagged tankers, which are much more expensive. The result: Philadelphia-area fuel makers still import crude from West Africa and the North Sea.PES used to take at least 200 rail cars a day of Bakken crude, but most of those barrels were diverted to the Midwest and Gulf Coast after pipeline expansions. Margins for processing imported crude sank in early June to the lowest in three years, according to Oil Analytics data. At the same time, refiners in the Midwest were threatening to encroach on part of the nearby western Pennsylvania market.Girard Point was already facing months of downtime as inspections continue to determine extent of damage from Friday’s explosions and fire.To permanently shut both Girard Point and the Point Breeze section “could take up to a year to fully secure the facility and removes the crude and products that remain in the process units and the storage tanks,” said Andy Lipow, president of Lipow Oil Associates LLC in Houston.Bloomberg.com"
106,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Esteban Duarte and Jill Ward,'Sea of tranquility': Ontario pitches its debt as a haven to European investors amid Brexit,Finance Minister Vic Fedeli says Ontario is finding investor interest for an eventual deal in Europe,,,,,2019-06-11,https://business.financialpost.com/news/fp-street/sea-of-tranquility-ontario-pitches-its-debt-as-a-haven-to-european-investors-amid-brexit,https://financialpostcom.files.wordpress.com/2019/06/fedeli.jpg,"Ontario is pitching its debt to European investors as a haven from Brexit and other geopolitical risks, allowing the world’s largest sub-sovereign borrower to expand its list of bond buyers.“On this trip, a lot of people are bringing up Brexit, U.S. and China in their discussions,” Ontario Finance Minister Vic Fedeli said in a BNN Bloomberg TV interview in London Tuesday. Investors view Ontario as a “safe haven” and “sea of tranquility,” Fedeli said.Fedeli and his top debt manager are visiting European investors just as the Canadian economy is picking up steam after a slowdown in the first quarter. Canada’s unemployment rate fell in May to 5.4%, the lowest in data going back to 1976.Ontario, which is a regular issuer of green bonds in the domestic market, is finding investor interest for an eventual deal in Europe, said Fedeli. Ontario is Canada’s most-populous province.Ontario issued $1 billion (US$750 million) of 10-year bonds Tuesday, meaning it has raised $8.1 billion this fiscal year, said Gadi Mayman, chief executive officer of the Ontario Financing Authority. That’s more than a quarter of the $36 billion in financing targeted for the fiscal year ending in March. The latest transaction was priced to yield 2.257 per cent, compared with a 3.44 per cent average borrowing cost estimated by the province for the current period.“We’re now back to incredibly attractive interest rates, so we’re trying to move out the curve, borrow as much 10- and 30-year paper as we can and take advantage of these rates,” Mayman said in an interview in London.Bloomberg.com"
109,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Theophilos Argitis,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,Data another sign Canada is on the path back to growth,,,,,2019-06-07,https://business.financialpost.com/news/economy/canadas-unemployment-rate-falls-to-lowest-since-at-least-1976,https://financialpostcom.files.wordpress.com/2019/06/hiring.jpg,"Canada’s labour market continued its strong run of job gains, bringing the unemployment rate down to a fresh low and adding to evidence the country is emerging from a recent slowdown.The economy added 27,700 in May, Statistics Canada said Friday in Ottawa, bringing the gain over the past 12 months to 453,100. The unemployment rate fell to 5.4 per cent, the lowest in data going back to 1976.Friday’s report reaffirms the labour market as the main driver of Canada’s expansion, and adds to a recent run of data showing clear signs the country is on the path back to growth after stalling at the end of last year. The currency jumped on the report, which is seen to give the central bank more ammunition to resist pressure to lower borrowing costs.The Canadian jobs report contrasts with weaker-than-expected payroll data in the U.S. that’s fuelling concern of a broader slowdown there and boosting calls for a Federal Reserve interest-rate cut.Canada’s report “was a good number with strong details, in contrast with pretty soft numbers in the U.S.,” Shaun Osborne, chief foreign-exchange strategist at Scotiabank, said by phone from Toronto.“This suggests greater capacity for the Bank of Canada to stay on hold if the Fed does cut rates.” Economists forecast Canadian employment to rise by 5,000, after a record gain of 106,500 in April. Canada’s currency jumped 0.6 per cent to 75.30 US cents at 11:13 a.m. in Toronto trading. Yields on government 2-year bonds held steady at 1.38 per cent. The spread against U.S. Treasuries of equivalent maturity narrowed to 43 basis points, the tightest in more than a year.In Canada, all indications point to an economy growing at a much faster pace than it had in the final three months of last year and the beginning of 2019. Along with the jobs report, recent data show a strong rebound in output in March, signs of stabilization in housing and improving export numbers. Economists anticipate growth will accelerate to more than 2 per cent on an annualized basis in the second quarter.Canadian employment is now up 2.4 per cent from the same period in 2018, the largest year-over-year increase since before the 2008-2009 recession. The number of people unemployed is also the lowest in a decade. Over the past two years, Canada’s economy has added almost 700,000 new jobs.Three provinces relatively immune from the recent weakness in the oil sector — Ontario, British Columbia and Quebec — are mostly responsible for the growth in employment, as are service-related industries such as transportation, technology and professionals.Companies that have been hiring include Staples Canada, Canada Goose Holdings, Accenture, along with a surge in employment by technology companies.“One of the things that I suspect is happening there is that global technology companies that are by and large US-based, the Googles, the Facebooks, the Amazons, etc., are hiring workers to a greater extent in this geography relative to the U.S.,” Neil Selfe, a founding partner at Infor Financial Group, told Bloomberg News on Thursday. That’s “because of the visa issues and the immigration issues of the Trump administration.”Canada has been able to produce strong job gains over the past two years largely because of a rapid increase in the labour force, on higher immigration and youth participation. The bigger risk in Canada is the labour force growth won’t be sustained and the market could tighten. For example, the labour force dropped by 49,200 in May, one of the largest one-month declines, after surging in recent months.As a result, rising demand for workers was met by tapping into the unemployed ranks. The number of people looking for work and unable to find it dropped by 76,900 in May, the biggest one-month decline since 1993.Another sign of tightening is that the recent acceleration in wage growth is holding. Annual hourly wage gains accelerated to 2.8 per cent in May, from 2.5 per cent in April, bringing it to the fastest since August last year. Pay gains for permanent employees were steady at 2.6 per cent.Bloomberg.com"
114,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Susanne Barton,Markets are more gloomy about our economy than the Bank of Canada — who’s right?,Some see the loonie falling below 74 cents after the central bank’s rate decision this week,,,,,2019-05-27,https://business.financialpost.com/news/economy/traders-worry-as-hopeful-bank-of-canada-officials-meet-this-week,https://financialpostcom.files.wordpress.com/2019/05/poloz-5.jpg,"As the Bank of Canada meets this week amid trade-war chaos, a big unanswered question will loom over the gathering: Who’s right about the nation’s economic prospects, gloomy traders or optimistic policy makers?Markets are worried that Canada is deeply exposed to the U.S.-China trade spat. The Canadian yield curve is inverted, with three-month government debt yielding more than 10-year notes, suggesting fear the dispute will weigh on global growth. The rates market is pricing in 17 basis points of central bank easing through the next 12 months, according to trading of forward contracts.But the Bank of Canada has been resolute. Governor Stephen Poloz said May 17 that there’s much evidence the economy is strong, calling signs to the contrary just a “detour” and saying interest rates will rise once the headwinds dissipate. The central bank will reveal its latest policy decision Wednesday morning.The pesky trade dispute seems to be the wild card here. And it’s little wonder why: The U.S. and China are Canada’s biggest trading partners.The BoC is “caught between big global uncertainties that are negative and recent data surprises erring on the positive side,” said Alan Ruskin, strategist at Deutsche Bank AG. “There’s a tendency in the U.S. and Canada for the market to take a more dovish view of expected policy than policy makers. The curve will be another element encouraging caution.”Around the world, traders have pushed bond yields lower, as appetite for risk assets wanes and central banks around the globe cut forecasts for growth. The trade war has taken a toll on sentiment, weighing on global stocks and sapping demand for most commodities.The foreign-exchange market isn’t pricing in a dovish central-bank policy stance in Canada just yet. As of Friday, the loonie was still the best performer among currencies from Group-of-10 nations in 2019, supported by crude oil, which had gained 30 per cent this year despite recent losses. The loonie was up 1.5 per cent this year versus the U.S. dollar.Still, the outlook is cloudy. For Canada, 17 per cent of its economic growth is exposed to the fight between the U.S. and China, according to a May 24 report from Bloomberg Intelligence economists. That means the Canadian dollar is 10 per cent overvalued, they argued.Recent economic data indicating strong Canadian employment and retail sales strengthen Poloz’s optimistic position even after the central bank last month abandoned its bias toward rate hikes and dropped a reference to future increases. Citigroup Inc.’s Canada economic surprise index, which measures data surprises relative to market expectations, is at the highest level since April 2017.“That outperformance alone tilts the balance of risks towards a constructive assessment of prospects” in the next BoC policy statement, Shaun Osborne, strategist at Scotiabank, wrote in a May 24 note to clients. It “provides the basis for a mildly hawkish hold decision from the policy makers.” He sees the Canadian dollar strengthening to end the year at 78.12 US cents against the greenback. It finished Friday at $74.62.Others aren’t so bullish. The loonie will weaken toward 73.96 US cents after Wednesday’s decision, strategists Andrew Kelvin and Mark McCormick at TD Securities wrote in a note May 24. They expect the yield differences between 5-year and 10-year as well as 10-year and 30-year Canadian government debt to narrow.“The balance of risk around the BoC also supports continued flattening,” they said. The narrative “remains biased towards lacklustre performance” in the currency as better Canadian data “reflects very weak expectations rather than strength in the economy.”Bloomberg.com"
116,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Esteban Duarte,"The Bank of Canada is underestimating the housing slump, Capital Economics warns","Developers are having a harder time securing their projects, senior economist says, which will bruise employment and consumption",,,,,2019-05-14,https://business.financialpost.com/news/economy/the-bank-of-canada-is-underestimating-the-housing-slump-capital-economics-warns?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/05/construction.jpg,"The Bank of Canada may be underestimating the extent of the cooling in the country’s housing market as well as its knock-on effects for the consumer-driven economy, according to research firm Capital Economics.Sales of pre-construction units in Toronto and Vancouver slowed in 2018, making it harder for developers to secure financing for their projects, said Stephen Brown, the firm’s senior economist for Canada. That in turn is likely to impact employment and consumption, which accounts for about 60 per cent of the country’s output.“The Bank of Canada is underestimating what’s to come in regards to residential investment,” Brown said in an interview Monday in Toronto.Capital Economics estimates that the Bank of Canada will cut rates twice this year, dropping the benchmark rate to 1.25 per cent, from 1.75 per cent. That’s far from consensus, with implied policy rates in the swaps market signalling just one rate cut over the next two years, Bloomberg data show.The research firm expects that families will have to use a bigger portion of their income to bolster savings because home equity will be constrained by muted price gains.The Bank of Canada is underestimating what's to come in regards to residential investmentNew home sales in Toronto declined at the start of the last year and remained flat since then, averaging 25,530 units per month, compared with a monthly average of 46,841 units in 2017, according to data from real estate consultant Altus Group. The housing starts adjustment is just beginning, with monthly averages since January 2018 at 39,301 units, compared with 39,703 average in 2017, according to data compiled by Capital Economics based on Statistics Canada data.“Condo developers have to sell about 70 per cent of the units in their condo before they start construction, in order to secure financing,” Brown said. “So the current housing starts represent homes that were actually sold, as pre-construction units, around 18 months ago.”He added that a similar trend is playing out in Vancouver.“It’s a niche data that not many are looking at it,” he said.Bloomberg.com"
120,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Christopher Condon,"Federal Reserve holds interest rate again, reiterates patience on future path","Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation",,,,,2019-05-01,https://business.financialpost.com/news/economy/federal-reserve-holds-interest-rate-again-reiterates-patience-on-future-path,https://financialpostcom.files.wordpress.com/2019/05/powell.jpg,"Federal Reserve officials left their main interest rate unchanged and continued to pledge patience as they grappled with conflicting currents in the U.S. economy.Central bankers, who’ve been slammed by President Donald Trump for not doing more to support the economy, took note of livelier growth while acknowledging weak inflation.The committee repeated language from its previous meeting, saying it “will be patient as it determines what future adjustments to the target range for the federal funds rate may be appropriate,” according to a statement Wednesday following a two-day gathering in Washington.Policy makers gave no clear signal that their next move would be a hike or a cut, or that any adjustment should be expected at their next meeting in June. The unanimous 10-0 decision left the target range for the benchmark federal funds rate at 2.25 per cent to 2.5 per cent.Chairman Jerome Powell will hold a press conference at 2:30 p.m. Reporters are likely to prod him over whether upside and downside risks remain truly balanced in the eyes of policy makers.Officials also adjusted one of the tools they use to keep the fed funds rate within its target range. In addition to weighing economic developments, Fed officials have endured a steady drumbeat of criticism from Trump over past rate hikes. Powell and his colleagues have said repeatedly they’ll ignore the pressure and chart policy according to what best suits the longer-run prospects of the world’s largest economy.As with recent economic data, the Federal Open Market Committee’s assessment of conditions had something for both hawks and doves.Officials slightly upgraded their assessment of the economy, saying “economic activity rose at a solid rate” while “the labour market remains strong.”That characterization followed a report this week showing consumer spending rebounded in March following a lacklustre start to the year. Previous data had pointed to the consumer as a weak spot in an otherwise solid first quarter.The economy expanded at a 3.2 per cent annualized pace from January to March, boosted by exports and inventories growth. The labour market remains robust, with unemployment at around a half- century low and wage gains near the best pace of this expansion.Still, even with consumption intact and the labour market tightening, inflation has remained vexingly low. The Fed’s preferred price gauge climbed just 1.5 per cent in March from a year earlier, well below the central bank’s 2 per cent target.In subtle changes from their last statement, officials said gauges for both overall and core inflation “have declined and are running below 2 per cent.” That removed a line from March blaming energy prices for below-target price gains and removed a reference to core inflation being “near 2 per cent.”The Fed’s fears over low inflation have been mounting, with Powell recently calling it “one of the major challenges of our time.” That’s spurred some speculation that a further slowing in core price gains could prompt officials to cut rates even during a healthy expansion.In a supplemental statement, officials adjusted a tool they use to keep the fed funds rate within its target range, lowering the interest paid on bank reserves deposited with the Fed to 2.35 per cent from 2.4 per cent.This was the third such adjustment in a year for interest on excess reserves, or IOER. As in June and December, the step was taken after the rate banks pay to borrow overnight, known as the effective fed funds rate, drifted upward and threatened to reach the upper end of the target range.The move “is intended to foster trading in the federal funds market at rates well within the FOMC’s target range,” the technical statement said.Bloomberg.com"
12,Bloomberg News,Jan-Henrik Förster and Patrick Winters,UBS said to tell some managers to only hire when five leave,"UBS Group AG is telling executives in its large wealth management business to be more selective when hiring bankers as it seeks to cut costs following a challenging first quarter, according to people familiar with the matter.",,,,,2019-04-30,https://www.bnnbloomberg.ca/ubs-said-to-tell-some-managers-to-only-hire-when-five-leave-1.1251604,,"UBS Group AG is telling executives in its large wealth management business to be more selective when hiring bankers as it seeks to cut costs following a challenging first quarter, according to people familiar with the matter. 
 The bank has introduced an informal rule to allow hiring of one back-office employee only if five are leaving, the people said, asking not to be identified because the matter is private. For client-facing staff, the rule is less strict: Managers can hire one banker for two departing ones, the people said. 
 A spokesman for the bank declined to comment. 
 Chief Executive Officer Sergio Ermotti has been hit by a slew of bad news, ranging from investor discontent with his strategy to the departure of his former investment bank head to a US$5 billion penalty in a French tax case. That’s left the stock trailing the rebound in the shares of its main rivals this year. 
 UBS said earlier this year that it would slow hiring and deepen cost cuts during one of the worst first quarters in recent history, which forced the bank to cut an additional US$300 million in costs. The bank said this month that the cost cuts announced in March should pay off in the second half of the year. 
 The Swiss bank slashed thousands of investment banking jobs over the past decade in a pivot toward private banking. While that shift has reduced earnings volatility, it’s left the bank open to revenue dips after market corrections or when clients stay on the sidelines. 
 Its first-quarter results last week were propped up by wealthy private banking customers in Asia, who added the lion’s share of net new money to help offset the investment bank, as it battled through a market trough that left many industry players hurting. 
"
14,Bloomberg News,Katia Dmitrieva,"U.S. jobless claims rise most since 2017, topping estimates","Filings for U.S. unemployment benefits rose the most since late 2017, while still remaining in the range of what’s considered a tight labor market.",,,,,2019-04-25,https://www.bnnbloomberg.ca/u-s-jobless-claims-rise-most-since-2017-topping-estimates-1.1249327,,"Filings for U.S. unemployment benefits rose the most since late 2017, while still remaining in the range of what’s considered a tight labor market. 
 Jobless claims rose 37,000 to 230,000 in the week ended April 20, according to Labor Department figures Thursday that matched the highest estimate in Bloomberg’s survey. The four-week average, a less-volatile measure, increased to 206,000. 
 Key Insights 
The increase in claims snapped a five-week streak of declines, the longest since 2016, indicating that while the labor market may have cooled somewhat it remains robust. Employers in several regions and industries confront higher turnover and find it difficult to hire workers, according to the latest Federal Reserve Beige Book. A Bloomberg survey of economists forecast a gain of 200,000 in the period. The rise in claims for the week was the most since September 2017, according to the Labor Department.

 What Bloomberg’s Economists Say: 
 “Jobless claims continue to point to tight labor market conditions. The number of workers filing new applications for unemployment increased more than expected, but it is not unusual to see some volatility in the week before or after the Easter holiday. Jobless claims will likely revert back to the pre-holiday trend.”-- Eliza Winger, economist 
 Get More 
Continuing claims, which are reported with a one-week lag, rose slightly to 1.655 million in the week ended April 13. The unemployment rate among people eligible for benefits held at 1.2 per cent. The prior week’s claims were revised up to 193,000 from the 192,000 initially reported, which was the lowest level since September 1969."
126,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Theophilos Argitis,"Canada loses 7,200 jobs, its first employment drop in seven months",Economists had expected a gain,,,,,2019-04-05,https://business.financialpost.com/news/economy/newsalert-statistics-canada-says-economy-lost-7200-jobs-in-march?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/04/jobs1.jpg,"Canada posted its first employment drop in seven months, ending an unusually strong run of job gains.Employment fell by 7,200 in March, mostly full-time positions in the services sector, Statistics Canada said Friday in Ottawa. Economists had forecast employers would add 6,000 jobs.Statistically, the decline is considered a flat reading. The country’s jobless rate was unchanged at 5.8 per cent.It was only a matter of time before Canada’s jobs market cooled after a sharp rise in employment in recent months, particularly as other indicators have showed a much weaker picture.Canada’s economy had added 290,000 jobs between August and February, the largest six-month increase since 2002. Those gains however were out of line with other indicators that showed production stalling at the end of last year, in part because of falling oil prices.The strong performance of the jobs market up to now has been one of the reasons why the Bank of Canada has stuck to its belief the economy will rebound later this year.Labour force numbers, which had been rising strongly along with jobs, also declined slightly in March, down by 11,300.The employment decrease in March was driven by a 17,300 drop in private-sector jobs, with public sector employment up slightly last month. Health-care and accommodation led the job losses. Among provinces, Quebec and Ontario saw the largest declines, with combined losses of 21,700.The labour market continues to improve in one respect: annual hourly wage gains accelerated to 2.4 per cent in March,the fastest annual gain since September, up from 2.3 per cent in February.Pay gains for permanent employees rose to 2.3 per cent, the strongest increase since August.Total hours worked also picked up in March, increasing by 0.9 per cent annually, after a drop of 0.1 per cent the previous month.Bloomberg.com"
129,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Theophilos Argitis,What gives? Canada’s job market off to its best start in almost 40 years,Aren’t we supposed to be in a slowdown?,,,,,2019-03-08,https://business.financialpost.com/news/economy/canadas-labor-market-is-off-to-best-start-since-1981,https://financialpostcom.files.wordpress.com/2019/03/1009jobs.jpg,"Canada’s economy posted its second-straight surprise job gain, making the labour market a lone bright spot for an economy in the middle of a sharp slowdown.Employment increased by 55,900 in February, all full-time jobs, Statistics Canada said Friday in Ottawa, building on a 66,800 gain in January. The two-month gain is the best start to a year since 1981. Canada’s economy has added 290,000 jobs since August, the largest six-month increase since the early 2000s.The much-stronger-than-expected labour market is the only thing giving policy makers comfort amid a run of bleak data in recent months. It’s a key reason why the Bank of Canada is sticking to its belief the economy will rebound and interest rates will likely head higher.The employment gains in recent months come amid an otherwise dismal performance for the economy recently, amid stresses in the oil sector, weakening housing markets, volatility in global financial markets and waning consumer and business confidence. Economists were forecasting a gain of just 1,200 in February.Last week, Canada’s statistics agency reported the nation’s economy grew by just 0.1 per cent in the final three months of 2018. Most economists expect the sluggishness to persist in the first six months of this year, before growth picks up steam later in 2019.The jobs increase largely reflects higher labor force numbers, rather than falling unemployment, due to rising participation rates and accelerating population growth over the past couple of years. Much of the increase in Canada’s population comes from international working-age migrants. In an economy with more than half a million vacant jobs, many seem to be finding work.The labour force increased by 55,100 in February, and is up by 159,000 so far this year. Canada’s jobless rate was unchanged at 5.8 per cent, even with the employment gains, because more people were looking for work.The breakdown in the numbers was also positive, with 67,400 new full-time jobs offsetting a loss of 11,600 part-time positions.Even the wage picture is looking better. Annual average hourly gains accelerated to 2.3 per cent in February from 2 per cent a month earlier, with pay for permanent employees up 2.2 per cent, from 1.8 per cent previously.One weakness was total hours worked, which fell 0.1 per cent in February from a year earlier.With assistance from Erik HertzbergBloomberg.com"
15,Bloomberg News,Jeff Kearns,"U.S. payroll gains plunge to 20,000 while wages top estimates","U.S. hiring was the weakest in more than a year while wage gains were the fastest of the expansion and the unemployment rate fell, a possible sign that America’s jobs engine is starting to slow down. Treasuries rallied while the dollar and stock futures fell.",,,,,2019-03-08,https://www.bnnbloomberg.ca/u-s-payroll-gains-plunge-to-20-000-while-wages-top-estimates-1.1226016,,"U.S. hiring was the weakest in more than a year while wage gains were the fastest of the expansion and the unemployment rate fell, a possible sign that America’s jobs engine is starting to slow down. Treasuries rallied while the dollar and stock futures fell. 
 Nonfarm payrolls increased by 20,000 after an upwardly revised 311,000 gain the prior month, a Labor Department report showed Friday. The median estimate in a Bloomberg survey called for an increase of 180,000. Average hourly earnings rose a better-than- projected 3.4 per cent from a year earlier, while the jobless rate declined to 3.8 per cent, near a five-decade low. 
 Even with faster pay raises, the big miss on payrolls may fuel concern about the mood among U.S. consumers following a December retail-sales slump that was the worst in nine years. Economists project the expansion will slow this year, amid weaker global growth and the fading impact of fiscal stimulus such as President Donald Trump’s tax cuts. 
 At the same time, policy makers and economists might wait for several months of weak hiring before concluding there’s cause for concern in the labor market. Some of the weakness could be chalked up to winter weather, as construction jobs fell by 31,000, though many other sectors were soft including education and health services as well as leisure and hospitality. 
 Even with the pickup in wages, Federal Reserve policy makers have indicated this year they won’t raise interest rates again until seeing inflation advance. Fed Chairman Jerome Powell said in congressional testimony last week that “the job market remains strong.’’ 
 February Miss 
 This marked the first February since 2011 that the initial reading on payrolls missed the median estimate of economists. The 20,000 gain was the lowest since September 2017, a month marked by the impact of several major hurricanes. 
 Manufacturing payrolls increased by 4,000, trailing the 12,000 median forecast. Retail jobs fell by 6,100, while education and health services posted a meager gain of 4,000 and leisure and hospitality payrolls were unchanged. One solid reading was professional and business services, with a 42,000 increase. 
 The labor-force participation rate was unchanged at a five-year high of 63.2 per cent, while the employment-population ratio, another broad measure of labor-market health, held at 60.7 per cent. 
 Companies have said shortages of skilled workers limit expansion plans. In addition, broader headwinds include continuing uncertainty surrounding trade tension with China, a waning boost from fiscal policy and threats from abroad. 
 Just this week, the Organization for Economic Cooperation and Development cut its 2019 global growth forecast to 3.3 per cent from 3.5 per cent, China lowered its economic growth target, and the European Central Bank slashed its projection for the region. 
 Average hourly earnings for private workers rose 0.4 per cent from the prior month, topping estimates, following a 0.1 per cent gain. The annual increase came after a downwardly revised 3.1 advance. Average hourly earnings for production and non- supervisory workers accelerated to a 3.5 per cent annual gain. 
 Get More 
Revisions added 12,000 to the payrolls tally from the prior two months. Private payrolls rose by 25,000 in February, compared with the median estimate for 170,000. Government payrolls decreased by 5,000. The average work week decreased to 34.4 hours from 34.5 hours in the prior month; a shorter workweek boosts average hourly pay. The U-6, or underemployment rate, plunged to 7.3 per cent from 8.1 per cent. This includes part-time workers who want a full-time job and people who are less active in seeking work. A separate government report Friday showed new-home construction rebounded in January by more than expected as building permits hit a nine-month high, indicating the housing market is stabilizing amid lower mortgage rates."
131,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Chris Fournier and Erik Hertzberg,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year,Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue,,,,,2019-03-05,https://business.financialpost.com/real-estate/realtors-plead-for-looser-mortgages-as-toronto-sales-drop-again?video_autoplay=true,https://financialpostcom.files.wordpress.com/2019/03/house-sale1.jpg,"Toronto’s housing market posted its biggest monthly sales decline in a year last month, prompting the city’s realtor board to call for a review of new mortgage rules it says are keeping buyers on the sidelines.Sales fell 7.7 per cent on a seasonally adjusted basis to 6,212, the largest decline since February 2018, the Toronto Real Estate Board reported Tuesday. Benchmark prices, which adjust for the type of home sold, climbed 0.8 per cent from the prior month to $767,800.The decline in transactions so far this year extends 2018’s losses which were the worst in a decade, leading to speculation policy makers went too far when they added stress tests to mortgage-lending requirements. The regulator that imposed the rules —the Office of the Superintendent of Financial Institutions — should review them, and amortization periods for federally insured mortgages should be extended to 30 years to give buyers a break, the real estate board said.“The OSFI mandated mortgage stress test has left some buyers on the sidelines who have struggled to qualify for the type of home they want to buy,” Gurcharan Bhaura, TREB’s president, said in a statement. “There is a federal budget and election on the horizon. It will be interesting to see what policy measures are announced to help with home ownership affordability.”Meanwhile, new listings also declined, falling 6.2 per cent from a year earlier to 9,828. The fact new listings fell more than sales suggests conditions became tighter over the past year, supporting price growth, the board said. Average home prices rose 1.6 per cent from a year earlier to $780,397.The semi-detached segment was the best performer, with average prices rising 9.9 per cent to $832,569 on the year. Condo prices jumped 6.1 per cent to $562,161. Detached homes declined 2.1 per cent to $980, 914.The realtor board warned of the potential consequences of any further declines, saying the substantial drop in sales compared with the 2016 peak has translated into a “hit to the economy” in the billions of dollars.“This hit has also translated into lower government revenues and, if sustained, could impact the employment picture as well,” Jason Mercer, the board’s director of market analysis, said in the statement.With assistance from Natalie WongBloomberg.com"
