,description,publishedAt,title,title_desc_sent_1,title_desc
8,"Initial demand may have been fuelled by unwarranted homeowner fears that the relief program was a 'first-come, first-serve' limited-time offer",2020-04-13,Mortgage relief requests ease up as homeowners 'catch their breath' and take stock of finances,-1,"Mortgage relief requests ease up as homeowners 'catch their breath' and take stock of finances. Initial demand may have been fuelled by unwarranted homeowner fears that the relief program was a 'first-come, first-serve' limited-time offer"
104,"Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say.",2019-02-05,Housing slump in Canada prompts calls to loosen mortgage rules,-1,"Housing slump in Canada prompts calls to loosen mortgage rules. Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say."
79,"The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes.",2019-07-11,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO",-1,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO. The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes."
49,Canada Mortgage and Housing Corp. says pace of new construction down with fewer multi-unit projects begun,2019-11-08,"Annual pace of housing starts slowed to 201,973 in October, CMHC reports",-1,"Annual pace of housing starts slowed to 201,973 in October, CMHC reports. Canada Mortgage and Housing Corp. says pace of new construction down with fewer multi-unit projects begun"
7,"With economic activity diving in Canada, just how bad will it get?",2020-04-15,Recession or depression? Canada's economy is in for a rough spring,-1,"Recession or depression? Canada's economy is in for a rough spring. With economic activity diving in Canada, just how bad will it get?"
104,"Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say.",2019-02-05,Housing slump in Canada prompts calls to loosen mortgage rules,-1,"Housing slump in Canada prompts calls to loosen mortgage rules. Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say."
66,"The maximum purchase price of $565,000 puts many markets out of reach",2019-09-03,Ottawa’s homebuyer plan not a big help in Canada’s pricey markets,-1,"Ottawa’s homebuyer plan not a big help in Canada’s pricey markets. The maximum purchase price of $565,000 puts many markets out of reach"
88,"National Bank, Bank of America Merrill Lynch cut growth forecasts for 2019",2019-06-04,Trade war darkens economic forecasts for Canada,-1,"Trade war darkens economic forecasts for Canada. National Bank, Bank of America Merrill Lynch cut growth forecasts for 2019"
79,"The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes.",2019-07-11,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO",-1,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO. The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes."
40,Economists say Ottawa needs a new playbook to tackle the next global recession,2019-12-06,Secret' memo outlines tools the finance department and Bank of Canada could use in a recession,-1,Secret' memo outlines tools the finance department and Bank of Canada could use in a recession. Economists say Ottawa needs a new playbook to tackle the next global recession
104,"Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say.",2019-02-05,Housing slump in Canada prompts calls to loosen mortgage rules,-1,"Housing slump in Canada prompts calls to loosen mortgage rules. Federal officials should revisit lending rules that were introduced last year, as the housing market rapidly cools and first-time buyers find it increasingly difficult to buy a home, industry groups say."
13,"A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive.",2020-03-27,"Mortgage market sees flurry of activity amid low rates, virus uncertainty",-1,"Mortgage market sees flurry of activity amid low rates, virus uncertainty. A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive."
34,"Regionally, Quebec suffered the biggest decline in jobs from the previous month",2020-01-06,Canada's unemployment rate climbs to 5.9%,-1,"Canada's unemployment rate climbs to 5.9%. Regionally, Quebec suffered the biggest decline in jobs from the previous month"
40,Economists say Ottawa needs a new playbook to tackle the next global recession,2019-12-06,Secret' memo outlines tools the finance department and Bank of Canada could use in a recession,-1,Secret' memo outlines tools the finance department and Bank of Canada could use in a recession. Economists say Ottawa needs a new playbook to tackle the next global recession
102,Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue,2019-03-05,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year,-1,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year. Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue
79,"The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes.",2019-07-11,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO",-1,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO. The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes."
67,CMHC's annual report on Northern housing shows mixed outlook across the 3 territories,2019-08-29,Yellowknife's housing market slows as economic slump looms on the horizon: CMHC,-1,Yellowknife's housing market slows as economic slump looms on the horizon: CMHC. CMHC's annual report on Northern housing shows mixed outlook across the 3 territories
13,"A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive.",2020-03-27,"Mortgage market sees flurry of activity amid low rates, virus uncertainty",-1,"Mortgage market sees flurry of activity amid low rates, virus uncertainty. A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive."
60,Liberals offer retrofit program to assist 1.5 million homes with upgrades,2019-09-26,Trudeau promises $40K interest-free loans to make homes energy efficient and safer from severe weather,-1,Trudeau promises $40K interest-free loans to make homes energy efficient and safer from severe weather. Liberals offer retrofit program to assist 1.5 million homes with upgrades
88,"National Bank, Bank of America Merrill Lynch cut growth forecasts for 2019",2019-06-04,Trade war darkens economic forecasts for Canada,-1,"Trade war darkens economic forecasts for Canada. National Bank, Bank of America Merrill Lynch cut growth forecasts for 2019"
13,"A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive.",2020-03-27,"Mortgage market sees flurry of activity amid low rates, virus uncertainty",-1,"Mortgage market sees flurry of activity amid low rates, virus uncertainty. A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive."
99,Sales down 4.6% and prices fell 0.5% from a year earlier,2019-04-15,Canadian home sales remain at lowest levels in six years,-1,Canadian home sales remain at lowest levels in six years. Sales down 4.6% and prices fell 0.5% from a year earlier
110,Further evidence that tighter mortgage lending has slowed a boom in Canada's biggest city,2018-12-13,Toronto new home prices see biggest 12-month drop in more than two decades,-1,Toronto new home prices see biggest 12-month drop in more than two decades. Further evidence that tighter mortgage lending has slowed a boom in Canada's biggest city
71,"A slowing economy and growing trade tensions suggest a cut will happen more quickly than currently accounted for, Macquarie economist says",2019-08-20,A Bank of Canada rate cut is looking more likely and the first could come as early as September,-1,"A Bank of Canada rate cut is looking more likely and the first could come as early as September. A slowing economy and growing trade tensions suggest a cut will happen more quickly than currently accounted for, Macquarie economist says"
71,"A slowing economy and growing trade tensions suggest a cut will happen more quickly than currently accounted for, Macquarie economist says",2019-08-20,A Bank of Canada rate cut is looking more likely and the first could come as early as September,-1,"A Bank of Canada rate cut is looking more likely and the first could come as early as September. A slowing economy and growing trade tensions suggest a cut will happen more quickly than currently accounted for, Macquarie economist says"
100,"Help for first-time homebuyers doesn't come into effect until the fall, meaning some might hold off on jumping into real estate until they can take advantage",2019-03-21,Trudeau's new housing measures could end up crushing sales in an already depressed market,-1,"Trudeau's new housing measures could end up crushing sales in an already depressed market. Help for first-time homebuyers doesn't come into effect until the fall, meaning some might hold off on jumping into real estate until they can take advantage"
102,Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue,2019-03-05,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year,-1,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year. Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue
102,Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue,2019-03-05,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year,-1,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year. Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue
107,"Additionally, almost three in 10 respondents use such lines of credit at least some of the time to make payments on other debt",2019-01-15,A quarter of Canadians with home equity lines of credit are paying only the interest on their loans: survey,-1,"A quarter of Canadians with home equity lines of credit are paying only the interest on their loans: survey. Additionally, almost three in 10 respondents use such lines of credit at least some of the time to make payments on other debt"
6,"Provincial economy expected to shrink by 4 per cent, economist says",2020-04-20,"B.C. home sales to fall by 40 per cent but comeback is likely, report says",-1,"B.C. home sales to fall by 40 per cent but comeback is likely, report says. Provincial economy expected to shrink by 4 per cent, economist says"
6,"Provincial economy expected to shrink by 4 per cent, economist says",2020-04-20,"B.C. home sales to fall by 40 per cent but comeback is likely, report says",-1,"B.C. home sales to fall by 40 per cent but comeback is likely, report says. Provincial economy expected to shrink by 4 per cent, economist says"
83,A new wave of supply is also dampening growth,2019-06-28,Toronto condo prices see weakest growth in 5 years as tight lending rules bite,-1,Toronto condo prices see weakest growth in 5 years as tight lending rules bite. A new wave of supply is also dampening growth
13,"A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive.",2020-03-27,"Mortgage market sees flurry of activity amid low rates, virus uncertainty",-1,"Mortgage market sees flurry of activity amid low rates, virus uncertainty. A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive."
63,As recession threatens and an election beckons is it time for us to borrow or time to shuck debt?,2019-09-12,To pay off or borrow more is the question facing Canadians: Don Pittis,-1,To pay off or borrow more is the question facing Canadians: Don Pittis. As recession threatens and an election beckons is it time for us to borrow or time to shuck debt?
46,Number of new houses being built plummets by nearly 16%,2019-11-15,New house prices drop even more in Calgary,-1,New house prices drop even more in Calgary. Number of new houses being built plummets by nearly 16%
99,Sales down 4.6% and prices fell 0.5% from a year earlier,2019-04-15,Canadian home sales remain at lowest levels in six years,-1,Canadian home sales remain at lowest levels in six years. Sales down 4.6% and prices fell 0.5% from a year earlier
66,"The maximum purchase price of $565,000 puts many markets out of reach",2019-09-03,Ottawa’s homebuyer plan not a big help in Canada’s pricey markets,-1,"Ottawa’s homebuyer plan not a big help in Canada’s pricey markets. The maximum purchase price of $565,000 puts many markets out of reach"
68,"Wednesday's drop appears driven by technical factors, such as investors needing to add long-term bonds as a hedge, not anxiety about the economy",2019-08-28,"Bond yields just sank to record lows again, but this time markets aren't panicking",-1,"Bond yields just sank to record lows again, but this time markets aren't panicking. Wednesday's drop appears driven by technical factors, such as investors needing to add long-term bonds as a hedge, not anxiety about the economy"
83,A new wave of supply is also dampening growth,2019-06-28,Toronto condo prices see weakest growth in 5 years as tight lending rules bite,-1,Toronto condo prices see weakest growth in 5 years as tight lending rules bite. A new wave of supply is also dampening growth
115,HSBC Canada cut its five-year variable mortgage rate to 2.39 per cent as banks compete for customers amid a slump in home sales.,2018-05-16,"HSBC undercuts BMO, TD on 5-year rates as mortgage fight brews",-1,"HSBC undercuts BMO, TD on 5-year rates as mortgage fight brews. HSBC Canada cut its five-year variable mortgage rate to 2.39 per cent as banks compete for customers amid a slump in home sales."
79,"The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes.",2019-07-11,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO",-1,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO. The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes."
118,Scott Hannah says low borrowing costs and rising home prices have lured Canadians into a debt trap they may not escape if looming economic threats materialize.,2018-04-12,‘Dr. Debt’ warns Canadians need to get financial houses in order,-1,‘Dr. Debt’ warns Canadians need to get financial houses in order. Scott Hannah says low borrowing costs and rising home prices have lured Canadians into a debt trap they may not escape if looming economic threats materialize.
115,HSBC Canada cut its five-year variable mortgage rate to 2.39 per cent as banks compete for customers amid a slump in home sales.,2018-05-16,"HSBC undercuts BMO, TD on 5-year rates as mortgage fight brews",-1,"HSBC undercuts BMO, TD on 5-year rates as mortgage fight brews. HSBC Canada cut its five-year variable mortgage rate to 2.39 per cent as banks compete for customers amid a slump in home sales."
54,Canada Mortgage and Housing Corp. says seasonally adjusted annual rate fell 2.5% compared with August,2019-10-08,"Pace of housing starts slowed in September, CMHC reports",-1,"Pace of housing starts slowed in September, CMHC reports. Canada Mortgage and Housing Corp. says seasonally adjusted annual rate fell 2.5% compared with August"
120,Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”,2018-01-15,CMHC shuffles management as CFO Zielonka leaves,0,CMHC shuffles management as CFO Zielonka leaves. Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”
106,Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders,2019-01-28,"Stress tests on private lenders not being considered, Morneau says",0,"Stress tests on private lenders not being considered, Morneau says. Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders"
105,"Canada’s banking regulator defended tougher mortgage underwriting rules blamed recently for a slump in the nation’s housing market, but left open the possibility that regulations could ease if conditions change.",2019-02-05,Regulator OSFI opens door to easing Canadian mortgage rules,0,"Regulator OSFI opens door to easing Canadian mortgage rules. Canada’s banking regulator defended tougher mortgage underwriting rules blamed recently for a slump in the nation’s housing market, but left open the possibility that regulations could ease if conditions change."
62,"Lawyers failed to explain fine print, commission rates, investors allege",2019-09-13,Investors who lost millions in syndicated mortgages call for changes at law society,0,"Investors who lost millions in syndicated mortgages call for changes at law society. Lawyers failed to explain fine print, commission rates, investors allege"
1,(Bloomberg) — One of Canada’s biggest money managers is freezing redemptions in a large debt fund and warning that some borrowers may miss interest payments.,2020-05-05,Fiera Capital Limits Redemptions on $1.1 Billion Credit Fund,0,Fiera Capital Limits Redemptions on $1.1 Billion Credit Fund. (Bloomberg) — One of Canada’s biggest money managers is freezing redemptions in a large debt fund and warning that some borrowers may miss interest payments.
22,"Median income in the province decreased by 3.3% over the past few years, compared to 4.1% growth across Canada",2020-02-25,"Albertans still make the most money, but other provinces are catching up",0,"Albertans still make the most money, but other provinces are catching up. Median income in the province decreased by 3.3% over the past few years, compared to 4.1% growth across Canada"
65,"CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'",2019-09-04,"CIBC may have gone too far with its mortgage retreat, CEO says",0,"CIBC may have gone too far with its mortgage retreat, CEO says. CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'"
120,Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”,2018-01-15,CMHC shuffles management as CFO Zielonka leaves,0,CMHC shuffles management as CFO Zielonka leaves. Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”
122,"Doug Porter, Chief Economist, BMO Financial Group",2017-10-18,What housing industry experts are saying about OSFI’s new rules,0,"What housing industry experts are saying about OSFI’s new rules. Doug Porter, Chief Economist, BMO Financial Group"
39,Central bank's board says a search for a successor is underway,2019-12-06,Stephen Poloz to step down as Bank of Canada governor at end of term,0,Stephen Poloz to step down as Bank of Canada governor at end of term. Central bank's board says a search for a successor is underway
94,"More co-ordinated approach to homelessness needed, says Human Development Council",2019-05-22,"Saint John housing programs more effective, but shelter use on the rise, report shows",0,"Saint John housing programs more effective, but shelter use on the rise, report shows. More co-ordinated approach to homelessness needed, says Human Development Council"
94,"More co-ordinated approach to homelessness needed, says Human Development Council",2019-05-22,"Saint John housing programs more effective, but shelter use on the rise, report shows",0,"Saint John housing programs more effective, but shelter use on the rise, report shows. More co-ordinated approach to homelessness needed, says Human Development Council"
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
14,"33.5% of Canadians live in multi-family dwellings, according to the 2016 census",2020-03-26,Social distancing is important. But what if you live in an apartment tower with shared spaces?,0,"Social distancing is important. But what if you live in an apartment tower with shared spaces?. 33.5% of Canadians live in multi-family dwellings, according to the 2016 census"
58,Manufacturing weakened in September for the 2nd straight month as U.S.-China trade war dragged on confidence,2019-10-01,Slump in U.S. manufacturing knocks stock market to lowest point in 5 weeks,0,Slump in U.S. manufacturing knocks stock market to lowest point in 5 weeks. Manufacturing weakened in September for the 2nd straight month as U.S.-China trade war dragged on confidence
59,All parties say they want to simplify the tax system — but their platforms say something else,2019-09-30,A week of tax promises that are more about politics than policy,0,A week of tax promises that are more about politics than policy. All parties say they want to simplify the tax system — but their platforms say something else
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
89,Finding housing even if you have no barriers is very very difficult',2019-06-03,"P.E.I. needs more pet-friendly housing, say violence prevention advocates",0,"P.E.I. needs more pet-friendly housing, say violence prevention advocates. Finding housing even if you have no barriers is very very difficult'"
70,Europe and China are also seeking just-right ways to stave off recession,2019-08-26,The Goldilocks president says he wants to keep the boom alive: Don Pittis,0,The Goldilocks president says he wants to keep the boom alive: Don Pittis. Europe and China are also seeking just-right ways to stave off recession
14,"33.5% of Canadians live in multi-family dwellings, according to the 2016 census",2020-03-26,Social distancing is important. But what if you live in an apartment tower with shared spaces?,0,"Social distancing is important. But what if you live in an apartment tower with shared spaces?. 33.5% of Canadians live in multi-family dwellings, according to the 2016 census"
24,"A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar.",2020-02-13,TD markets first RMBS from a top-six Canadian bank,0,"TD markets first RMBS from a top-six Canadian bank. A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar."
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
21,But avoiding panic over the disease's economic impact will prevent a worse result,2020-02-26,Coronavirus could be the global shock that economists have feared: Don Pittis,0,Coronavirus could be the global shock that economists have feared: Don Pittis. But avoiding panic over the disease's economic impact will prevent a worse result
38,Volcker tamed inflation in the 80s and later inspired tough Wall Street reforms,2019-12-09,"Paul Volcker, U.S. Federal Reserve's former chief, dead at 92",0,"Paul Volcker, U.S. Federal Reserve's former chief, dead at 92. Volcker tamed inflation in the 80s and later inspired tough Wall Street reforms"
48,"Tech tools can help fix a shortage of skilled staff, experts and young workers say",2019-11-08,"To attract a generation that grew up with cellphones and iPads, the construction industry goes high-tech",0,"To attract a generation that grew up with cellphones and iPads, the construction industry goes high-tech. Tech tools can help fix a shortage of skilled staff, experts and young workers say"
24,"A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar.",2020-02-13,TD markets first RMBS from a top-six Canadian bank,0,"TD markets first RMBS from a top-six Canadian bank. A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar."
65,"CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'",2019-09-04,"CIBC may have gone too far with its mortgage retreat, CEO says",0,"CIBC may have gone too far with its mortgage retreat, CEO says. CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'"
61,"Already carrying debt, many seniors can't downsize because they can't afford high rents, so turn to reverse mortgages for a new source of income",2019-09-16,Don't-pay-til-you-die reverse mortgages are booming in Canada as seniors binge on debt,0,"Don't-pay-til-you-die reverse mortgages are booming in Canada as seniors binge on debt. Already carrying debt, many seniors can't downsize because they can't afford high rents, so turn to reverse mortgages for a new source of income"
55,"Tax cuts, climate plans, housing, health care, breaks for homeowners. Here's how the parties are chasing votes",2019-10-07,Here are some of the big campaign promises from the major parties so far,0,"Here are some of the big campaign promises from the major parties so far. Tax cuts, climate plans, housing, health care, breaks for homeowners. Here's how the parties are chasing votes"
70,Europe and China are also seeking just-right ways to stave off recession,2019-08-26,The Goldilocks president says he wants to keep the boom alive: Don Pittis,0,The Goldilocks president says he wants to keep the boom alive: Don Pittis. Europe and China are also seeking just-right ways to stave off recession
21,But avoiding panic over the disease's economic impact will prevent a worse result,2020-02-26,Coronavirus could be the global shock that economists have feared: Don Pittis,0,Coronavirus could be the global shock that economists have feared: Don Pittis. But avoiding panic over the disease's economic impact will prevent a worse result
16,"Provinces ramp up restrictions as number of COVID-19 cases in Canada passes 1,000",2020-03-21,Coronavirus: Here's what's happening in Canada and around the world on March 20,0,"Coronavirus: Here's what's happening in Canada and around the world on March 20. Provinces ramp up restrictions as number of COVID-19 cases in Canada passes 1,000"
86,Signs that financial strains are higher here in Canada,2019-06-10,Three reasons Canadians will feel the pain of the next recession more than Americans,0,Three reasons Canadians will feel the pain of the next recession more than Americans. Signs that financial strains are higher here in Canada
95,It's one of the biggest questions hanging over Canada's record household debt,2019-05-09,How much do we owe against our homes? Not even the Bank of Canada knows for sure,0,How much do we owe against our homes? Not even the Bank of Canada knows for sure. It's one of the biggest questions hanging over Canada's record household debt
111,New listings down 26%,2018-12-05,"Toronto housing sales fall the most in eight months, but prices stay steady",0,"Toronto housing sales fall the most in eight months, but prices stay steady. New listings down 26%"
69,"The benchmark underpins US$350 trillion of mortgages, loans and derivatives across various currencies, and employees are scrambling to manage its demise",2019-08-27,"'An international, complex intellectual challenge': Wall Street prepares for the end of the Libor era",0,"'An international, complex intellectual challenge': Wall Street prepares for the end of the Libor era. The benchmark underpins US$350 trillion of mortgages, loans and derivatives across various currencies, and employees are scrambling to manage its demise"
25,Builder says mortgage and appraisal system keeps families out of low energy homes,2020-02-06,Net-zero-energy home sits empty as builder struggles to find buyers,0,Net-zero-energy home sits empty as builder struggles to find buyers. Builder says mortgage and appraisal system keeps families out of low energy homes
62,"Lawyers failed to explain fine print, commission rates, investors allege",2019-09-13,Investors who lost millions in syndicated mortgages call for changes at law society,0,"Investors who lost millions in syndicated mortgages call for changes at law society. Lawyers failed to explain fine print, commission rates, investors allege"
103,Even the wealthiest people use mortgages to maintain liquidity,2019-02-22,Asset-rich but cash-poor: Elon Musk recently took out five monster mortgages worth $61 million,0,Asset-rich but cash-poor: Elon Musk recently took out five monster mortgages worth $61 million. Even the wealthiest people use mortgages to maintain liquidity
20,Royal Bank of Canada has widened its lead in mortgages against rival lenders as the nation’s housing market shows signs of renewed vigor.,2020-02-28,RBC widens mortgage lead amid signs of Canadian housing revival,0,RBC widens mortgage lead amid signs of Canadian housing revival. Royal Bank of Canada has widened its lead in mortgages against rival lenders as the nation’s housing market shows signs of renewed vigor.
21,But avoiding panic over the disease's economic impact will prevent a worse result,2020-02-26,Coronavirus could be the global shock that economists have feared: Don Pittis,0,Coronavirus could be the global shock that economists have feared: Don Pittis. But avoiding panic over the disease's economic impact will prevent a worse result
51,"Either way most individual Canadians will pay lower taxes, while corporations will pay a bit more",2019-10-21,From taxes to housing to pipelines: How a Liberal or Conservative win could affect Canada’s economy,0,"From taxes to housing to pipelines: How a Liberal or Conservative win could affect Canada’s economy. Either way most individual Canadians will pay lower taxes, while corporations will pay a bit more"
106,Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders,2019-01-28,"Stress tests on private lenders not being considered, Morneau says",0,"Stress tests on private lenders not being considered, Morneau says. Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders"
