,description,publishedAt,title,title_desc_sent_1,title_desc
9,Provinces are likely to need more assistance from the federal government — which could trigger a downgrade,2020-04-23,Canada's AAA credit rating on the line as oil crash slams debt-loaded provinces,-1,Canada's AAA credit rating on the line as oil crash slams debt-loaded provinces. Provinces are likely to need more assistance from the federal government — which could trigger a downgrade
104,"Canada’s economy contracted for the second time in three months on lower energy production, the clearest evidence yet of a soft patch that’s expected to linger through the first part of this year.",2019-01-31,Energy slump drives Canada's second GDP decline in 3 months,-1,"Energy slump drives Canada's second GDP decline in 3 months. Canada’s economy contracted for the second time in three months on lower energy production, the clearest evidence yet of a soft patch that’s expected to linger through the first part of this year."
3,Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry,2020-05-06,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports",-1,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports. Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry"
38,UAW strike weighted down manufacturing sector which declined for the 4th time in 5 months,2019-12-23,"Canada's economy shrinks 0.1% in October, StatsCan reports",-1,"Canada's economy shrinks 0.1% in October, StatsCan reports. UAW strike weighted down manufacturing sector which declined for the 4th time in 5 months"
14,"The new figure of 929,000 — 5% of the labour force — includes claims made over the weekend, source says",2020-03-24,Nearly 1 million Canadians applied for jobless claims last week as economy rapidly deteriorates,-1,"Nearly 1 million Canadians applied for jobless claims last week as economy rapidly deteriorates. The new figure of 929,000 — 5% of the labour force — includes claims made over the weekend, source says"
6,"France's economy shrank by 5.8%, the biggest quarterly drop since 1949, as Germany projects 6.3% GDP decline",2020-04-30,So much uncertainty': New data highlights global economic pain from COVID-19,-1,"So much uncertainty': New data highlights global economic pain from COVID-19. France's economy shrank by 5.8%, the biggest quarterly drop since 1949, as Germany projects 6.3% GDP decline"
53,"Canada’s economy grew slower than forecast in August after a lull in the prior month, reinforcing the view the nation’s economy is showing signs of decelerating into the second half of the year.",2019-10-31,Canada's economy grew at a slower-than-expected pace in August,-1,"Canada's economy grew at a slower-than-expected pace in August. Canada’s economy grew slower than forecast in August after a lull in the prior month, reinforcing the view the nation’s economy is showing signs of decelerating into the second half of the year."
128,"Canada’s economy decelerated more than expected in the second half of last year, amid signs indebted households have begun slowing down spending.",2018-03-02,Canadian GDP growth falls short of expectations in Q4,-1,"Canadian GDP growth falls short of expectations in Q4. Canada’s economy decelerated more than expected in the second half of last year, amid signs indebted households have begun slowing down spending."
0,"Hamilton has lost roughly 8,500 jobs during the pandemic but all of them will likely return in 2021",2020-05-13,Hamilton economy in 'extraordinary pain' but will see strong comeback next year: report,-1,"Hamilton economy in 'extraordinary pain' but will see strong comeback next year: report. Hamilton has lost roughly 8,500 jobs during the pandemic but all of them will likely return in 2021"
99,"The global economy’s sharp loss of speed through 2018 has left the pace of expansion the weakest since the global financial crisis a decade ago, according to Bloomberg Economics.",2019-03-11,Global economy hits its weakest spell since financial crisis,-1,"Global economy hits its weakest spell since financial crisis. The global economy’s sharp loss of speed through 2018 has left the pace of expansion the weakest since the global financial crisis a decade ago, according to Bloomberg Economics."
15,Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes',-1,Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes'. Federal Reserve removes limits on how much debt it will take on from banks as collateral
7,"GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low",2020-04-29,America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun,-1,"America’s longest economic expansion is over — and the deepest recession in at least eight decades has begun. GPD falls 4.8%, consumer spending down most since 1980, business investment plummets to 11-year low"
22,"Canada’s economy slid to a near halt in the fourth quarter, as exports dropped by the most since 2017 and business investment declined, but December came in stronger-than-expected, suggesting the economy had a bit of momentum going into 2020 before the coronavirus concerns.",2020-02-28,Canada's output stalls as exports and business investment drop,-1,"Canada's output stalls as exports and business investment drop. Canada’s economy slid to a near halt in the fourth quarter, as exports dropped by the most since 2017 and business investment declined, but December came in stronger-than-expected, suggesting the economy had a bit of momentum going into 2020 before the coronavirus concerns."
129,The Canadian dollar is heading for its worst week in a year amid worries that U.S. metal tariffs will further weaken economic growth that came in below expectations for the second half of last year.,2018-03-02,"Loonie set for steepest weekly drop in a year on trade worries, GDP miss",-1,"Loonie set for steepest weekly drop in a year on trade worries, GDP miss. The Canadian dollar is heading for its worst week in a year amid worries that U.S. metal tariffs will further weaken economic growth that came in below expectations for the second half of last year."
73,"Economic contraction of 0.8% 'not nearly as severe as the 2015-16 recession,' with recovery in 2020",2019-08-20,"Alberta faces 'mild recession in 2019' due largely to pipeline uncertainty, Conference Board forecasts",-1,"Alberta faces 'mild recession in 2019' due largely to pipeline uncertainty, Conference Board forecasts. Economic contraction of 0.8% 'not nearly as severe as the 2015-16 recession,' with recovery in 2020"
51,PBO cites weaker exports because of trade disputes and protectionism,2019-11-14,PBO forecasts slower growth and deeper federal deficits,-1,PBO forecasts slower growth and deeper federal deficits. PBO cites weaker exports because of trade disputes and protectionism
3,Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry,2020-05-06,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports",-1,"May and Blanchet declare the oilpatch 'dead,' warn Ottawa against financial supports. Prime Minister Justin Trudeau has promised financial aid for Alberta's beleaguered oil and gas industry"
98,"U.S. economic growth cooled by more than initially reported last quarter on revisions to consumer and government spending, signaling mounting challenges to the expansion as it nears a record duration.",2019-03-28,U.S. fourth-quarter growth pace revised down to 2.2% from 2.6%,-1,"U.S. fourth-quarter growth pace revised down to 2.2% from 2.6%. U.S. economic growth cooled by more than initially reported last quarter on revisions to consumer and government spending, signaling mounting challenges to the expansion as it nears a record duration."
22,"Canada’s economy slid to a near halt in the fourth quarter, as exports dropped by the most since 2017 and business investment declined, but December came in stronger-than-expected, suggesting the economy had a bit of momentum going into 2020 before the coronavirus concerns.",2020-02-28,Canada's output stalls as exports and business investment drop,-1,"Canada's output stalls as exports and business investment drop. Canada’s economy slid to a near halt in the fourth quarter, as exports dropped by the most since 2017 and business investment declined, but December came in stronger-than-expected, suggesting the economy had a bit of momentum going into 2020 before the coronavirus concerns."
87,Music a natural way to teach Jamaicans about inflation and monetary policy,2019-06-18,Jamaica's central bank using reggae to 'edutain' about nation's economic recovery,0,Jamaica's central bank using reggae to 'edutain' about nation's economic recovery. Music a natural way to teach Jamaicans about inflation and monetary policy
8,This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season',2020-04-23,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions,0,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions. This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season'
117,"China is on course to be the world’s biggest economy by 2030, according to analysis that challenges Donald Trump’s claim that the U.S. is not about to be overtaken.",2018-09-25,"China will overtake the U.S. in less than 15 years, HSBC says",0,"China will overtake the U.S. in less than 15 years, HSBC says. China is on course to be the world’s biggest economy by 2030, according to analysis that challenges Donald Trump’s claim that the U.S. is not about to be overtaken."
75,"This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life.",2019-08-09,Why these artists rejected city life (and how they're making it big in their small town),0,"Why these artists rejected city life (and how they're making it big in their small town). This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life."
88,"Congress hears that tariffs on imports hurting family businesses, companies of all sizes",2019-06-17,U.S. businesses beg Trump not to escalate tariffs on China,0,"U.S. businesses beg Trump not to escalate tariffs on China. Congress hears that tariffs on imports hurting family businesses, companies of all sizes"
63,"Goal isn't to come up with something politically palatable, it's to secure future: May",2019-09-27,"Canadian industry is 'addicted to fossil fuels,' but the Green Party can change that, says Elizabeth May",0,"Canadian industry is 'addicted to fossil fuels,' but the Green Party can change that, says Elizabeth May. Goal isn't to come up with something politically palatable, it's to secure future: May"
49,"The tax remains the most cost-effective tool for fighting climate change, says Ecofiscal Commission",2019-11-28,"Carbon tax must hit $210 per tonne by 2030 to meet Paris targets, report concludes",0,"Carbon tax must hit $210 per tonne by 2030 to meet Paris targets, report concludes. The tax remains the most cost-effective tool for fighting climate change, says Ecofiscal Commission"
49,"The tax remains the most cost-effective tool for fighting climate change, says Ecofiscal Commission",2019-11-28,"Carbon tax must hit $210 per tonne by 2030 to meet Paris targets, report concludes",0,"Carbon tax must hit $210 per tonne by 2030 to meet Paris targets, report concludes. The tax remains the most cost-effective tool for fighting climate change, says Ecofiscal Commission"
37,"(Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close.",2019-12-27,Euro Forecasters See a World-Beating Run in 2020,0,"Euro Forecasters See a World-Beating Run in 2020. (Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close."
37,"(Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close.",2019-12-27,Euro Forecasters See a World-Beating Run in 2020,0,"Euro Forecasters See a World-Beating Run in 2020. (Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close."
89,"Local councillor says while project is on schedule, police are ticketing for 'dumb driving behaviour'",2019-06-14,Two more months of traffic pain until CN finishes rail bridge replacement,0,"Two more months of traffic pain until CN finishes rail bridge replacement. Local councillor says while project is on schedule, police are ticketing for 'dumb driving behaviour'"
59,"All the major federal parties have committed to current levels of funding, but B.C. group wants more",2019-10-05,Stroller brigades' across B.C. make plea for national child-care strategy,0,"Stroller brigades' across B.C. make plea for national child-care strategy. All the major federal parties have committed to current levels of funding, but B.C. group wants more"
12,"‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn",0,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin"
37,"(Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close.",2019-12-27,Euro Forecasters See a World-Beating Run in 2020,0,"Euro Forecasters See a World-Beating Run in 2020. (Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close."
74,"It's the fastest the city has ever hit $1B, according to officials",2019-08-20,Hamilton hits $1B in building permits in just 8 months,0,"Hamilton hits $1B in building permits in just 8 months. It's the fastest the city has ever hit $1B, according to officials"
12,"‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn",0,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin"
75,"This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life.",2019-08-09,Why these artists rejected city life (and how they're making it big in their small town),0,"Why these artists rejected city life (and how they're making it big in their small town). This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life."
20,"But environmentalists question level of commitment, with bulk of money not allotted until 2nd mandate",2020-03-11,"Quebec government tries to go green in new budget, pushing public transit and electric cars",0,"Quebec government tries to go green in new budget, pushing public transit and electric cars. But environmentalists question level of commitment, with bulk of money not allotted until 2nd mandate"
35,"Belarus relies on Russia for 80% of energy needs, hosts pipeline that Russia uses to export oil",2020-01-03,Russia cuts off oil supplies to Belarus as economic talks collapse,0,"Russia cuts off oil supplies to Belarus as economic talks collapse. Belarus relies on Russia for 80% of energy needs, hosts pipeline that Russia uses to export oil"
59,"All the major federal parties have committed to current levels of funding, but B.C. group wants more",2019-10-05,Stroller brigades' across B.C. make plea for national child-care strategy,0,"Stroller brigades' across B.C. make plea for national child-care strategy. All the major federal parties have committed to current levels of funding, but B.C. group wants more"
29,"U.S. consumer spending moderated and business investment continued to deteriorate at the end of 2019, while a smaller trade deficit and more home construction helped keep economic growth steady.",2020-01-30,Trade helps U.S. economy grow 2.1% while consumption moderates,0,"Trade helps U.S. economy grow 2.1% while consumption moderates. U.S. consumer spending moderated and business investment continued to deteriorate at the end of 2019, while a smaller trade deficit and more home construction helped keep economic growth steady."
2,"Already strained by COVID-19, institutions could be further challenged by lack of new students",2020-05-07,Post-secondary schools face rough autumn if pandemic keeps foreign students away,0,"Post-secondary schools face rough autumn if pandemic keeps foreign students away. Already strained by COVID-19, institutions could be further challenged by lack of new students"
23,"Global Affairs Canada releases study at last minute, compelled by Conservative committee motion",2020-02-27,"New NAFTA beats no NAFTA, gov't says, but no big economic boost coming for Canada",0,"New NAFTA beats no NAFTA, gov't says, but no big economic boost coming for Canada. Global Affairs Canada releases study at last minute, compelled by Conservative committee motion"
91,The bar to change is high,2019-06-04,"The Bank of Canada has learned a few things about targeting inflation, and it's sharing lessons with the Fed",0,"The Bank of Canada has learned a few things about targeting inflation, and it's sharing lessons with the Fed. The bar to change is high"
8,This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season',2020-04-23,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions,0,P.E.I. announces $4.7M to tackle potato surplus related to COVID-19 market conditions. This will help to ensure no product is lost so that farmers are in good position for the 2020 growing season'
89,"Local councillor says while project is on schedule, police are ticketing for 'dumb driving behaviour'",2019-06-14,Two more months of traffic pain until CN finishes rail bridge replacement,0,"Two more months of traffic pain until CN finishes rail bridge replacement. Local councillor says while project is on schedule, police are ticketing for 'dumb driving behaviour'"
66,"Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy",2019-09-17,The candidates: Great Slave,0,"The candidates: Great Slave. Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy"
75,"This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life.",2019-08-09,Why these artists rejected city life (and how they're making it big in their small town),0,"Why these artists rejected city life (and how they're making it big in their small town). This beautiful residence for creatives in Picton, Ont. helps couple build ideal artists' life."
28,"The government may focus on mental health, climate change and housing, says Jennifer Moss",2020-02-09,What a 'well-being budget' could look like in Canada,0,"What a 'well-being budget' could look like in Canada. The government may focus on mental health, climate change and housing, says Jennifer Moss"
90,"Painting the PM as fiscally feckless is a key Conservative argument - but on taxation, it doesn't stand up",2019-06-08,Is Trudeau a 'tax-and-spend' Liberal? The numbers say no,0,"Is Trudeau a 'tax-and-spend' Liberal? The numbers say no. Painting the PM as fiscally feckless is a key Conservative argument - but on taxation, it doesn't stand up"
44,"Trudeau met with Latvian President Egils Levits, Prince Charles earlier Tuesday",2019-12-04,"Canada 'slightly delinquent' on defence spending, Trump says at NATO gathering",0,"Canada 'slightly delinquent' on defence spending, Trump says at NATO gathering. Trudeau met with Latvian President Egils Levits, Prince Charles earlier Tuesday"
29,"U.S. consumer spending moderated and business investment continued to deteriorate at the end of 2019, while a smaller trade deficit and more home construction helped keep economic growth steady.",2020-01-30,Trade helps U.S. economy grow 2.1% while consumption moderates,0,"Trade helps U.S. economy grow 2.1% while consumption moderates. U.S. consumer spending moderated and business investment continued to deteriorate at the end of 2019, while a smaller trade deficit and more home construction helped keep economic growth steady."
43,"There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee",2019-12-12,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises",0,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises. There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee"
28,"The government may focus on mental health, climate change and housing, says Jennifer Moss",2020-02-09,What a 'well-being budget' could look like in Canada,0,"What a 'well-being budget' could look like in Canada. The government may focus on mental health, climate change and housing, says Jennifer Moss"
52,"Having escaped an October crash, can we finally talk about irrational markets?",2019-11-11,Lessons from the Great Crash of 1929 for investing in an ever-rising market: Don Pittis,0,"Lessons from the Great Crash of 1929 for investing in an ever-rising market: Don Pittis. Having escaped an October crash, can we finally talk about irrational markets?"
12,"‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn",0,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin"
111,Turmoil in Canada’s two largest export sectors threatens to undermine the country’s so-far-so-good economic expansion.,2018-11-29,Auto and oil woes cast pall over Canada’s economic expansion,0,Auto and oil woes cast pall over Canada’s economic expansion. Turmoil in Canada’s two largest export sectors threatens to undermine the country’s so-far-so-good economic expansion.
23,"Global Affairs Canada releases study at last minute, compelled by Conservative committee motion",2020-02-27,"New NAFTA beats no NAFTA, gov't says, but no big economic boost coming for Canada",0,"New NAFTA beats no NAFTA, gov't says, but no big economic boost coming for Canada. Global Affairs Canada releases study at last minute, compelled by Conservative committee motion"
66,"Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy",2019-09-17,The candidates: Great Slave,0,"The candidates: Great Slave. Patrick Scott, Katrina Nokleby face off for seat vacated by former minister Glen Abernethy"
117,"China is on course to be the world’s biggest economy by 2030, according to analysis that challenges Donald Trump’s claim that the U.S. is not about to be overtaken.",2018-09-25,"China will overtake the U.S. in less than 15 years, HSBC says",0,"China will overtake the U.S. in less than 15 years, HSBC says. China is on course to be the world’s biggest economy by 2030, according to analysis that challenges Donald Trump’s claim that the U.S. is not about to be overtaken."
92,"With housing and oil off the boil, why hasn't the Canadian economy gone into free fall?",2019-05-31,Why the Canadian economy seems divorced from traditional signals: Don Pittis,0,"Why the Canadian economy seems divorced from traditional signals: Don Pittis. With housing and oil off the boil, why hasn't the Canadian economy gone into free fall?"
43,"There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee",2019-12-12,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises",0,"Vancouver needs 10,000 affordable housing units a year to address rental 'backlog,' report advises. There‚Äôs a mismatch between what‚Äôs being built and what renters need, says economist Mark Lee"
58,"Still few signs of Canadian recession, but this week's data may tell us more",2019-10-08,All eyes on Canadian jobs numbers as election heads into 5th week: Don Pittis,0,"All eyes on Canadian jobs numbers as election heads into 5th week: Don Pittis. Still few signs of Canadian recession, but this week's data may tell us more"
76,"The Canadian economy expanded for a third-straight month in May on increases in manufacturing and construction, reinforcing the view the central bank can remain on the sidelines for now.",2019-07-31,"Canada's GDP grows 0.2% in May, as manufacturing rebounds",1,"Canada's GDP grows 0.2% in May, as manufacturing rebounds. The Canadian economy expanded for a third-straight month in May on increases in manufacturing and construction, reinforcing the view the central bank can remain on the sidelines for now."
122,"Canada’s economy grew at the fastest pace in a year, further evidence of a solid expansion even as trade tensions with the U.S. remain a threat.",2018-07-31,Oil drives Canada's fastest economic growth spurt in a year,1,"Oil drives Canada's fastest economic growth spurt in a year. Canada’s economy grew at the fastest pace in a year, further evidence of a solid expansion even as trade tensions with the U.S. remain a threat."
119,"Canada’s economy grew at the fastest pace in a year in the second quarter as exports surged, though a slowdown in business investment may cast some clouds over the brighter economic picture.",2018-08-30,Canadian economy surges in second quarter on higher exports,1,"Canadian economy surges in second quarter on higher exports. Canada’s economy grew at the fastest pace in a year in the second quarter as exports surged, though a slowdown in business investment may cast some clouds over the brighter economic picture."
83,"The Conference Board of Canada says outlook rosy for Nunavut and Yukon, but N.W.T. in for a bumpy ride",2019-07-12,Mining boom to drive economic growth in territories beyond rest of Canada: report,1,"Mining boom to drive economic growth in territories beyond rest of Canada: report. The Conference Board of Canada says outlook rosy for Nunavut and Yukon, but N.W.T. in for a bumpy ride"
94,Released figures don't distinguish between cash flow and balance sheet insolvencies and one is worse than the other,2019-05-23,"Canadians' insolvency problems might not be as bad as everyone thinks, C.D. Howe says",1,"Canadians' insolvency problems might not be as bad as everyone thinks, C.D. Howe says. Released figures don't distinguish between cash flow and balance sheet insolvencies and one is worse than the other"
41,"CAQ government honours campaign promise to increase minimum wage over time, working toward $15 per hour",2019-12-18,"Quebec to hike hourly minimum wage by 60 cents, reaching $13.10 on May 1",1,"Quebec to hike hourly minimum wage by 60 cents, reaching $13.10 on May 1. CAQ government honours campaign promise to increase minimum wage over time, working toward $15 per hour"
